census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14
419,2,1,1,2,2,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,7,4,4,1,2,0,0,0,3,0,0,0,0,0,6,1,3,4,3,3,1,1,3,2,1,4,3,0,39,7,1,2,0,1,1,2,1,0,0,1,1,0,21,12,11,3,3,6,0,3,7,1,2,0,1,0,0,0,2,4,0,2,3,2,1,2,4,2,2,0,0,0,4,2,0,2,2,2,2,8,0,2,2,0,7,1,0,4,7,3,7,9,12,8,10,7,21,2,26,7,9,8,6,4,2,3,2,3,5,5,16,16,20,3,2,2,0,3,0,0,1,0,0,1,1,32,78,3,1,0,0,1,0,2,1,0,0,3,2,6,3,0,2,4,1,3,3,9,19,4,3,3,3,33
420,2,1,1,2,2,1,0,1,321,707,1267,2601,5507,10954,37914,79712,158991,156051,44762,2108,0,4,435,716,2030,3883,6417,9013,21695,42643,99964,200339,112893,864,0,25,986,1960,2598,3829,6330,10777,26797,63628,135299,162101,85663,903,2457,2523,6855,12147,18147,26806,30563,47680,59272,83306,97581,86622,26041,896,2033,763,1866,3567,5289,7058,12042,24142,50667,95161,136333,124861,35185,1929,0,0,6,186,640,1229,3294,4621,7026,15285,21280,67851,140509,238969,0,0,4,168,680,1609,2837,4843,6300,14833,26711,68344,129766,244801,1538,699,2871,4857,6613,8328,11923,17696,30429,54661,93383,152882,108424,6592,1313,454,466,901,2190,6220,10568,24494,30412,58706,109848,172348,82162,814,2376,25985,75623,99067,95658,80044,57318,34369,16596,7849,3808,1704,468,31,827,1664,6269,23503,63001,103085,110007,84770,52277,27701,13371,6553,4640,3228,1296,1958,3610,6217,11969,22557,38915,62112,86574,97037,84612,52164,26125,5750
421,2,3,3,3,3,3,0,327,8277,15010,26772,33669,41385,57705,90187,100918,102935,74348,28324,3295,20,2154,7246,14433,18332,22758,32555,46231,67056,81593,98545,120531,69892,1806,27,2606,4738,9990,17404,24636,32674,43082,68504,77137,96425,118278,85146,2505,8124,23314,33646,35710,36471,40123,39225,49575,52116,60279,68031,70729,47441,18368,5248,1904,6584,12305,17385,21158,29060,41022,56651,72810,87835,105328,92775,33087,0,192,1075,2492,8180,10317,21516,23921,33048,48679,49481,97583,116613,170055,0,198,914,2607,7535,13663,18174,25774,29140,50273,58801,93872,108962,173239,4700,1478,7550,13555,17495,22613,28739,34199,45225,65523,86317,117569,115020,23169,5227,2502,8165,18322,24079,32935,37857,54253,53311,74469,95690,106032,67037,3273,5774,33018,96839,98245,81661,67631,52654,41421,32997,27233,22016,15912,7187,564,46505,74815,57672,62304,64825,61435,54585,43034,31405,24622,21129,19973,14035,6813,8488,16361,16361,17448,19308,22964,29080,37268,49179,60717,66557,64967,72438,102016
422,2,1,2,2,2,2,0,27,2202,4006,6780,8691,15599,20770,48901,47236,33982,17173,4536,558,3,158,1907,3037,3698,4942,8629,16459,30388,32887,39234,47768,21023,328,2,248,1200,2028,2969,3759,6764,12405,30413,39950,52215,39570,18508,430,1505,7092,11174,13412,13055,14795,11106,17936,21135,23116,28695,31657,14794,989,833,400,1066,2792,4043,5085,8972,15938,28625,40475,42674,36035,18607,4916,0,0,0,0,7,62,309,1799,5607,15370,17894,47639,69659,52115,0,0,0,0,4,72,288,2136,4763,14665,22818,47443,63427,54845,566,725,2463,3419,4524,5848,8879,12371,19471,31367,41109,47747,28650,3322,585,335,1527,6921,8848,17183,14818,25906,17893,34032,34054,31819,16051,489,550,8319,29878,33106,33329,32037,25067,17604,11607,8216,5445,3526,1516,261,4854,10779,12263,21420,33329,38652,33020,21759,14302,9179,5087,2826,1792,1199,574,3160,4622,5806,7214,9674,13095,18359,25189,29314,30181,27074,23922,12277
423,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,4,2,4,8,0,0,0,0,0,2,8,3,1,7,2,7,6,6,45,0,6,4,0,1,4,1,0,1,1,0,0,0,4,39,11,6,0,2,5,7,3,6,1,0,0,0,0,0,0,0,0,0,12,24,30,4,0,0,0,0,0,0,0,0,0,0,9,18,37,8,0,0,0,0,0,0,0,0,0,18,45,48,15,39,15,24,38,17,69,49,8,9,22,10,7,5,3,3,5,10,36,30,47,1,0,0,0,0,0,0,0,0,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,2,2,13,45,8,2,2,1,31
424,2,1,2,1,2,1,1,494,1232,3096,7276,14121,36903,63692,104922,120244,122492,70264,16196,504,47,723,1537,2754,9174,22471,42371,62862,84422,101433,110149,96085,27229,180,202,1005,2586,4752,9678,18438,34004,50786,79640,98044,108140,106217,47562,383,13451,7986,12808,16289,19447,24088,31712,49573,70252,92774,108564,82347,29629,2517,10862,2227,1916,2697,4208,7624,14483,29069,50103,76727,97313,117027,102069,45112,0,44,820,2080,1879,2788,6382,11309,28022,64389,93746,171407,121719,56852,0,42,716,1978,1988,3460,5515,11814,24301,68024,108181,160192,116952,58274,9167,1947,2487,4474,6622,11302,19625,30813,50773,77781,104377,129158,98571,14340,9626,3245,4252,8189,12889,22254,33582,57050,72043,98509,103624,90453,45047,674,9416,8124,33813,67066,88128,95564,88527,73219,51208,30045,13168,3033,124,2,63689,113096,94089,75195,60227,47049,35382,24626,15254,8699,5031,3315,2932,12853,6677,2358,2421,5083,11165,20768,32596,46333,60729,72900,79014,77482,83038,60873
425,2,1,2,1,2,1,1,172,9263,32006,44047,47233,54153,61795,105234,137759,169622,166713,129260,2510,0,2564,29150,43323,39350,47074,73243,94067,135321,163164,189147,120760,22449,156,0,5163,26582,34922,41482,58270,84748,111280,154974,161500,143911,110494,26230,212,15122,18307,29901,39717,48039,61703,68270,93217,115188,151189,163521,112072,39206,4316,10871,8877,14640,17625,21925,33329,55033,96441,132950,147177,148289,136526,99823,36262,7,14115,29827,38337,52898,71953,125647,132466,133184,129321,97294,97156,33467,4096,11,13873,25579,38349,53316,82467,104228,132090,130476,148641,109297,87130,30024,4287,9263,11996,19374,23788,33903,48230,69369,91993,130599,145339,150778,139399,77155,8582,11177,12277,22205,28361,30486,44740,56335,102773,129768,167889,188307,134148,30974,328,8932,5568,24229,71955,121279,142876,139429,126405,112661,95335,69397,32345,8406,951,94251,118142,109240,95463,84850,78589,77903,80493,80982,65036,36438,17802,7679,12900,6852,6487,16216,33031,51844,72163,93308,112259,123806,120046,101801,80834,76865,64256
426,2,1,1,1,2,1,5,350,10720,37311,84570,86015,74420,68243,110402,133098,98922,63966,14687,174,16,4393,36110,76857,76581,65634,67108,70705,108776,116223,88131,52847,19252,250,2,4553,29040,43387,49820,65219,100089,116529,110806,90153,77656,60304,33892,1433,8492,35980,68473,76868,73036,77871,70885,77238,74993,76249,69205,46284,22188,5121,4825,10507,19410,19873,26020,42998,66213,86432,94261,101274,103051,98303,69135,40581,12,9236,33371,46853,57625,80847,138283,131734,129370,91777,43492,18940,1324,19,14,8887,27501,47493,61288,91939,116500,136817,122803,108161,44349,16140,971,20,3989,15948,22894,25372,35754,53109,76595,90748,102415,99723,99489,85527,54221,17099,5351,16921,43129,63960,66467,77508,73417,86620,78712,84638,85976,67107,30879,2198,3043,7521,28564,58076,93466,119471,127086,115744,92254,67171,44236,21039,5104,108,160553,91207,60568,51602,50270,51967,57588,62583,64911,55029,37200,22248,11019,6138,1907,4593,16335,28867,39883,55086,74855,88316,85169,72239,62516,56721,69495,126901
427,2,1,2,1,2,1,0,636,16107,77101,121940,160454,222533,205573,187097,98258,29483,5912,931,104,1,2345,38935,68972,109813,153052,187638,233565,150550,106139,56225,17038,1833,23,1,5412,35964,56982,87023,111301,144014,168472,170450,150800,119178,68092,8425,15,27889,109657,138973,138619,133671,115837,108583,105356,90185,74921,49540,24512,7342,1044,5462,11977,33284,56269,79115,109618,147524,171580,151277,127516,103409,78334,40500,10264,0,3462,9432,12945,18113,22619,48173,61379,78795,126356,160371,319597,207652,57235,0,3338,8125,13380,17900,28462,41334,65537,69932,131728,191743,307398,189543,57709,4317,10174,26552,43419,66122,96473,130332,165035,200830,173945,115436,68336,23070,2088,7984,30785,70819,113340,149702,172409,160532,138983,106123,85913,55189,28971,5339,40,4670,20188,85873,140978,167205,164597,143779,118375,97807,77675,58447,37166,9266,103,68153,82670,83319,87580,94339,105065,116162,126137,121153,102671,70735,42801,18066,7278,2894,4164,20292,37992,56591,84294,120738,158958,178417,163318,123042,79638,57437,38354
428,2,1,2,1,2,1,0,301,11734,42483,55986,94231,138132,136544,153154,122175,39461,10861,1985,152,4,4142,33215,42126,70167,89707,119329,143517,134838,86679,43961,28709,10662,143,1,6097,21501,31985,60706,82183,109607,124348,123542,87837,65331,59704,33026,1331,10643,24693,43328,59530,67982,76748,71863,96989,94904,99077,87788,51085,19072,3497,6487,4523,8373,17713,33269,50062,74154,95091,98736,96823,95990,95821,78381,51776,4,18382,52055,57475,69510,53443,111696,123460,119232,97923,46530,41228,15898,363,9,18510,46630,61730,60467,75454,92844,131538,106748,109247,51453,38140,14025,404,4937,4733,10914,22564,38357,63257,79357,100499,116812,111105,95601,79075,55967,24021,7988,8216,17480,41959,53444,99965,97301,131244,99443,100957,74449,50086,23193,1474,4487,7347,30872,52512,78235,105357,125075,122788,105898,83726,56358,27286,7030,228,191059,101315,67386,57878,55613,55155,57339,58666,54558,45047,32660,17237,5828,7458,2681,3990,12316,24222,40355,59088,78291,91584,94951,88623,77259,65905,68462,99472
429,2,1,2,1,3,1,0,863,16746,43787,83894,107316,133017,136051,146925,85654,45561,21928,5354,697,114,9103,48071,59718,73916,95473,128987,133230,99663,80570,52774,34670,10983,521,5309,15497,33284,59737,79239,97667,120863,117237,101916,71736,57693,45969,21184,462,30525,33242,51617,59428,60514,69567,74585,86529,95604,97688,89477,55277,20418,3322,22362,9275,14998,24424,41632,66591,95993,116449,113266,100934,86941,72033,43261,19634,9,4539,23572,31613,47497,57707,117902,150416,177524,134637,55990,23857,2428,102,10,4468,20868,31907,47640,72227,100718,159716,159240,149006,60015,19740,2130,108,19502,12756,23795,32011,48702,70277,97537,107534,113477,97868,83711,71095,41814,7714,25497,20743,35438,49324,58733,74580,87722,106744,108961,106427,86361,50346,16412,505,19959,8823,25813,45856,64699,84045,99490,110463,115464,108739,84998,47562,11274,608,67082,74305,69133,73456,81647,88630,90391,84900,70541,49747,29319,15530,8647,24465,16497,5572,20818,46434,70792,89728,100199,99613,89655,73419,57539,45488,46919,65120
430,2,1,2,2,3,1,0,335,6010,16457,32771,70591,117331,149265,127555,95261,52820,22931,6046,333,183,3932,19653,27406,42782,63913,107472,128843,95317,72756,58957,54416,21856,220,236,4995,17130,29416,53961,78205,102551,100532,82811,60182,53087,56657,55862,2081,7967,23851,34072,38066,40290,53482,66804,81540,94803,91998,77929,54724,27841,4339,4538,3617,7814,15685,28766,49065,77460,99470,100383,85215,66675,58499,55960,44559,0,601,4641,15367,25130,57496,141582,168721,163198,80801,32652,7383,132,2,0,597,3746,13875,29116,65320,118776,174441,157110,96274,32519,5814,116,2,3444,4426,10567,18488,31290,52377,78185,94836,95595,79914,64822,62348,64764,36650,5083,12982,21967,26263,39859,59961,82271,91755,91875,82754,72765,64953,43670,1548,2927,11145,50687,54929,58705,70327,83050,91615,92979,84480,61614,29118,5941,189,66084,74584,50748,56788,73859,85551,87022,74952,54139,34825,19533,9987,4349,5285,2227,4015,13899,31209,51001,70463,85537,90099,77749,59503,44661,37009,48379,81954
431,2,1,2,1,2,1,14356,146532,117757,69780,52819,37957,22725,16083,12249,6761,3010,1628,726,453,27126,134228,89699,62411,47947,43576,28320,22130,17693,12476,8410,5701,2500,619,17664,105571,76041,50758,47410,48042,39950,30989,27641,21796,17273,13313,5636,752,20430,43011,64008,69508,58026,57507,46846,41601,34058,27483,20708,13259,5099,1292,13971,30534,53773,56917,47781,43924,40234,40782,38553,39273,35056,31504,22455,8079,0,15535,78554,74496,65221,44555,76877,68647,48566,24522,4538,1267,58,0,0,16300,71600,80910,59546,61601,64462,74346,41534,26127,5414,947,49,0,12825,43639,63225,48986,46715,42576,42771,40398,38125,36183,34324,30647,18636,3786,33173,108705,82287,53381,44678,39151,29006,29877,23319,22772,15499,14028,6128,832,8121,2877,4748,11524,22084,33995,44353,49564,51403,49689,54595,74000,85850,10033,55213,64404,61669,59336,56470,51774,44495,35733,24732,16664,10855,6604,4443,10444,7071,13612,40389,51086,50267,48343,48342,48229,45458,41118,35125,28765,25778,19253
432,1,1,3,1,2,2,0,206,6689,27245,58743,96099,67754,53472,50598,44861,32279,18212,3202,340,1,3790,18282,49418,73215,57741,49925,40579,37968,33327,37336,43623,14267,228,738,7209,17538,46789,59209,47220,40724,31257,29736,32762,42649,62653,40792,424,24562,20940,20642,22812,26391,30912,36262,47299,54773,61871,56345,36490,16207,4194,14212,22517,26486,22974,21916,23095,26603,31292,33679,34916,38050,50151,63374,50435,0,9455,16445,21380,26909,32322,62682,70555,76901,62214,45822,27599,6555,861,0,9430,14637,21929,26158,37774,51255,70560,73907,76900,44976,25043,6245,886,11274,4011,13281,26785,32883,33740,35259,37533,37636,39715,45956,56975,63457,21195,16178,11481,15992,20890,27247,35682,38947,43394,48945,60451,57993,57900,24221,379,12356,14304,50733,49196,43715,41120,37365,36092,37890,41985,43848,36158,14072,866,121329,69540,33040,25972,23472,20474,18759,17590,17756,18936,21543,27163,27641,16485,9704,16971,26630,31223,31850,31358,29228,27544,27386,28524,29766,30037,41873,97606
433,1,1,3,1,2,2,0,1248,13988,73467,122000,144103,83399,61240,50930,39995,19895,9133,1661,178,33,4667,38190,108792,125391,85009,68688,48606,43492,35186,32614,24782,5686,101,1589,12969,31327,95322,115588,82568,62695,43747,36490,35852,41583,46822,14577,108,93721,90243,66451,57114,53387,48268,44908,43677,39453,32781,25973,15926,7278,2057,33656,102226,99664,67320,54496,44827,38368,33932,32070,31750,29674,26004,19801,7449,0,12370,23219,29462,30690,30114,72506,94237,101624,90472,70110,49306,15088,2039,0,12407,21434,29883,29381,37598,58498,92526,97684,110538,69974,44739,14426,2149,23630,11204,61585,102704,87339,67935,54381,46447,41726,40583,37386,27095,16824,2398,42024,58340,61843,63400,61787,63218,57003,49299,46458,47002,36690,26274,7778,121,24908,39797,63306,63240,57098,53313,52132,54161,56967,59006,53179,34113,9451,566,21855,22896,19258,20077,22854,25234,28709,34161,41704,51700,67440,97712,124725,42912,22523,43623,65880,66130,63044,61241,57305,50815,45761,41323,32552,23683,20322,27035
434,2,1,2,1,2,2,0,47,5848,37667,69915,89870,94323,80027,65107,47581,24530,10445,3073,198,1,203,14294,50090,73432,73731,75597,63172,59093,48858,41624,24632,3874,30,0,337,12558,46245,63849,60733,57021,48167,46752,50749,59979,63868,18361,12,65580,99759,71721,57918,47457,40218,36108,31012,26987,20878,15457,9336,4624,1576,5288,53281,58365,49580,52702,53013,48841,45826,45139,41975,37822,28555,8020,224,0,786,2606,5267,10359,18573,46161,62402,84427,88968,98272,94353,15791,666,0,795,2145,5231,10166,22006,37356,59586,78442,111816,96922,88639,14943,584,1276,2805,25350,51975,59142,60716,58479,58401,58300,60790,55721,32705,2959,12,19332,46480,44717,51205,56071,59288,54778,50802,47428,39643,33308,21356,4210,13,11802,104411,74533,57074,46496,40644,37176,34846,34056,32718,29192,19367,5977,339,776,9576,20675,27706,31834,35254,40612,47366,53148,56482,55524,61200,76564,11914,2787,17952,33656,41079,45067,47182,48991,48097,45646,45064,44495,41825,40136,26654
435,2,1,3,1,2,2,0,272,19062,123054,171426,143348,85726,52566,31798,20295,11290,5888,1756,72,7,1299,49538,144690,146754,118687,79760,44279,30864,22971,16846,9245,1597,16,118,4661,53743,129115,143712,104827,75201,48738,34340,28195,24627,16732,2536,8,71324,86220,62924,56044,51647,50031,51470,48114,47758,43406,38411,29655,19834,9715,7712,96044,120604,113179,99543,72237,46448,34129,27855,22250,17041,8379,1096,36,0,12951,42900,56447,58090,57553,85783,76559,78140,73506,55902,51848,16347,527,0,12959,38048,57714,60008,68443,71409,80271,70792,83993,59285,47953,15130,548,2771,13059,71582,115579,114207,99373,79573,62486,44008,32509,21632,8740,1016,18,28482,67010,64879,75702,75203,74308,71742,62071,55550,45146,30069,14320,2060,11,5561,29034,35965,41731,45446,49881,55291,63126,70573,77732,78664,68318,37772,7459,266,2255,7696,14140,19325,23649,30502,43446,65992,99120,119211,118306,108811,13834,19503,66216,87944,90074,84343,75970,66366,55473,46541,36707,22605,10252,3956,603
436,2,1,3,1,2,1,0,109,8563,76194,144970,178248,93226,74653,55574,38170,16306,3786,604,109,13,1562,29025,130559,143423,137745,81969,49164,42491,38247,26485,9113,702,14,37,2692,24672,103881,148545,119576,75208,48082,37458,39857,48325,38328,3850,1,46065,89563,78486,75212,74593,67947,68706,52633,48889,35902,24093,16004,9212,3207,11682,83187,107169,117842,98216,63925,43686,38910,38869,37433,31400,16334,1844,15,0,24224,74081,87065,91843,63651,94630,75842,68731,54376,22842,20757,11283,1187,0,24622,66353,93066,85716,86442,77884,81520,60478,57962,25553,19088,10682,1146,6219,14430,80536,118352,122922,89877,67057,52369,47629,47500,35307,8077,232,5,16875,54731,77613,109197,92172,84160,77597,57341,44668,39644,24231,10890,1385,8,6716,25083,52745,61198,59868,57543,60984,70015,79393,81242,71220,46079,17035,1391,322,5392,16355,25408,30102,33582,37567,43863,57356,87597,115742,116686,101476,19064,12745,52989,85823,90646,84060,73610,63345,56057,56836,55919,36498,15538,5082,1364
437,2,1,3,1,2,2,0,1780,49605,175726,186577,177688,77943,52824,24403,8367,2644,995,221,38,2,14419,129478,201502,150300,122008,68778,34251,18599,11982,5539,1796,150,7,23,16044,98530,176126,152440,107147,71582,48095,35759,25686,19046,7867,463,3,31327,80408,84999,85786,83078,77748,80463,61995,60235,45042,30250,20606,11757,5117,8649,72824,102491,110175,98244,78442,59982,54521,55012,49694,39681,21892,6400,804,0,8523,54858,92997,121859,89422,132715,97325,72287,54947,20677,10237,2760,204,0,8730,48476,98262,112291,122424,109073,104013,63388,57479,23443,8478,2547,207,6226,19903,87532,123445,128519,102035,85012,68233,52230,43852,28039,11182,2446,157,18025,74264,107377,140084,114350,89127,77664,55719,36271,27004,13403,5032,489,2,5632,4739,12960,23200,34812,47927,62651,82898,106120,130657,129196,82292,30697,5030,24415,50235,53979,49981,44758,41785,41896,47276,58968,81240,97381,95709,61643,9545,15697,45463,72639,87595,92101,92208,88529,79037,66386,51642,32237,17239,10922,7116
438,2,1,3,1,2,1,0,384,21287,95804,151585,155075,140280,106271,93637,66776,39944,12431,2514,446,17,2186,47341,128245,138048,128097,98658,86544,84445,70804,65845,31532,4516,156,14,6966,47671,103263,106526,89994,78979,69599,69202,85271,99019,101703,28116,111,55331,123156,105917,93013,83647,74755,74709,68627,64287,52124,43243,27488,13914,6223,11547,51920,96792,120629,117203,90179,76790,70640,67850,62301,53470,36263,20051,10799,0,3440,12945,20298,31920,47573,94045,102118,122393,151054,125134,130086,33567,11861,0,3365,11133,20170,32209,58784,79171,109493,108533,160116,143522,116719,31109,12110,8431,7450,59585,97538,103197,106513,101892,91358,86397,87915,73253,38712,17944,6249,20039,40755,58168,78549,100011,106522,111574,99681,95089,76225,56006,34295,9382,138,18067,130787,108917,80949,65924,59518,56922,58033,62261,68739,75194,66431,30319,4373,19534,27402,32918,37592,42864,48550,57506,74197,102605,133064,134216,102482,59220,14284,16789,56997,84828,83730,76561,70810,67398,65148,66895,73489,73232,59402,51380,39775
439,2,3,3,3,3,3,0,3801,34815,105441,98888,80916,41117,23889,13265,9778,6482,5127,2678,249,113,8765,59172,97125,85159,69007,42578,21819,15001,11479,9133,6025,996,74,208,12934,58800,87797,79216,58840,41220,26683,19971,17564,15057,7415,698,43,20941,47975,42543,40395,37767,36686,38196,33197,32903,29161,25465,19263,13377,8577,6912,39562,67054,85223,72214,47535,29626,23493,20716,17027,11463,5036,561,24,0,12529,40413,47765,47757,42906,60125,47691,41437,36900,23274,20338,5198,113,0,12586,36527,49671,48207,52436,50267,50470,37361,40145,25768,18218,4672,118,3981,13210,46761,64383,71157,66148,55360,41721,28874,20421,11247,3009,126,48,11239,30237,43660,56969,55729,54099,51853,43548,33621,25591,13939,5337,587,37,4885,9112,13178,17946,21109,25239,31037,38382,47152,57181,64762,55796,31262,9405,1682,9662,15174,15966,15219,15445,17344,24405,42240,72781,84077,63189,41540,7722,14380,43102,58757,59889,55040,48297,42364,36503,29802,20424,11137,4908,1575,268
440,3,1,3,2,1,1,121,6184,41904,142388,147351,143447,103492,100745,86075,64779,28661,7001,573,73,665,12171,91128,156254,123838,86856,86237,76045,78903,76390,57944,25073,1260,30,514,12847,100351,116566,87696,68061,65179,62461,64571,75989,98304,103344,16895,16,25485,47376,66099,79795,86584,94287,112308,96769,91339,71876,52958,29916,14151,3851,13749,37014,95665,101669,86157,77402,74545,78435,85449,90979,82265,43673,5724,68,0,1339,8965,19242,39327,48882,98363,108089,123621,143680,112718,125356,39151,4061,0,1322,8272,19893,38041,63278,83801,115106,110300,150930,129351,112271,36052,4177,10714,12347,92388,120284,98075,78785,76416,83829,92858,99116,82959,24425,577,21,18376,28653,46997,72863,89928,110712,106590,106042,91811,90731,70697,35175,4199,20,11534,45443,87060,80885,70943,65422,63143,64694,71080,80968,92874,85747,47178,5823,10027,32583,52005,64874,70630,73333,77747,85859,95255,101798,93748,67371,32547,15017,13886,55607,87127,81835,74185,73096,78214,86021,94938,95238,72499,39026,17297,3825
441,2,1,3,1,1,1,27,3208,17729,37541,69428,98128,93793,90547,85733,54298,30816,6321,671,36,272,5880,20887,50812,59835,70051,65300,81450,84289,69802,58241,19902,1544,11,57,4580,17315,36034,37452,39603,39970,46056,52355,76535,110773,113320,14212,14,29295,99322,102848,82705,68403,50661,47355,37062,29796,19534,12556,6227,2094,418,4935,11078,28229,43490,49719,53672,66868,73517,78778,76540,62710,32225,6365,150,0,454,3743,6626,11391,12932,29995,40310,55521,89598,78371,124127,78028,57180,0,453,3162,6860,10273,17831,25636,44164,48087,88311,97056,117068,71195,58180,3789,5467,21200,39435,45031,46625,56045,64122,82062,98490,88603,35449,1954,4,11515,22366,33265,44864,65733,70762,84802,78745,74295,57839,31695,11213,1174,8,12272,143129,101343,65416,48036,39200,34434,32097,30788,29868,27562,18491,5357,283,12972,25997,33248,39971,47033,52147,59470,67268,73536,70698,55030,32595,12702,5609,3169,8575,20311,28463,31984,34358,39349,46992,60291,79206,87947,72094,52877,22660
442,2,1,2,1,1,1,1,424,7247,50771,94552,136292,105209,109899,100018,51388,14411,2300,411,43,24,944,22989,103854,107957,119159,89348,71943,68949,56657,25843,4864,424,11,15,1283,15128,70117,109736,105960,83165,65695,49374,59364,69013,42434,1678,4,40727,86165,81387,78430,78272,72530,70602,58563,47856,30515,16787,7479,2937,716,12330,82109,86860,88890,79762,62413,51937,51093,51779,48849,38289,16832,1702,121,0,15060,52317,69558,84400,66906,105887,94090,104386,60549,13318,5554,910,31,0,15431,46258,73642,79403,89401,87962,101116,90723,69604,13833,4836,724,33,5645,13341,72362,93572,97563,82671,71281,66515,64465,59405,37942,7762,396,46,15896,48818,66181,91500,87268,82872,86910,68693,54637,42457,20852,6525,354,3,6110,17818,63420,92413,75365,63396,61716,67068,72154,69656,52886,25081,5518,365,626,5377,17973,31427,38729,41786,43836,48190,56494,74303,92208,100094,100849,21074,8351,39747,71831,79261,74285,68089,62229,58657,65191,74105,47321,17993,5068,838
443,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,4,4,2,5,10,0,0,0,3,4,4,10,6,11,6,0,8,15,10,74,20,3,3,4,1,0,3,1,2,1,0,0,0,18,62,5,11,12,11,4,5,6,4,2,0,0,0,0,0,3,11,11,6,3,4,2,2,2,4,0,0,0,0,2,4,17,7,4,4,2,4,6,0,0,0,0,0,0,7,13,23,38,20,9,13,25,20,20,1,82,29,3,4,2,3,6,3,7,7,6,13,26,5,92,4,0,0,0,0,0,0,0,0,0,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,0,2,12,25,72,16,4,1,1,40
444,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,4,3,3,0,6,4,4,16,11,0,0,1,0,2,1,2,7,9,15,6,6,15,13,58,18,4,3,2,0,1,1,3,3,2,1,2,0,10,49,13,11,6,8,2,4,7,5,3,1,0,0,0,4,2,3,12,1,4,2,4,4,0,0,0,0,0,3,7,5,9,7,1,0,0,4,4,0,0,0,2,1,0,4,11,26,30,15,5,14,12,15,19,0,106,25,3,5,3,4,10,4,9,5,2,8,22,4,91,4,1,0,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,1,0,2,0,1,1,3,11,53,0,1,3,4,4,6,11,27,43,11,3,2,0,34
445,2,1,3,1,2,2,0,0,0,0,0,0,1,0,1,0,0,2,1,2,1,0,3,0,0,2,0,1,1,4,4,6,11,9,0,4,3,8,6,7,7,9,12,5,14,13,17,7,125,10,4,3,0,1,4,4,1,1,0,1,0,0,56,52,24,15,7,5,10,4,4,7,3,2,0,0,0,0,9,7,14,7,3,4,6,6,4,2,0,0,0,0,8,4,4,11,10,13,1,16,1,2,0,0,0,0,5,10,28,42,63,22,21,32,23,24,28,3,179,26,10,10,16,15,7,11,7,2,8,9,17,19,133,5,0,0,0,0,0,0,0,0,0,0,0,60,210,0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,2,2,10,17,44,64,16,8,8,5,57
