census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
500,3,1,3,1,2,2,11,7860,74388,180723,170208,159502,158736,109643,84108,55058,27875,14019,3879,323,83,235,12213,83823,156050,152848,150289,133266,103849,83862,75260,49692,29395,14612,1002,20,837,10244,52112,99196,111207,108783,112517,112039,105153,98201,92719,80809,55117,7472,10,37667,86542,92991,91868,97608,98325,99973,97809,89157,83082,72721,49992,32083,13646,2952,13339,24502,67712,98649,127207,130458,129186,116232,105914,87820,71863,48606,21895,2983,50,0,1904,5663,5199,8421,15246,22062,56752,91142,139555,160435,229199,204667,85797,20374,0,2294,6509,5338,7408,14656,28797,53203,87810,140954,173126,234842,188454,83420,19605,11133,6750,35150,93032,128752,143709,147994,136129,123440,95544,69719,45093,9813,150,8,20363,47837,70781,90846,111144,115300,119362,120678,111833,93774,74675,46904,20908,2001,10,11620,30905,67498,84694,91993,96179,98681,99154,98160,95256,90281,83243,65023,30282,3447,5435,17477,31390,49376,71381,92858,110838,127779,136337,133828,112434,80708,45571,17342,13662,11144,22488,59311,91493,112207,125356,130252,125249,109891,90540,68715,45571,27527,19015,7657
501,3,1,3,1,2,2,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,2,5,4,0,0,0,0,1,0,0,1,2,4,4,3,3,4,3,3,21,2,1,1,0,1,1,0,0,1,0,0,0,0,0,2,18,6,2,4,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,0,0,1,0,0,3,9,20,17,2,14,14,9,12,4,32,35,3,5,10,1,5,5,7,7,5,3,7,20,9,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,2,4,6,16,3,1,0,2,1,21
502,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,4,0,2,0,0,2,3,4,0,0,0,1,2,1,3,5,3,4,1,0,7,6,2,25,2,2,0,3,2,1,0,0,0,0,0,0,0,0,6,18,3,4,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,2,8,11,13,2,2,0,0,0,0,3,17,24,31,6,13,12,15,21,10,2,71,22,1,7,5,3,7,6,4,4,3,3,14,23,2,42,2,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,1,6,20,0,0,0,0,0,0,2,7,19,11,3,0,0,2,11
503,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,1,0,2,0,0,3,2,4,0,4,6,5,3,3,5,3,1,1,3,5,6,8,3,54,7,2,4,1,1,1,1,3,1,2,0,0,0,0,26,24,6,11,4,4,2,0,7,2,5,0,0,0,0,0,0,0,5,4,3,5,3,0,12,0,0,0,0,0,0,0,0,2,6,4,3,7,6,1,3,4,0,0,0,0,0,2,7,13,13,19,16,3,12,10,7,20,10,1,71,12,4,6,4,3,4,4,3,2,5,4,5,20,7,58,5,3,2,0,0,2,0,0,0,0,0,0,0,30,100,0,1,0,0,0,0,0,2,0,0,3,0,10,11,0,0,0,1,0,2,2,7,39,19,11,4,0,1,21
504,3,3,3,1,2,2,1,1900,4920,16306,44615,103122,195766,168951,86652,35055,13764,5208,1732,263,52,137,4744,14497,54007,140996,184691,140746,64620,36560,21593,10500,4239,839,123,15,501,7869,33531,105838,138672,113606,82339,60348,48174,39589,28830,14880,3970,153,7,18081,28850,49146,61627,70113,79452,82821,80067,67216,55843,38676,26434,13410,5334,1237,13761,5673,21861,57679,97459,111760,103251,85320,68532,52918,36032,18398,5073,571,19,0,726,2172,4623,11668,17400,32371,77397,115504,134790,109734,87605,52390,23951,7976,0,821,2591,6189,10123,18133,35653,72850,116413,137648,108880,89157,48292,23912,7645,12531,4139,27009,89688,131000,121578,94740,71333,55850,39909,22717,7169,609,19,16,14797,12747,37416,70032,99383,123372,120655,92985,62957,27767,11464,3826,831,69,6,10700,3572,9922,21221,31575,40899,51814,62818,76199,88950,98285,94535,65028,21627,1162,1320,10669,24778,37507,47480,56428,65355,75532,86460,90756,80228,53234,25695,8245,14620,10469,9541,34472,70023,92026,95786,89494,76785,62784,51221,39167,24866,13115,6745,1813
505,3,3,3,3,3,3,0,0,22037,41679,71162,86993,172754,218325,205701,138999,56025,32296,18476,4726,405,0,28655,75426,86439,123894,181443,227066,146204,80661,61208,31658,21107,4246,1477,94,410,40612,108489,101074,165217,165339,136562,104145,73956,72361,54097,34693,11401,1186,36,45751,98627,140667,141249,124283,132131,100738,81425,82211,51633,33819,20553,11253,4371,867,25949,32916,93980,128578,139372,133452,119999,101862,86287,72406,63024,45085,21180,5026,462,0,8312,65746,83409,109088,141739,110587,177792,135054,101028,69320,44203,17299,5343,658,0,10853,90671,77675,94570,128905,150596,150089,125616,106461,68922,43542,15680,5410,588,23633,43344,88693,127649,160176,153168,126445,104710,87303,68162,50468,25884,8045,1686,212,36851,86858,124039,122586,181890,125727,114607,99049,87389,45850,28372,11985,3717,618,40,22725,15206,20509,41291,65505,86705,104509,120878,124840,121505,115070,108383,96058,25949,445,6378,20479,39094,54957,64801,71094,77112,88647,103470,122277,133050,123592,94034,42339,28254,19820,17832,56717,100167,121736,128412,122801,113829,102560,92314,78120,56129,33340,19155,6646
506,1,2,3,1,2,2,0,4276,21852,33493,40684,47435,65651,78908,63688,36717,11932,4862,1649,2111,2502,69,17126,44069,30683,33724,59321,82331,64988,38869,22314,9796,5323,1938,2926,2283,1224,32504,46641,26504,42884,58726,61497,51558,34708,26801,15630,8264,3615,2874,2330,11229,11446,25220,34718,41442,55306,53200,55197,46347,36247,22195,12476,5759,3146,1832,9156,12898,32414,33335,34496,38035,42321,44606,43408,38112,31983,25018,17063,7988,4927,0,3091,30312,46511,90921,94099,58355,50448,22003,11347,4412,2230,1241,748,42,0,4371,37457,53942,80062,89612,67290,41276,21549,11544,4539,2238,1095,751,34,8596,30267,37033,30800,40934,47579,47996,44684,38399,29494,23768,18119,10601,3008,4482,9500,20508,29260,32150,52576,54599,61473,56827,44746,26511,14008,6093,2822,2384,2303,6481,6518,3228,5624,12679,24601,38465,50503,56351,54099,44015,35207,36892,34442,6655,10434,22517,29118,34289,36072,36051,35133,35440,35634,37672,37508,31442,18003,6603,9844,5419,15186,33040,33633,34900,38308,41285,41954,40252,36816,29897,22120,15700,13241,14009
507,2,2,3,1,2,1,297,116649,103184,69552,81371,73949,56671,42012,24714,13162,5229,1962,507,190,174,12517,154770,65130,52088,67921,71222,58773,43415,29336,17322,10103,4761,1617,480,168,40484,127393,54935,38805,47712,55900,58744,52146,42408,33355,21195,11436,4264,671,175,21116,14968,38744,63028,71995,84090,75693,71449,54056,42713,26379,15252,6985,2651,504,19526,46971,67607,48325,32548,31730,36027,43990,52117,56044,54918,47122,33726,15883,3089,0,1275,35885,78172,116740,108989,87643,84862,40440,22882,8656,3445,597,36,1,0,1557,48100,87097,100280,106642,96234,73258,41311,22093,9354,3166,496,34,1,22851,92381,63631,35224,31526,35984,43916,50285,54295,49939,44868,36724,21394,5890,715,25764,73828,80897,69894,75338,67850,61680,48615,35918,23699,14121,7837,3344,660,178,13583,2581,2489,4562,12091,27461,48312,64117,67515,59968,46356,38414,51054,99097,52023,39695,67084,72859,67807,58723,51577,46635,43129,39469,33764,24679,14556,7394,4192,18060,13646,45188,63417,45208,34594,32117,35047,42176,48789,53645,52733,44635,33552,27513,17363
508,2,1,2,1,2,1,37025,597571,367083,161739,117830,95309,66012,39685,29482,12909,6804,3250,2211,2253,4261,138837,684221,236397,109305,88541,91840,67347,47739,30988,18856,10685,6490,3920,4290,3968,331027,501433,193590,98251,83299,74226,72676,58451,45403,35022,21871,13078,6431,4516,4150,15738,36105,65184,93660,132555,168105,188947,217641,202984,168813,114360,74823,38520,18823,7166,24425,373814,286226,160644,101033,77743,70578,72694,75006,77902,77235,69070,48942,19473,8639,0,52475,281989,323336,280170,184157,151185,144133,69468,36615,10412,6868,2085,502,29,0,53869,318457,347047,227581,186591,155140,127421,74907,32403,10849,6685,1954,500,20,126182,507442,207103,116293,86167,73362,72740,72162,70785,65857,59151,45652,25154,7651,7723,30926,334056,390427,217833,131650,98866,84499,84405,63179,48629,29319,14237,7200,4307,3891,8968,9029,4364,4571,8262,16984,31740,50496,71002,90296,105295,123720,175933,387958,454806,82022,119645,110747,104485,104513,110320,123102,142743,162267,174593,160042,94899,29022,12394,12630,60933,392946,241953,144332,104672,88417,82122,79673,76873,72793,65066,51464,35624,26995,19561
509,2,1,3,1,2,2,2,3162,107182,168881,135281,157315,201691,206861,137536,55813,20647,7912,3643,2675,1447,41,54860,201041,140525,149804,205294,211615,117112,63270,32834,15173,8940,4712,3543,1284,407,157769,181648,146713,169069,166049,141952,94401,61406,41205,23931,13854,7152,3192,1300,35326,32827,52718,73102,88673,115506,130862,159629,134074,147416,111492,79321,35726,10833,2543,25143,36103,116893,129119,124687,129930,138895,136589,120446,94551,66356,46179,28984,11736,4437,0,122,17829,136251,180664,136407,115918,161301,156713,139673,89976,51901,19305,3733,255,0,128,32890,158462,149929,135689,127589,145340,157134,141021,88861,51891,17303,3593,218,22779,111388,157098,129837,142432,149386,140490,116380,87685,58163,41133,28264,16543,5681,2789,28355,68200,126814,142658,137136,152017,150932,145849,113979,73017,40027,18718,8138,2942,1266,19665,10887,7313,10408,18505,32220,53896,81696,110691,138329,158884,170159,191440,187466,18489,17609,45782,65811,84717,98705,108964,117711,127370,134719,134516,115698,75924,38099,16880,27543,17858,52063,127511,146052,143863,141143,135780,122625,102544,79738,55311,34495,21225,15922,13918
510,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,7,9,1,1,6,9,12,0,0,0,0,7,23,15,19,34,12,10,16,19,48,7,183,10,24,10,13,8,2,2,0,0,0,0,0,0,0,22,127,25,26,4,7,14,29,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,17,46,6,0,0,0,0,0,0,0,0,0,4,0,14,17,43,2,0,1,0,2,16,30,52,50,10,28,22,9,46,21,0,124,35,11,12,15,9,9,4,4,2,1,7,30,29,2,262,3,1,0,0,0,0,0,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,0,0,0,0,0,3,77,0,1,1,0,1,3,9,28,145,90,21,12,3,2,30
511,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,0,0,0,0,0,0,0,2,2,6,3,3,6,8,5,28,12,1,3,1,1,1,0,4,1,0,1,3,0,0,0,8,11,5,5,6,0,2,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,2,0,0,0,0,0,0,0,0,0,0,2,5,7,2,0,0,0,0,0,2,4,7,9,7,2,4,9,5,12,2,14,13,3,1,1,1,3,0,3,1,3,2,3,9,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,1,3,2,18,26,8,2,1,0,0
513,2,1,3,1,2,2,18,2998,34436,60668,86558,99585,117697,102903,82449,51689,22074,10216,2970,615,124,209,5032,29865,53435,77241,98134,101251,94205,76370,63835,41885,25136,7674,676,52,1345,6140,15311,38061,59773,65748,69012,76036,78019,80335,78532,66057,38432,2167,32,36340,108135,108391,92589,76617,65336,53956,40040,32029,23749,15939,11061,6426,3483,909,12696,4247,17512,51959,89987,115148,110969,93383,71110,48982,33052,19782,5784,353,36,12,60,2852,4179,2126,1529,1961,5324,12172,28345,45930,86499,121281,155412,207318,11,46,3816,3821,1557,1584,2270,5049,12254,28274,49467,89195,116065,154254,207337,11352,1437,5116,28497,69134,87550,100637,107120,102134,77772,51192,28085,4839,115,20,15301,23302,51021,78650,98183,103329,87375,73311,60123,41544,26694,12730,3107,278,52,13269,59723,104022,90482,68736,55215,47540,43417,41493,42625,42185,34352,22129,8810,1002,256,2517,8646,18472,31410,46326,61168,81633,98691,108164,97278,65749,31663,9285,13742,9343,4945,16400,36127,54918,64333,69312,76030,82559,85655,74519,50912,29613,16930,3404
514,1,1,3,1,2,2,28,1145,62853,208853,173039,122333,92404,57701,55535,32108,15462,6827,1700,211,58,51,2300,80759,174484,140460,122932,90880,60138,48585,51517,34398,17287,5987,460,19,166,4358,48610,119108,129338,99611,88332,72954,63939,59451,58713,54807,28919,1939,12,22912,43947,65281,75216,91659,93592,97362,93048,76207,67988,49662,31526,15411,5388,1058,13400,13884,60814,116592,149790,126688,101266,77558,60060,44135,35592,21906,7850,696,26,13,3355,5079,2310,3533,11558,18215,61130,93551,128564,126773,164312,149897,56515,5452,14,3915,5296,2022,3382,10257,26853,56031,88908,130718,138262,171266,131140,57575,4618,11836,3067,23717,101564,149399,136829,111792,85990,74049,56473,41631,28139,5669,94,8,15260,27574,55399,84998,116778,116827,109142,107415,78856,57129,39079,16172,5068,549,11,11643,15024,43861,54514,57489,58380,61741,66410,76442,88781,100362,98302,71269,24402,1637,456,3277,9912,20521,33484,51629,76914,108296,132514,137192,115966,76721,37636,11421,14318,11392,17313,64256,114122,131799,119595,99221,80054,61577,47392,34784,23137,13893,8935,2787
515,3,1,3,1,3,2,22,9322,99531,206885,193879,168383,130430,84767,80249,53970,31450,15618,6287,1152,305,1701,20443,115374,203969,173343,146721,107544,77372,64873,69138,55947,31900,12422,1386,117,10184,14983,78191,150473,157924,124232,103212,85705,74169,71124,75180,78725,52964,5124,60,42752,55315,77019,88811,103102,108600,116654,115683,101996,95745,75815,53884,31034,12727,3113,30106,20784,81836,160280,185427,147255,109454,85566,72204,61012,57902,45861,22193,2295,75,0,7217,15810,6018,13761,30143,50568,112728,139835,172719,155097,183052,137006,50546,7750,0,7403,16902,6473,12451,30142,59982,103118,143139,167701,166953,184874,126569,49429,7114,27246,8554,44599,143342,187739,162808,123664,96247,85501,74834,64503,50311,12587,266,49,35369,30345,61257,102110,138244,145348,131068,130780,100345,77730,64229,41406,21299,2669,51,25123,19519,54428,71949,77120,77223,78884,83453,93321,106295,119889,124032,102178,44210,4626,2943,13227,24982,36503,47296,61604,85248,120733,158256,175897,155659,102628,49948,16839,30487,27325,36508,98807,146368,152264,133551,111710,94904,80148,67755,53116,37614,23639,14444,4097
516,3,1,3,3,3,2,391,14836,60968,154504,228682,256352,241750,222112,189892,150721,98787,37492,8139,1925,314,2317,24882,67948,137282,201510,200714,201016,185326,191301,169046,157795,100354,25957,1320,97,3244,31089,48035,101401,134496,142988,142867,153542,150243,164149,196530,226574,163665,7996,46,72451,158247,190407,197179,187874,178219,161228,142653,120157,98161,68050,48058,27922,12989,3270,38687,54942,109730,146960,157212,159343,153821,151453,156453,155556,151735,127228,81018,21591,1136,0,8012,19418,13785,22899,32993,56287,106696,141241,234247,256046,321326,270144,158436,25335,0,8426,21154,14851,20039,35169,57159,97850,157868,216793,270428,313701,282601,145403,25423,33701,21353,43195,107407,159107,175203,175532,179613,185213,193292,190154,147438,52281,3334,42,51192,71812,111473,147947,166504,183028,180265,181210,170524,156475,115886,88425,38293,3794,37,28620,94236,183056,192710,191884,176961,160624,144296,130268,115196,98631,80819,51330,16895,1339,30726,74201,87841,94181,99127,105580,115187,132472,155571,179567,190735,170444,128347,65078,37808,25559,26974,70863,113517,137592,151441,159392,162505,162578,167546,164530,142861,101243,63012,17251
517,3,3,3,3,3,3,533,24199,91265,152159,142561,146540,148114,118165,89361,57594,29957,9821,3763,1495,501,4653,72894,180458,180929,146416,133901,100477,72323,53894,33896,21171,10887,3283,737,109,8714,92231,158332,136909,119810,106035,90576,80718,65109,51095,44388,35767,23337,2956,51,117341,162447,177130,145715,101278,79233,59695,45519,36817,31363,24058,18531,11350,4790,761,61959,79445,86401,83788,85284,85301,83494,79761,81542,76923,71090,64130,52919,22130,1861,0,275,1483,3765,29438,44050,46466,98395,117205,171179,160708,179555,112618,36520,14371,0,284,1939,5402,29476,41782,58123,86701,122648,165502,173844,179325,101436,35628,13938,57395,74244,88745,92985,92905,91143,92043,85417,83108,76846,74197,65775,37035,4095,95,90971,170463,185658,168433,107937,84725,58660,40689,33476,27800,19608,16696,9251,1621,40,40800,26831,42787,60356,74748,83062,86076,86729,87520,88361,88969,92756,90338,58540,8155,57697,89992,87677,83777,77554,71495,66644,64065,63142,63146,62310,58658,55051,56260,58560,37431,34390,60107,66804,68591,72116,76348,80061,82560,82566,78849,71945,62670,66641,74948
518,3,3,3,3,3,3,2,1546,3902,3703,3234,4131,3856,4031,4198,5565,5801,4764,2398,784,229,206,4743,7817,4751,5291,4705,4755,4008,3662,3935,2128,1170,619,302,52,655,5756,9655,6826,4895,4057,4208,3789,3740,2164,1262,616,353,150,18,25431,10776,3921,2231,1227,1127,862,559,555,478,336,287,166,105,83,12582,9894,8565,5697,4036,2807,1855,1214,721,368,220,121,55,8,1,0,0,0,88,3847,4540,3940,6333,7071,7237,5286,4657,3152,1790,203,0,0,0,186,3899,4396,4628,5715,7336,6949,5618,4509,3006,1713,189,10743,5956,5636,5091,4979,4215,3412,2563,1957,1636,1160,527,214,53,2,14983,15523,7476,4221,2128,1237,878,558,384,222,209,161,97,47,20,9879,7305,4599,3157,2410,1970,1772,1843,1942,2011,2180,2292,3120,3178,486,8,35,109,151,363,548,740,1074,1472,2198,2814,3844,5717,14216,14855,7704,3412,4737,4069,3617,4147,4138,4012,3298,2605,1983,1440,1126,1082,774
519,3,3,3,3,3,3,0,0,3,17,102,332,1256,1643,1773,3063,4099,2487,800,254,38,0,3,165,576,1444,2539,4387,2773,1746,1133,599,321,125,50,6,0,80,957,5162,3958,1520,1244,1069,893,511,270,126,57,20,0,14185,1162,207,80,44,41,35,27,19,26,17,8,12,4,0,9350,1999,1674,1081,720,427,261,134,88,46,36,23,20,6,2,0,0,0,1,4845,3401,453,560,987,1558,1414,1467,865,302,14,0,0,0,8,4915,3341,475,510,1064,1507,1523,1448,784,277,15,8904,369,594,933,1127,1011,1013,741,515,351,178,76,40,13,2,10707,3133,953,420,213,141,95,53,51,45,20,21,7,8,0,10723,2051,997,565,370,239,192,167,141,150,110,87,52,23,0,2,9,18,18,21,18,37,63,67,100,212,428,1033,3344,10497,8572,221,222,300,441,570,740,807,910,741,644,525,427,409,338
520,3,3,3,3,3,3,10,0,1,0,1,0,0,0,0,0,1,1,0,0,0,29,11,5,0,2,0,2,3,2,0,2,3,4,0,0,42,0,14,13,1,2,3,3,6,3,5,6,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,3,38,27,0,0,0,0,0,0,0,0,0,115,2,4,50,24,10,29,9,19,11,0,0,0,0,0,258,21,21,1,0,0,0,0,0,0,0,0,0,0,0,80,2,0,1,0,0,0,0,0,0,0,0,0,0,60,160,0,0,0,0,0,0,0,0,1,0,0,0,3,58,0,0,0,0,0,3,3,8,63,36,8,2,0,3,52
521,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,2,4,5,5,6,2,3,4,1,6,5,1,0,0,5,13,5,5,16,4,10,9,3,7,10,12,6,84,19,5,3,3,1,1,2,4,3,2,0,2,2,2,33,45,8,20,6,4,7,4,6,9,7,1,4,0,0,0,0,3,1,2,0,0,3,3,14,8,3,5,2,6,0,0,2,2,0,2,0,6,8,14,6,6,4,0,6,0,0,1,1,11,33,35,20,10,17,17,10,22,27,6,82,25,9,8,7,6,6,5,6,5,6,7,2,25,25,83,27,8,3,3,5,4,0,2,0,0,0,0,0,40,125,1,1,1,2,1,5,1,0,5,5,4,9,24,26,0,0,0,0,3,7,4,16,50,45,12,4,10,6,37
522,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,1,1,0,4,7,0,0,0,2,1,0,2,2,7,4,3,2,3,10,13,29,12,4,0,0,0,0,0,1,1,0,0,7,2,0,18,19,3,2,1,4,9,4,2,0,4,1,8,2,0,0,0,0,0,1,6,2,2,1,2,4,2,2,0,4,0,0,0,2,5,9,2,2,0,4,2,0,0,0,4,0,1,8,5,11,14,16,7,3,5,11,9,7,15,7,64,18,5,4,3,5,4,3,7,2,3,7,5,14,24,56,6,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,1,2,7,17,0,1,0,1,1,0,3,4,17,23,13,2,1,0,33
523,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5,2,2,3,0,0,1,0,7,4,0,0,0,2,2,4,6,6,11,1,3,6,6,9,0,52,12,1,0,3,1,1,0,0,0,0,0,0,0,0,12,42,14,8,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,17,3,0,0,0,0,0,0,0,0,0,0,0,6,4,6,17,3,0,0,0,1,3,16,18,29,18,10,15,8,13,2,0,32,40,7,5,12,1,5,2,4,1,5,8,11,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,3,3,10,15,30,22,6,0,0,0,30
524,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,4,0,0,0,0,0,0,0,1,3,4,3,5,7,6,6,25,6,0,4,2,0,1,0,2,1,0,0,0,1,0,0,17,7,6,3,4,2,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,0,0,0,0,0,4,11,11,6,13,13,9,8,2,8,19,2,4,0,0,6,3,6,4,9,1,5,7,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,1,7,4,17,10,6,2,1,0,10
525,3,1,2,1,2,2,23,1,4,1,1,0,0,0,0,0,0,0,2,2,1,7,5,6,2,4,0,3,4,1,1,2,0,3,7,4,0,2,3,5,9,3,2,6,2,1,1,6,8,2,6,54,5,0,0,1,1,2,1,2,2,0,1,0,1,0,33,16,11,2,3,2,3,0,1,2,2,2,0,0,0,0,0,0,0,0,2,6,9,3,2,2,0,0,0,0,0,0,0,0,0,1,7,10,4,3,3,0,0,0,0,0,0,6,11,12,15,13,9,9,11,8,3,7,7,1,68,9,3,2,3,5,4,2,1,3,3,2,3,4,7,61,4,0,0,1,0,0,0,0,0,0,0,0,0,20,40,2,0,1,1,1,0,1,0,1,0,1,2,7,46,0,1,2,2,2,7,4,17,25,18,4,3,2,0,10
526,3,1,2,1,3,2,90,273,23648,168595,314728,259906,199537,157998,151729,120673,101401,56629,17109,1430,127,816,15569,35271,171050,280724,219087,183872,141844,126358,124173,114456,98782,57481,4344,46,6293,16061,63625,215529,206304,155194,133666,116532,108187,116934,124918,143955,148971,17672,32,138836,233837,205928,184233,173805,140226,118427,96412,78608,64578,50739,38500,28414,15863,5467,37431,142485,272042,229250,170294,137380,113744,103578,97004,93274,89598,66575,19758,1282,178,65,575,20461,5568,19992,45349,69919,105237,112232,144439,153595,238297,288373,239912,129859,87,735,21783,5927,19510,48863,72738,97529,117573,138599,164103,243551,283785,229569,129521,29078,39376,162591,234082,211026,175909,152638,138360,127651,126022,112547,56923,7450,198,22,59850,126549,161275,164156,182037,169075,162715,147096,122511,115250,90317,54204,17585,1217,36,43108,199963,181026,149530,123622,108917,99939,97115,97278,101414,108593,116226,103396,41219,2527,617,2614,10064,24111,41529,57477,72599,88739,110037,141730,190259,255507,317748,215468,45374,42442,104098,140812,152906,154703,148777,139030,130207,122809,115702,108291,92480,70115,42856,8645
527,3,2,3,3,3,2,69958,144309,147203,125439,106393,94425,96481,79040,92145,64111,55103,25311,7102,689,1030,67116,94483,141177,125764,97858,103317,80904,82607,80643,84121,75221,52611,21019,1167,731,51462,52892,116311,123004,103027,75397,75212,69155,65971,70697,90064,124544,85971,4469,563,84623,155449,161661,142514,123363,102139,81468,68823,49908,40429,35117,24149,19515,12812,6769,52605,105792,122829,99658,85498,79620,82799,79916,91329,98038,93040,69826,36029,10161,1599,112,12340,55827,37534,40835,58647,52292,102448,106247,110961,104132,136939,148271,109098,33056,115,16352,65446,31545,34705,52098,71721,89818,97625,116635,111472,142316,137704,109504,31683,58185,52050,99474,118305,101636,94166,90683,89886,107885,115097,106717,58824,14409,1128,294,90373,125544,131034,122342,91143,109849,92833,83506,82204,83328,53162,29032,12094,1731,564,26732,99667,114730,88622,74659,69351,67986,70491,75497,84127,90766,90176,73783,46265,35887,54122,50069,51744,55350,61679,66006,72438,79946,89263,102451,112118,116420,102486,60803,33844,44968,59447,81602,90467,87268,82610,78818,77431,78474,81994,87818,89749,78963,62827,26303
