census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9
441,2,1,3,1,1,1,900,25540,72666,140706,150964,126230,62639,8462,169,2209,29860,82105,103026,120600,121112,101219,27876,269,1651,22857,60560,58495,63165,90976,154701,135052,819,84120,155238,120507,88827,62705,42393,24688,8573,1225,9218,38095,71566,87361,109706,120509,107092,43025,1704,16,4300,11870,29412,38975,104953,139415,167100,92235,20,5027,11486,28738,51671,92093,150969,154764,93508,6042,27758,65941,73946,92382,130430,145726,45854,197,21999,48724,81664,118467,125426,112822,64533,14454,187,88064,177610,89719,62052,51470,47982,44482,24939,1958,26518,49982,66294,81323,98941,113067,96053,45436,10662,6600,28394,46823,53278,66752,95932,133555,107078,49864
442,2,1,2,1,1,1,55,14612,120295,168744,172740,145620,47491,3214,195,178,27338,177952,170117,124694,108004,58041,6502,140,174,20970,135760,165980,114398,81458,102727,51417,82,88008,130865,119173,113705,102063,72778,34288,10144,1942,54090,138241,132016,99801,80736,79494,66542,21587,459,1689,66874,114139,145166,117126,174963,46514,6217,278,2042,73732,110839,142713,141877,149030,46854,5607,272,8048,94305,144821,134862,106023,101168,73053,10502,184,41137,101303,137835,132188,121832,85218,45161,8249,43,11330,86001,134933,99617,100189,111754,93756,33437,1949,2471,24278,54083,64275,71686,90130,133730,156149,76164,24821,103828,120841,106126,93603,103582,92799,24648,2718
443,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,4,5,14,0,1,4,8,14,12,5,13,20,91,6,7,1,1,4,2,0,0,60,25,18,16,6,10,5,0,0,0,4,16,12,4,5,3,4,0,0,5,14,11,6,4,10,0,0,0,1,12,34,52,11,36,29,14,104,10,5,5,8,11,8,20,25,96,0,0,0,0,0,0,0,50,150,0,0,0,0,0,0,1,43,0,0,0,3,27,87,14,2,40
444,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,2,4,6,2,8,9,22,0,1,1,3,6,14,18,16,18,71,10,3,1,2,4,4,3,0,40,32,16,10,5,10,5,1,0,0,6,12,4,6,8,0,0,0,0,10,9,13,0,4,4,0,0,3,0,10,37,35,11,23,25,10,126,9,6,6,12,11,6,12,22,94,2,0,0,0,0,0,0,30,90,0,0,1,2,1,1,4,63,1,4,7,7,33,50,11,2,34
445,2,1,3,1,2,2,0,0,0,1,0,1,0,3,2,1,3,0,2,1,2,7,8,18,2,5,11,11,13,16,14,22,18,133,7,2,3,6,1,1,1,0,92,42,18,7,13,7,8,2,0,0,9,15,14,5,10,7,2,0,0,10,5,14,21,10,8,2,0,0,6,23,68,68,36,44,35,21,202,15,17,23,15,9,9,17,29,137,1,0,0,0,0,0,0,60,210,0,0,0,0,0,0,0,51,0,0,3,14,42,88,16,11,59
446,2,1,2,1,2,1,0,0,1,0,0,1,1,0,4,0,0,0,0,1,3,3,2,12,0,0,0,3,6,10,2,8,13,40,2,5,5,1,2,0,1,0,27,14,12,1,8,10,4,1,0,0,0,0,6,6,19,5,0,0,0,0,0,13,10,18,7,0,0,0,3,9,39,50,21,28,41,19,116,15,15,13,7,6,5,29,39,51,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,27,0,1,1,1,6,48,4,6,32
447,2,1,2,1,2,1,2,0,1,0,0,1,0,1,2,1,13,1,6,4,1,3,6,14,0,0,20,8,13,4,14,3,22,81,10,5,1,3,0,4,1,0,68,21,4,17,8,3,5,0,0,0,0,4,8,16,12,0,0,0,0,0,2,7,19,14,2,0,0,0,2,22,45,28,25,11,37,5,115,21,12,5,5,4,9,29,10,96,2,0,0,0,0,0,0,30,110,0,0,0,0,0,0,0,61,0,0,0,4,29,77,11,2,30
448,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,70,10,4,0,0,14,0,0,0,88,47,20,7,4,23,0,0,0,315,0,0,0,0,0,0,0,0,328,1,0,0,0,0,0,0,0,4,86,9,1,0,0,0,0,0,3,92,5,6,0,0,0,0,0,111,89,51,35,66,12,12,14,2,419,16,4,6,4,6,4,9,8,182,3,0,0,0,0,0,0,180,330,1,0,1,2,0,3,8,100,1,1,3,11,35,211,31,19,36
449,2,3,3,1,2,2,20,4,0,3,1,0,0,0,0,17,4,2,4,1,5,5,3,1,12,5,3,3,6,12,5,6,4,56,3,0,1,1,2,0,0,0,50,11,2,2,3,0,2,0,0,0,6,6,2,4,4,0,0,0,0,4,8,3,5,0,4,2,0,12,5,18,17,18,5,6,8,2,71,4,4,3,2,2,2,3,7,68,0,0,0,0,0,0,0,10,40,0,0,0,0,0,1,2,47,6,0,2,1,12,46,6,1,10
450,2,1,2,1,2,1,4246,69615,131205,127370,107300,63892,36916,13370,1680,19291,72872,108351,114833,100182,63706,42518,29668,4173,17941,64573,85678,102887,101523,74281,53504,46494,8713,29478,70858,84713,81798,86990,82363,70166,40720,8508,17461,40656,58931,75510,88187,86159,80908,71248,36534,2174,71463,103339,132566,101677,107196,32524,4631,24,2409,77620,100392,130161,122613,85108,33438,3831,22,19864,45110,62506,80423,91492,90275,77527,63625,24772,29049,64269,95841,94372,88287,77842,56913,39902,9119,11354,24466,55112,81973,103583,106079,88209,67041,17777,100368,87351,76084,73086,71744,64158,46424,22321,14058,9831,42213,63418,75143,84506,85146,73851,57519,63967
451,2,3,3,1,2,2,4145,82311,163158,159012,107565,33096,7001,1999,125,9876,103007,181781,147529,80894,26510,7361,1348,106,13905,115731,191812,107327,63633,39707,21537,4658,102,81290,125721,101452,78663,69447,44458,32221,16896,8264,54946,171989,106436,71730,56075,41393,34545,19316,1982,6643,170345,144045,96515,59572,62402,17169,1709,12,7704,182835,132868,93480,72425,50224,17522,1342,12,30143,154799,134188,87369,57119,47558,33330,13313,593,63675,132627,148330,94558,53166,43763,17664,4484,145,12085,10111,32512,62772,86357,114157,132612,92805,15001,32321,41697,41078,40736,43780,56013,79100,128125,95562,41169,111894,116977,90689,67862,53663,41184,24071,10903
452,2,1,2,1,2,1,194,15646,64674,129212,231169,99691,17429,2667,518,2198,46445,112355,185179,143512,53504,13878,3448,681,4744,71400,136656,156550,97839,54527,28680,9927,877,49772,83885,83440,78418,89999,73050,62588,31774,8274,15758,96406,124729,122142,90199,52247,34594,21167,3958,2057,72591,92973,91355,66114,100426,76076,49932,9676,2326,79641,88173,87088,83958,84456,80093,45589,9876,12656,75585,141269,141869,87469,54377,30810,15313,1852,27548,76970,117879,110843,89806,87336,42448,7589,781,4458,12700,37604,64986,92651,121041,131718,82695,13347,22479,35454,40814,46936,62451,94119,117350,108504,33093,11124,72833,132358,132640,98251,58253,31318,16495,7928
453,2,1,1,1,2,1,233756,266178,89586,25011,6568,825,77,4,0,200285,170407,134202,68615,31831,13149,3163,345,8,154265,75212,91545,85997,86840,70588,48281,9228,49,135036,183975,114331,69823,54475,29529,21435,9810,3591,79118,101477,84721,79484,78420,83751,73285,36911,4838,18230,118147,63214,79426,95213,173400,68248,6110,17,21863,120387,59569,77109,125680,143770,68892,4720,15,87041,80033,67834,85338,86141,92194,82294,39069,2061,194837,163608,108503,70990,45599,25690,10392,2329,57,2527,19928,100796,120803,87894,55292,38466,56503,139796,112128,124516,106477,87132,73153,58546,37866,15885,6302,45590,89889,45552,50906,76700,94359,98510,75552,44947
454,2,1,2,1,2,1,208262,297518,195693,77208,30144,9348,2594,523,174,214253,243031,174015,96040,54698,26139,10437,2551,300,170413,181787,131069,105563,94523,73232,50524,13773,580,153132,239759,158057,103434,76652,46197,29122,12074,3037,71288,173915,144128,111777,97360,90175,74749,41117,16955,6785,190680,145085,129113,108564,158469,69413,13244,111,8384,201575,136348,126564,134869,131027,71764,10826,107,87560,169308,131094,112079,95514,94072,79764,43283,8790,243411,226884,146443,88459,55078,35533,17341,7510,805,19330,17189,83564,125198,112188,93150,95600,154201,121044,113869,129406,138136,126935,102763,84096,64955,34323,26981,27771,106347,133632,115406,108839,107361,99324,68098,54686
455,1,1,3,1,2,1,13479,144213,334999,334882,286109,139253,24500,2737,208,22232,213892,295792,298401,230961,152794,58431,7678,199,23677,189000,212184,189865,200799,201476,194333,68577,469,88191,195764,213757,215388,201005,175282,123641,56852,10500,36112,142304,155215,161514,177792,209073,223767,149362,25241,1642,85647,152837,214278,203478,333578,192572,74115,22233,1892,94575,148386,211704,250367,286069,196635,67981,22771,31794,140759,195890,194807,196897,213290,205072,93857,8014,103650,189962,245864,212174,190308,171816,127962,37802,842,9736,42950,156191,232415,230969,217605,215877,152672,21965,181914,227208,204372,162376,135582,122280,116131,101725,28792,18807,84823,153691,185076,211848,234618,201397,116338,73782
456,2,1,2,1,2,1,1653,130853,250101,211808,195564,127983,30611,2020,54,11555,236149,203967,184806,146749,112728,48884,5723,86,38432,207660,155392,140856,131623,119342,117265,39901,176,139493,204585,173604,141401,119406,88370,58390,21684,3714,55078,192666,153619,111474,105791,113496,127481,80920,10122,9334,185133,168508,169434,139682,192640,75818,10064,34,10627,196191,160771,165424,173128,159591,77057,7828,30,47333,175801,169979,147387,116484,119547,118663,52730,2723,154926,213495,177150,121274,100446,102026,65857,15167,306,20031,27058,119534,186294,164748,130537,138859,149215,14371,65440,123982,124791,109259,106406,119043,128905,121858,50963,25372,81253,150990,150459,151816,158902,128393,67933,35529
457,2,1,2,1,2,1,355583,195287,167420,139229,84396,42515,11412,2878,2036,367427,176379,138830,135234,95929,54208,23341,6866,2542,341403,162617,107179,124809,111577,79436,52192,18884,2659,64064,217657,214323,196151,141574,94430,48862,18701,4994,89621,231641,130191,100716,103443,106744,104013,97607,36780,1735,302988,245352,210128,138829,86145,13984,1570,25,2101,319633,233866,213614,149412,66350,14426,1327,27,160644,241087,104897,102282,103732,96208,95727,83003,13176,292440,210191,157112,130483,97185,62034,35493,13138,2680,6400,6812,30852,92786,143070,142153,113960,185423,279300,188206,154668,179045,169960,133519,91223,50239,20345,13551,34888,199539,156362,112181,108292,108679,99576,82673,98566
458,2,1,2,1,2,1,4,2,0,0,2,0,0,2,4,0,8,3,6,0,3,6,7,16,0,0,13,13,1,11,2,16,14,58,9,7,3,0,0,0,0,0,37,20,4,7,15,1,0,0,0,0,2,21,1,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,9,28,17,12,8,23,1,47,10,6,4,3,2,2,15,9,85,0,1,0,0,0,0,0,10,50,0,0,0,0,0,0,2,54,0,1,2,5,15,61,7,2,12
460,2,1,2,1,2,1,28263,166583,140971,118526,91454,50444,21156,4791,1230,37181,147262,106563,95140,83673,67679,52684,29381,3855,29133,101757,88098,75121,85242,80839,88399,67429,7400,40810,60450,89943,105969,110801,100142,76639,33650,5014,26665,34543,52895,60364,67563,83442,106116,121536,70294,1026,41562,93684,166081,150297,141581,27261,1891,35,1166,46517,90999,166311,176922,112360,27472,1627,44,23507,38619,63753,66805,72198,84072,104475,126027,43962,54093,105171,90653,81917,79477,76121,70474,57362,8150,19504,19499,70513,108826,110151,95366,90642,93762,15155,215699,151727,95374,58872,36424,22525,13342,8188,21267,15638,23172,51563,66735,75295,85772,95533,91449,118260
462,2,1,1,1,2,1,18770,118307,95615,89261,81222,57572,41941,18196,5062,42160,106261,78818,77752,72171,60111,49677,31920,7076,32484,93567,68026,75421,79299,64602,57811,45424,9312,24796,52659,75553,87374,94659,89193,67201,27579,6932,23890,54079,50219,53509,71537,87962,87823,65157,31770,252,33241,81883,114417,142812,124718,25060,3394,169,297,35176,77706,120686,160160,103205,25482,3044,190,23417,63444,56443,57581,71535,81673,79374,66303,26176,46096,90606,60813,63186,72742,77097,68570,38788,8048,10926,23947,48479,63719,77466,88572,90215,96554,26068,85121,91604,86646,78445,67157,52990,33683,17924,12376,9600,49904,65919,72391,79243,77638,64269,47672,59310
464,2,1,2,1,1,1,1,2008,24614,59023,99838,104340,66300,18049,620,53,10310,30688,44851,71077,85004,86023,45513,1274,66,8605,18005,24959,34271,50031,97196,134484,7176,56355,86673,59176,47236,40946,37567,30898,14843,1099,5610,23780,28976,37048,50126,59739,59362,63989,46163,11,1040,3234,12942,38725,91295,125582,97443,4521,11,1053,2912,14555,44580,83338,128396,95277,4671,1551,8919,24555,31313,42090,68285,89444,75915,32721,11247,30287,53368,60397,58526,53967,54637,49313,3051,75506,127060,65854,37489,24709,18952,15603,9094,526,64630,47385,44916,45378,48162,47613,40610,29037,7062,3505,14056,18275,21352,25794,35178,63102,84389,109142
466,3,1,3,1,2,1,7002,156532,309499,152504,97283,66890,15526,1493,78,24148,252548,215541,120012,85273,63338,37855,8024,68,63195,164112,179739,111773,83492,75513,80237,48446,300,157937,173985,152166,132195,95720,59300,26905,7301,1298,108649,134896,117217,104462,105351,105763,93138,36645,686,784,74611,75499,101624,126065,200346,155105,70646,2127,736,79468,74405,105042,145000,174330,161856,63843,2127,79825,113129,163242,129271,113589,104675,85105,17901,70,160820,175703,157590,113470,79430,62530,41842,15275,147,79020,62659,93708,94284,104625,129289,149327,86623,7272,36785,99429,110392,96761,87850,86104,88806,95176,105504,81959,81305,102001,108704,119950,127761,108708,56292,20127
468,3,3,3,1,3,2,829,27190,95881,209332,312526,416720,516215,785047,2255792,2648,21733,60328,135588,210185,350747,540383,1108807,2189113,7619,60928,113583,150330,222497,369311,594684,1096134,2004446,977402,192500,188171,234262,303331,445367,667495,878138,732866,1025144,154715,79195,91869,146525,240379,454685,1084764,1342256,246,51786,160845,455593,203608,390187,547200,1391501,1418566,260,55874,163102,450190,243778,346760,595652,1328208,1435708,860313,170359,167561,161679,185989,273898,457295,1058020,1284418,428530,200873,135182,137434,174753,275868,474569,989857,1802466,2575364,688504,500862,310138,207460,151963,111972,62810,10459,409747,569215,451408,313879,245652,264837,470345,462842,1431607,897562,104425,125552,181355,271487,352780,535208,1075566,1075597
469,3,1,2,1,2,2,179,17300,47989,128826,187621,228453,214937,269779,79418,2375,22073,38934,64338,119295,183081,201042,378451,164913,4085,19595,38678,63889,106033,136526,207654,400719,197323,12728,9916,12110,17141,28359,46831,102719,368184,576514,8977,6902,9745,13202,30746,93127,238542,442788,330473,2,1751,8106,11534,17468,64503,190222,481111,399805,0,1874,8094,11784,21922,59279,204429,458019,409101,6729,7563,12138,24649,51286,104375,197073,420022,350667,12057,10256,12524,18692,24781,41666,121053,551295,382178,26362,130423,173148,169136,176911,192426,187456,107855,10785,202475,425188,332192,126763,41590,18474,11361,7225,9234,5086,18675,73052,147690,201906,218315,224558,194822,90398
470,3,1,3,1,3,2,0,190,1619,13384,48523,105629,168044,203850,78884,18,925,2203,10348,35399,87638,150532,236259,96801,175,2200,6368,18300,39946,70388,156990,229593,96163,11715,19650,22563,28382,38349,61034,106140,193164,139126,5768,1344,1921,5334,25382,84501,164375,215643,115855,0,70,1275,3192,4318,21298,92258,279904,217808,0,71,1304,3252,5422,19820,101005,268863,220386,4597,1601,2725,7583,20401,52437,134426,253719,142634,4911,2869,6680,13062,23258,42558,119163,292796,114826,55015,132705,115753,88839,71931,67033,59823,27801,1223,26581,122079,176147,133463,79782,47123,20834,5775,8339,3903,5742,29847,60518,82351,101666,122489,128480,85127
471,3,3,3,3,3,2,12,906,17482,93744,128474,126078,85272,25651,6329,225,2042,26208,83024,106987,114337,95396,49843,5886,482,6379,38627,72340,93217,96750,103432,66401,6320,3261,2922,5764,10193,17788,37159,87550,185208,134103,2519,1595,4048,10830,37534,106954,166935,126018,27515,0,332,1363,4778,12729,68202,166458,196008,34078,0,372,1384,4686,16681,63683,177192,184505,35445,1838,2077,6784,21196,51134,90834,140506,141132,28447,2572,1273,3180,8891,24687,59767,157771,210532,15275,4120,11519,30984,50488,69053,91290,118172,99194,9128,75308,148597,124606,74122,34174,14150,6830,3082,3079,1742,14011,62063,100756,103164,84855,62583,38374,16400
472,3,1,3,1,2,2,72,28561,125396,308400,208089,96746,31553,10704,4937,4769,48643,196975,237893,156387,88087,53189,22924,5591,11732,67514,158864,170428,142068,112901,85676,58382,6893,25319,16914,23418,35470,62965,111097,193194,239135,106946,21491,12968,22645,46775,101652,166737,207514,170604,64072,0,6987,23060,35501,71492,250183,280837,131797,14601,0,7187,23323,36325,91086,227041,292639,121941,14916,18696,17176,39240,77369,115893,155578,180668,164708,45130,25144,20167,34938,68379,110302,168137,215661,160797,10933,14666,14389,36471,62668,92509,136616,201902,216852,38385,266637,231180,141594,72440,37705,22436,13899,8894,19673,13725,39327,101162,141505,149648,131287,101717,70925,65162
473,3,3,3,3,3,3,0,374,18447,78212,66025,37271,19450,8562,5369,30,2395,35326,71860,52805,33320,21204,11972,4798,70,7179,38317,52209,46583,38002,28807,18325,4218,1506,2122,4049,7846,14817,30251,59300,77425,36394,1016,1512,3673,10780,34144,66131,68908,39245,8301,0,44,530,3551,13485,62972,92510,55779,4839,0,64,508,3587,17959,58077,97452,51032,5031,642,1644,6248,19005,37869,53885,59878,45124,9415,1073,1535,4331,11579,27162,50865,79389,52952,4824,3588,6700,10424,18106,27771,40995,58153,60135,7838,31563,73256,63110,32813,14887,8053,5579,3019,1430,679,9534,36003,50046,48305,39206,28066,15182,6689
474,3,3,3,3,3,3,1,1461,20977,53665,100553,199075,273307,176234,47994,550,5635,49253,80455,139834,190620,203393,172671,30856,1339,10232,41315,80159,141628,180010,217645,177802,23137,122733,123813,91131,82380,86565,103955,122043,104393,36254,24686,31656,61726,90504,117381,164331,204372,148616,29995,0,349,4031,12402,31105,108458,193859,319773,203290,0,403,4092,12523,40359,98487,204479,305181,207743,15731,10745,31918,69497,116027,157528,225476,211175,35170,38019,69675,82150,90916,113388,138807,163452,152940,23920,85571,154218,182097,155952,117908,85851,58355,30364,2951,23037,92672,142730,153384,132188,107465,90807,85187,45797,14258,21633,51561,90584,133645,165497,176299,144811,74979
475,3,1,3,1,3,2,1,1977,49550,190056,232905,237294,216619,164213,52049,570,8597,102818,186860,207942,189813,195095,202490,50479,1319,22058,78673,135160,175845,187267,235528,246921,61893,89068,136152,119121,119296,124432,147041,172908,168017,68629,21981,26756,75564,109981,153288,210846,236123,211384,98741,2,429,6211,10737,29234,115752,227678,444994,309627,2,425,6330,10946,37274,107330,237258,422390,322709,17001,10276,47672,91378,141420,196698,264874,278138,97207,29598,58272,92843,112802,146089,174682,212146,245437,72795,48962,215615,252708,194820,147387,117431,94997,62769,9975,106065,180106,200282,182332,157396,133116,98317,53819,33231,20619,38142,71167,117424,171417,206317,201400,171172,147006
476,3,3,3,3,3,3,767,71269,230652,271808,234610,192315,132020,61937,20381,1171,89460,305001,239035,185559,160559,135940,82520,16514,2573,104978,225442,205426,171488,165255,178418,143618,18561,134665,192974,176619,167129,159322,142889,121833,84030,36298,35824,60978,232833,262147,219558,184075,137783,63244,19317,0,691,11804,13336,35519,187370,280156,358697,328186,0,752,11857,13360,47152,175221,292967,338891,335559,27663,50887,195089,228691,227541,213745,180024,75422,16697,58428,116802,181264,204641,208268,194559,154675,83221,13901,85004,197095,174783,143045,128745,136178,159818,153738,37353,21222,59462,121282,183934,241125,270905,197406,73705,46718,42128,131041,173646,168187,172184,189378,176747,109029,53419
477,3,3,3,3,3,3,584,47940,166495,198935,236809,209883,192793,101390,28684,1267,44065,161240,201065,212598,200729,200917,138407,23225,1646,41489,138987,198360,174962,188596,226470,195145,17858,229024,251420,195346,162433,135080,104789,64950,29778,10693,102296,43303,145541,201284,188346,186027,170414,98469,47833,407,1712,17371,26161,28751,152453,254207,370967,331484,459,1803,18111,25223,39759,141378,273237,347655,335888,71217,44716,139591,192645,190227,196945,207709,104727,35736,96768,153568,191878,207282,198798,153547,110147,60422,11103,191336,276703,180253,132216,113946,112233,105199,63410,8217,52577,82771,115398,159045,202185,218794,161477,65742,125524,57581,67213,116183,134909,144050,147787,161881,163658,190251
478,3,3,3,3,3,3,1242,8618,31974,41612,64674,38635,34178,18562,7869,2929,9565,31987,38588,53958,41774,36365,26683,5515,2790,14538,28145,45293,37254,40357,41076,33249,4662,64513,41348,29396,26281,25536,23748,18969,11887,5686,17682,14145,22977,30418,32669,36299,40566,39015,13593,0,152,7027,5694,3496,15306,48994,108541,58154,0,144,7309,5374,4419,14612,54040,102817,58649,16325,3361,20775,35206,38370,35559,43163,45802,8803,34911,30587,30485,31164,34367,31783,30117,19539,4411,25925,51737,49646,40929,29594,21545,16264,10071,1653,19381,35072,34395,29918,27944,28359,30859,21751,19685,15049,5630,12132,20161,29895,37884,39203,35982,51428
479,3,3,3,1,3,3,4258,132789,270636,232486,132248,64249,34684,14721,5896,5372,163832,300997,178011,105309,63742,43073,25808,5769,12228,127261,212516,188433,127492,97383,78321,43481,4743,111092,162442,148592,134577,113268,86989,69077,44909,20847,18594,38330,116482,168691,160988,140757,136851,95226,15680,27,849,5912,11366,24533,118522,223451,287963,218879,31,885,6077,10961,32519,110731,237834,269742,222722,15949,35825,103299,155194,171883,158031,151169,91563,8777,63955,161547,185439,162869,134646,91912,56985,29619,5257,19382,79411,105588,118069,125971,136325,144903,124199,37945,134018,136573,140681,136667,129573,110066,63634,22935,17380,22119,59832,95136,111951,118580,121077,118297,108206,136241
480,3,3,3,2,3,2,159,19261,245611,256802,154135,99878,50732,18349,5825,478,75747,293385,171165,115607,96264,64619,27892,5644,1049,87361,185697,170033,130152,108075,105838,57619,5056,72906,122813,123091,122853,120723,104275,94397,62823,27077,16487,15110,109942,183481,188890,155312,115876,57230,8892,5,1015,4276,8754,20066,101836,212635,323045,179729,6,1024,4446,8409,25385,95545,219117,316173,181256,12163,26307,102487,151748,180586,174425,136413,60876,6110,25787,76796,127836,140384,156325,157936,115456,46759,4324,26653,77629,114159,118637,113388,112002,123194,131050,34037,37571,96318,157265,176380,171644,131605,49382,10025,19927,20699,81775,104071,106618,119482,140982,138952,87516,50238
481,3,3,3,3,3,2,1,5132,193169,223257,166675,154847,94981,45203,22008,72,44163,250297,168299,131405,136507,106027,54239,14264,329,70142,165978,152979,131482,127617,146380,99615,10751,114799,127027,125404,127043,130073,117050,95249,52453,16175,41134,40592,127736,171916,183112,163260,130639,45051,1833,0,5046,14205,9692,12260,94559,248877,366309,154325,0,5191,14432,9553,16009,88318,257228,358093,156449,32469,34611,115836,148151,170753,178981,159363,61524,3585,48807,64148,107183,138722,171832,182148,137753,50466,4214,88200,121050,130389,112223,100007,101472,117886,113067,20979,8600,54199,125482,168177,175728,160370,106455,51264,54998,39273,88876,112150,113372,126061,148055,145347,97959,34180
482,3,3,3,1,3,2,0,2301,39453,75326,74525,63964,35361,17741,8412,11,4476,61035,98829,73741,38591,19357,16337,4706,299,13553,74820,88151,63064,36436,21625,16382,2753,31206,22270,25873,31204,40789,51818,52860,41977,19086,21031,10278,49050,89602,74657,42973,21686,7180,626,0,400,2762,13154,32139,98244,112154,53814,4416,0,460,2764,13305,42819,87207,117766,48313,4449,14938,9341,30367,67873,81198,61088,35026,15936,1316,19013,15755,36277,61467,61490,51894,41620,27370,2197,32281,12912,14794,21798,33916,52321,74181,66547,8333,804,8130,25083,43737,60503,69579,57462,25386,26399,16749,45486,76902,70312,47887,29047,18268,9917,2515
483,3,1,3,1,2,1,0,1928,30191,100798,148289,104079,36233,10559,3691,414,4724,61055,128115,118408,68509,35956,15398,3189,822,14800,76752,108809,90014,69900,45795,25677,3199,8589,11563,19205,30367,50722,81540,108459,89431,35892,5854,5575,26295,63125,89166,94872,85336,50708,14837,0,108,1464,9050,28188,111530,175220,104757,5451,0,135,1390,9614,34970,102933,182514,98703,5509,4423,5151,23996,58256,86160,97127,89113,58702,12840,5857,9144,28156,59406,82634,91719,90785,62296,5771,5641,9987,20856,36693,61409,93706,118870,79921,8685,42413,70063,81917,79460,68353,51565,27003,7778,7216,6311,29454,69671,91680,88429,70062,45293,22807,12061
484,2,1,3,1,2,1,98,37247,112360,158724,150005,85195,27473,5749,1022,5846,51788,137151,155904,113148,64911,36757,11351,1017,14636,47142,109730,130192,101187,79803,59546,34070,1567,30650,14556,24240,40224,72856,121599,158692,99134,15922,25674,11993,24668,46700,78017,106018,123762,114270,46771,0,1050,12669,23256,50811,176895,214110,94933,4149,0,974,12806,24287,63818,160775,223106,87904,4203,23217,14420,31415,58403,84798,112294,121092,106099,26135,29052,24355,53926,96460,113483,112731,95561,50014,2291,19757,8177,25049,49864,80545,120440,159234,105596,9211,179963,142535,95679,57764,35004,21530,12582,7512,25304,19653,21560,54295,85333,101483,98549,81166,58463,57371
485,2,1,3,1,1,1,47,9761,36335,71692,104486,93537,57475,17788,919,1245,15333,40325,62261,73432,73044,73786,50421,2193,2360,15960,31527,43139,50578,57320,76741,106654,7761,19910,26429,24386,29673,43990,68816,93317,72974,12545,6672,10758,15538,22604,32965,48654,75923,104142,74784,81,4898,12428,26155,38524,94573,116501,80429,18451,108,5329,12114,27307,46864,84169,122512,75002,18635,5266,8098,14372,21604,34087,55609,82263,114675,56066,9687,15323,23739,35797,49832,64537,89759,97259,6107,17801,61698,58331,51905,53544,58997,57247,30425,2092,148999,80204,48241,32588,24570,20655,18210,12177,6396,4571,10651,19460,30240,43834,59456,68525,61691,93612
486,3,3,3,3,3,3,168,34641,216495,262707,171008,76864,31106,13650,9402,5097,96896,267393,197691,112705,63225,41778,23729,7527,8336,111081,222366,172519,104812,76551,61283,51485,7608,39519,68765,92557,107216,130384,150791,138501,73259,15049,18511,49520,125837,158111,156631,126487,88890,60550,31504,9,2025,7952,17193,42692,222249,302777,188223,32921,11,2266,7941,17559,58622,204434,320086,171689,33433,15102,49604,137737,156160,151798,131210,94266,57925,22239,27486,87443,145453,184609,137948,100422,77367,47721,7592,19979,28509,51770,80388,112178,145725,184847,171872,20773,77350,95722,123127,135667,130327,115384,83910,34127,20427,15091,79314,147781,150824,139238,116067,82114,46172,39440
487,2,1,3,1,2,1,3565,66803,92216,81126,43939,14998,2406,360,94,16081,64574,83974,70388,42145,19600,7467,1214,64,15296,49955,66383,54507,45062,38930,25871,9452,51,37473,40494,49826,48103,46204,41338,28902,11368,1799,27925,24037,41199,50747,52989,51881,38480,17065,1184,19,5570,9907,14800,22207,70649,90664,77859,13832,29,6095,9624,15134,28742,62929,96311,72735,13908,25022,25631,46461,57050,58162,51517,32078,9421,165,41355,48018,54124,57919,42704,32084,22273,6976,54,17282,6613,23618,40813,50150,56353,60119,45318,5241,22789,44743,50645,48658,43028,34720,24536,13313,23075,18264,21733,43091,53400,57382,54232,36524,15812,5069
