census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10
517,3,3,3,3,3,3,6385,109612,216198,225062,208658,146982,76865,20507,4644,1115,27018,230987,256843,204403,136798,89896,45603,20351,3769,360,37118,222159,199211,163543,132152,104251,75373,55877,26037,307,194042,262876,202812,123414,85007,57024,44087,29865,14395,2506,101077,126728,125744,128629,125234,119563,113258,98885,68635,8275,17,1741,14021,63232,93439,168627,257003,254439,137234,26275,12,2211,18513,58147,93279,174193,257770,260901,123003,27999,91400,128984,138752,138281,134404,126164,115403,101415,40626,599,163479,283613,221791,139304,82005,50820,37317,26787,10615,297,53077,57341,96270,121896,129321,131004,132548,137538,125971,31062,102592,132774,122931,109895,98817,95034,94843,89271,82041,87830,50431,81497,100713,106798,115935,123034,122378,110982,94476,109783
518,3,3,3,3,3,3,412,5038,5447,5621,5692,6393,8775,7355,2912,499,1703,11063,7543,7204,6469,5956,5180,2053,818,155,2992,13074,9584,6194,6149,5588,2927,1115,449,72,32446,7682,3002,1583,1155,821,674,427,224,130,17773,13268,8119,4421,2568,1222,508,201,59,5,0,0,942,7533,7164,10180,10337,6843,4278,867,0,0,1449,7032,7029,10650,10138,6938,4000,908,13813,8522,7757,6528,4734,3198,2282,1041,253,16,22733,15249,5271,2315,1194,626,345,247,126,38,13763,8020,4378,3159,2653,2904,3015,3468,4952,1832,20,132,300,762,1211,2075,3474,5382,10467,24321,9246,6607,5840,5993,6183,5265,3679,2349,1679,1303
519,3,3,3,3,3,3,0,3,82,369,1922,2750,4841,4808,982,110,0,168,1046,3513,5218,3688,1498,555,156,25,2,1035,7894,2746,1801,1405,681,226,68,9,15047,507,108,57,42,39,37,14,14,2,10324,2699,1511,717,341,142,66,39,24,4,0,0,578,7669,715,1285,2348,2091,1080,101,0,0,1270,6994,689,1360,2326,2152,969,107,9085,782,1499,1572,1370,899,454,151,47,8,12602,2191,541,233,128,71,56,30,11,4,11897,1874,777,397,268,232,217,130,69,6,6,23,26,31,64,103,195,545,2127,12747,8672,343,494,817,1143,1314,1068,842,660,514
520,3,3,3,3,3,3,10,1,1,0,0,0,1,1,0,0,37,8,0,2,3,4,1,4,4,0,42,14,14,2,5,7,3,11,0,0,140,0,0,0,0,0,0,0,0,0,150,25,0,0,0,0,0,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0,17,51,0,0,0,0,0,0,117,4,67,17,29,28,11,0,0,0,267,33,1,0,0,0,0,0,0,0,81,1,1,0,0,0,0,0,0,60,160,0,0,0,0,0,1,0,1,60,0,0,0,3,8,66,40,6,3,52
521,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,11,15,3,8,8,5,6,2,11,1,0,5,15,8,17,13,10,9,17,11,97,11,5,2,3,4,4,1,3,3,69,17,24,6,11,6,10,7,4,0,0,3,3,0,1,5,16,9,7,6,0,2,2,2,2,12,19,7,4,6,0,1,4,41,49,16,25,19,37,18,103,13,9,12,8,9,7,11,10,42,100,18,3,8,4,2,0,0,0,40,126,1,2,2,5,1,9,5,17,42,0,0,1,9,6,64,51,10,14,39
522,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,1,2,9,0,0,2,1,3,8,5,4,11,15,32,13,0,0,0,1,1,0,9,0,33,7,2,5,12,3,2,3,10,0,0,0,0,7,3,2,6,2,2,4,0,0,6,10,2,2,4,2,0,4,1,8,12,18,20,6,9,16,9,20,79,8,5,7,5,9,2,10,8,35,61,1,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,1,4,22,0,1,2,0,5,19,31,7,1,33
523,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,4,0,1,3,8,0,0,2,6,9,14,1,9,12,3,61,4,2,2,1,0,0,0,0,0,49,19,12,6,4,1,0,0,0,0,0,0,0,0,0,0,4,6,20,0,0,0,0,0,0,0,1,9,16,10,0,0,2,18,34,31,19,14,15,0,62,17,13,5,6,5,4,10,16,2,72,0,0,0,0,0,0,0,0,20,90,0,0,0,0,0,0,0,1,35,0,0,1,5,15,40,25,3,0,30
524,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,0,0,0,0,0,4,4,8,8,11,30,1,5,1,1,2,1,0,0,1,6,18,7,6,2,6,3,1,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,16,12,20,11,8,15,14,4,0,7,8,8,6,10,12,45,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,18,0,0,1,2,8,20,13,5,1,10
525,3,1,2,1,2,2,24,4,1,1,0,0,0,0,3,2,11,7,4,2,4,4,2,1,9,5,2,3,10,7,5,5,2,6,8,8,58,1,1,1,2,3,2,1,1,0,44,16,5,2,3,1,4,2,0,0,0,0,0,2,11,7,4,0,0,0,0,0,0,1,9,12,6,0,0,0,0,6,15,23,19,12,13,9,14,1,72,8,4,6,5,2,5,3,4,10,62,3,1,0,0,0,0,0,0,20,41,1,2,1,1,0,1,1,4,51,0,3,3,8,15,31,19,6,2,10
526,3,1,2,1,3,2,106,23905,311677,431552,292107,217157,178594,100109,18291,375,8414,43242,307284,363577,250993,201081,184115,153296,61592,279,17305,68674,321636,255391,193439,164946,174963,210844,166242,433,262416,316185,275532,222732,166941,126506,90692,63125,37808,11936,81398,370560,317615,219309,166888,147438,138402,111045,20769,449,69,21032,11351,59558,125518,161870,225254,311077,422697,235447,92,22513,13371,60929,116298,171542,222275,323978,401944,240931,36058,194987,343111,277906,224183,194466,188069,107423,7609,61,118536,229138,255143,260125,232613,199709,164933,94838,18616,222,131996,292101,214041,168028,148765,145567,154678,171555,132805,14337,1391,11904,42703,80414,114208,157167,230318,357178,451466,127124,86819,200533,230704,225682,204962,187084,171367,145106,95955,25661
527,3,2,3,3,3,2,143183,218287,186438,139819,133103,134563,94432,50093,7573,1248,110368,192408,188068,138871,123281,120873,123703,88250,21950,967,76645,144020,182280,119148,106130,104208,113797,171508,90124,879,152677,249056,205630,162386,119174,81025,59209,40486,26662,12434,97514,183712,143766,121010,121853,132191,145799,115105,43170,4619,1058,67221,56364,80652,103757,157230,166834,185198,211857,78568,1093,80820,52225,66123,105015,154149,174811,195612,193177,85714,79102,130607,167846,146261,134111,154343,173247,107391,15336,495,154606,192345,175707,147627,131588,126955,110271,55251,13424,965,67395,173734,127088,105544,102998,110976,129352,135717,98916,57019,79529,76406,85607,97428,111079,130568,157942,173047,139128,58005,72662,113355,134505,125840,117706,117017,124867,134694,113512,54581
528,3,3,3,1,3,2,116722,434752,217283,70429,21469,7992,970,221,104,40,181720,413236,192830,60104,17103,3723,825,314,105,22,144453,327853,178680,87887,66200,42502,16300,5089,995,23,110300,209772,150703,118396,75643,62364,47629,38430,34139,22606,93015,143576,124278,99362,93868,85445,93855,87452,45371,3760,47,7165,29560,110617,136595,196282,167884,134766,81395,5671,50,9729,36970,90746,142904,189144,179978,142474,70260,7727,117903,197709,129861,105191,82796,82055,76668,60941,16743,115,235850,293130,170346,81469,34717,24919,17722,8764,2997,68,11897,18733,27329,38300,54352,73386,106947,162667,226563,149808,203699,125500,105129,91698,81480,73531,65444,53257,37155,33089,77275,140424,116988,93849,80363,71328,65135,57109,50752,116759
529,1,3,3,1,3,2,227308,222815,25169,3879,1256,868,558,543,713,3969,188628,224283,50589,12544,3755,1442,789,692,1102,3430,200740,155150,71723,32923,13814,5623,2356,1323,1290,2593,46121,40789,42687,48839,56273,64049,67215,57717,39857,24343,65843,105427,82774,62282,53203,53187,41536,17767,5248,1664,1718,35469,113975,119080,86823,64147,49643,15556,2748,356,1432,40003,110783,116400,82366,70506,48986,16178,2357,420,113385,129248,78836,56909,47758,37354,15569,6333,2364,825,100515,145027,103520,63677,35660,19963,11881,6252,3129,3267,5955,3680,9821,11068,12761,16859,25921,50558,118740,231404,65551,76245,67029,61499,53869,47378,40800,31109,20553,18456,98601,113103,75269,54624,41203,28255,18974,13751,11402,27970
530,3,3,3,3,3,3,165219,237220,188063,110492,48026,29081,12464,2635,1004,3997,138478,261742,222692,82561,43752,25895,12903,4499,1517,3589,116040,181327,225565,96349,65950,47890,32837,21726,6482,2848,117765,185306,149063,104548,79285,58069,43286,29806,18589,10666,84965,184061,143040,100761,81603,68999,58253,44845,23678,4344,4309,68424,80707,118812,144562,158172,121305,69812,25610,1995,3674,82029,80534,106272,140579,160410,123661,71480,22674,2306,94122,144163,168197,118665,90040,70919,56080,39157,12815,1069,155199,274348,170808,94476,46885,26830,16559,7934,3174,3034,15517,21270,41521,59173,76050,96870,123981,145094,105794,111002,86491,76862,72619,68403,67762,75305,95320,120791,95310,35102,85985,91008,116832,113048,98367,83054,69595,55793,43361,36883
531,3,3,3,3,3,2,15012,39109,197658,167135,151000,151093,120952,51203,7174,594,13832,60734,166494,125669,118124,118625,138308,122406,36321,417,11773,66331,137196,92345,85666,84606,105439,170458,146635,481,101483,182440,177530,147974,113398,80898,52822,29391,12147,2847,32161,136668,126022,110626,105235,116366,128736,107755,35022,2339,48,11016,8506,25940,56058,90423,142044,207585,296371,62939,40,12996,8292,24043,53754,95647,139411,210691,290351,65705,15983,79296,134330,124086,119442,137846,166306,108906,14506,229,58847,118406,124062,126502,132660,132306,125278,69477,12978,414,71002,210341,129557,92529,76175,73056,81630,92410,61189,13041,17866,35569,61844,80740,99601,124598,151907,165831,133403,29571,22417,80740,107881,103414,97970,101171,115671,127923,103277,40466
532,2,1,3,1,3,2,16843,350784,443873,339211,262403,163552,83900,32698,11153,3701,42094,410047,416190,319704,219256,148268,82857,48282,17553,3867,78123,350722,353579,289006,234309,173191,122340,73683,29207,3958,81578,150241,192791,202363,230507,267646,246265,214532,102184,20011,74975,142236,208010,273771,291671,270725,208994,144412,76513,16811,13,37754,97769,200317,237367,317118,348704,298290,152654,18132,6,46088,107785,183059,232494,323908,349359,310028,134528,20863,83520,220135,296782,318578,270105,217031,147065,98013,47646,9243,101245,215426,246387,265523,268067,246020,189332,119791,52185,4142,42149,19811,45407,93041,151104,213464,280601,370223,395772,96546,107938,209686,273358,279878,254083,216591,155764,88075,54849,67896,57556,172244,271377,297548,279974,237318,177806,113922,62891,37482
533,3,1,3,1,3,2,0,1,2,1,3,1,0,2,3,8,0,0,0,1,4,5,10,17,14,33,0,0,0,0,16,21,30,19,25,36,123,8,14,9,2,3,1,1,0,0,48,53,28,5,17,13,11,0,0,0,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,0,0,1,9,52,0,0,3,19,58,48,37,26,43,4,150,28,18,17,12,5,6,15,26,10,180,0,0,0,0,0,0,0,0,20,130,0,0,0,0,0,0,0,0,108,0,1,1,4,12,88,64,29,3,22
534,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,3,4,4,3,9,5,2,2,23,4,3,8,13,8,16,9,5,20,19,130,7,4,9,3,5,4,4,1,1,109,29,28,10,6,21,17,9,2,0,0,0,2,12,19,27,21,7,0,0,0,0,2,21,17,30,21,15,0,0,2,23,32,76,70,28,35,55,57,35,252,22,23,13,13,25,10,11,29,71,113,4,3,2,2,3,0,1,0,90,250,1,0,0,0,0,1,0,6,64,1,2,2,2,14,80,65,11,5,108
535,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,4,1,2,8,14,0,0,9,17,20,21,12,18,25,25,156,17,15,5,5,4,1,0,0,0,63,52,32,10,16,15,9,6,0,0,0,0,0,0,0,0,0,1,23,34,0,0,0,0,0,0,0,5,29,30,0,0,7,61,90,25,43,34,51,4,218,27,17,17,13,11,15,24,29,14,178,4,0,0,0,0,0,0,0,80,220,0,0,0,1,0,1,1,6,53,0,0,0,1,6,62,109,46,17,10
536,3,3,3,3,3,3,1,391,1221,1365,1225,1493,2413,3609,6583,460,28,547,1376,1266,1626,1680,2480,4540,5123,95,41,985,1363,1313,1607,1823,3434,5875,2263,57,9090,5660,1839,822,451,279,176,141,105,198,887,1516,2968,4067,4009,2881,1454,700,212,67,0,406,188,271,682,4479,7778,4540,403,14,0,459,154,234,658,4098,8338,4501,302,17,675,355,931,1431,2014,3491,4565,3937,1257,105,1741,2954,3298,3229,2906,2052,1430,717,388,46,7692,4669,1960,1209,984,725,619,450,289,164,86,204,418,580,707,951,1771,3590,7642,2812,746,295,385,746,1593,2976,4541,4719,2314,446
537,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,1,3,5,2,7,5,5,31,4,1,2,1,2,1,0,0,0,13,16,12,4,3,3,2,3,0,0,0,0,0,0,0,0,0,6,14,8,0,0,0,0,0,0,0,1,20,19,0,0,3,15,29,33,23,16,33,2,70,23,9,17,7,7,1,5,31,12,32,1,0,0,0,0,0,0,0,20,70,0,0,0,0,0,0,0,0,9,0,0,1,0,3,27,12,3,1,21
538,3,1,3,1,3,2,0,0,0,0,2,1,1,0,0,3,1,0,1,0,2,0,3,4,3,7,0,3,0,1,8,5,7,3,7,8,36,6,0,0,0,0,0,1,2,4,32,8,6,3,5,0,1,1,7,0,0,0,0,2,10,4,1,3,0,0,0,0,0,2,8,6,3,3,0,0,0,8,5,12,14,7,5,13,3,10,48,2,0,1,4,6,5,4,2,12,50,1,1,0,0,0,0,0,0,10,60,0,0,0,0,0,0,1,1,25,0,0,1,1,1,33,17,3,0,20
539,3,1,3,1,3,2,9181,32965,172815,338719,338563,284661,182393,80830,33325,8645,18064,37117,159012,247308,298973,274538,222892,147737,68596,7860,22514,64803,148988,205865,230251,220595,232007,218547,129646,8881,65245,54262,77492,105066,153949,237611,312589,292017,151631,32235,112006,102795,75924,83356,103213,138706,187359,263265,307417,108056,4,4998,47389,197700,179209,222749,327235,312817,172626,17370,3,6295,57510,195110,162760,228930,326544,322769,161097,21079,96843,110927,107982,119051,137116,160695,201032,257085,249533,41833,53551,32428,75466,141375,192955,236782,263495,267296,199344,19405,37527,32573,102488,194271,252174,268194,261678,215723,101614,15855,336874,295858,188097,122472,88331,72409,67440,68640,92031,149945,118764,109910,107755,121409,138209,160022,186207,192476,177221,170124
540,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,27,0,0,1,5,9,10,10,4,14,38,62,10,5,3,6,4,8,3,1,10,46,21,15,8,9,10,13,9,7,2,0,0,0,0,0,1,17,19,9,0,0,0,0,0,0,2,13,15,16,0,0,0,6,23,25,17,15,17,33,25,67,10,7,2,4,9,5,11,16,37,106,4,0,0,0,0,0,0,0,30,130,0,0,0,0,0,0,0,0,62,0,0,0,4,22,68,37,2,1,43
541,3,3,3,1,3,2,0,0,2,0,0,1,0,0,3,8,0,0,0,1,3,1,0,5,3,22,0,0,0,1,5,4,7,1,10,14,33,8,2,0,1,4,6,2,3,4,15,24,6,11,3,3,10,6,5,1,0,0,0,0,2,14,7,5,2,0,0,0,0,0,2,19,7,6,0,0,0,0,0,0,33,22,13,19,14,32,54,9,7,4,8,7,4,8,7,39,50,2,1,0,0,0,0,0,0,30,70,0,0,0,0,0,0,1,2,42,1,1,2,1,5,46,22,0,2,30
542,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,0,5,0,5,7,0,2,5,4,4,7,7,4,11,12,57,3,3,2,5,6,5,1,0,2,28,22,13,8,2,3,15,5,2,0,0,0,0,0,2,19,5,6,0,0,0,0,0,0,8,17,7,4,0,0,0,0,4,24,28,18,10,21,27,8,65,8,6,5,8,6,7,3,9,30,66,2,0,0,1,0,0,1,0,40,101,0,0,0,1,0,0,2,3,29,1,1,2,5,5,35,35,11,4,25
543,2,1,3,1,3,2,3,0,0,1,0,0,0,1,1,1,6,10,7,1,0,0,8,2,10,12,2,6,11,15,6,12,9,8,17,19,178,9,4,17,10,3,2,1,0,0,106,38,42,11,7,22,17,2,0,0,0,0,0,7,54,14,5,0,0,0,0,0,0,10,54,24,0,0,0,0,0,3,52,69,39,31,45,36,58,3,207,3,21,24,10,14,12,10,22,41,121,2,3,0,0,1,0,0,1,170,270,0,0,1,1,0,1,0,2,63,1,5,2,9,18,97,90,24,8,47
544,3,3,3,3,3,2,374974,293038,196380,147675,96350,49323,27351,12238,6287,4366,306027,364397,228074,129687,98380,40308,22580,9704,5961,2864,258291,357906,237488,151143,103202,52977,29508,11210,4426,1831,129961,183093,168412,177162,155767,135288,105134,76035,54520,22610,128053,179134,177344,166185,158712,136441,124515,92135,41461,4002,19860,163603,148876,175370,175639,216432,169855,99788,34366,4193,19750,186053,146533,151369,176344,213654,177333,102593,29702,4651,159080,225881,209568,166772,142503,116655,93449,68247,24215,1612,228725,270783,238957,193365,141944,82339,34719,12181,3310,1659,20163,10984,17265,36346,68494,112053,160629,217821,285502,278725,263858,142302,129555,114668,105165,103598,104715,99965,85856,58300,95948,207658,175022,150305,136870,122113,103934,82512,65072,68548
545,3,3,3,1,3,2,228879,202274,220468,199260,113218,70074,39727,25789,18569,23149,257456,275115,270335,132143,85377,48699,28572,14638,11918,17154,279740,419084,198269,99678,60072,32626,19071,10503,8903,13461,124604,94143,101086,104395,117322,130603,126259,126350,122837,93808,324493,256947,147943,116246,97015,78505,60244,35565,13882,10567,22054,158997,181893,280793,183028,142484,101722,50978,17644,1814,21834,173092,200286,245923,180578,145780,103590,52627,15508,2189,420863,264200,139827,98506,73671,58629,41562,24150,8834,11165,214833,185399,176408,155149,155065,114740,76741,35850,13478,13744,59528,15825,15154,20213,31244,52902,91202,157420,274193,423726,61534,105994,112881,99367,86933,80572,79608,82210,143260,289048,401459,243697,133787,98693,81867,66854,50136,30798,16126,17990
546,3,3,3,1,3,2,36639,92605,266663,254549,98984,42007,15809,4369,2541,2341,47379,216661,289144,128198,66842,34792,18134,8544,3727,3086,91835,353707,171729,81659,51807,29441,18393,10170,4607,3159,89690,38961,46304,52429,69595,98979,109097,134502,108527,68423,249773,151804,90991,89753,76922,61618,45082,31215,15414,3935,62,27092,141301,244687,164995,151443,66909,16216,3384,418,62,33496,163583,209804,168274,150229,71700,15881,2976,502,305746,144752,97744,80554,61915,49396,36125,25030,11478,3767,104488,86226,128401,128263,143099,104828,75260,33208,10079,2655,29803,16141,13986,18587,29100,45927,74746,130617,226323,231277,19466,49399,65498,69734,69549,68759,66244,59228,113166,235464,314649,152010,97561,77743,61635,45263,30635,18811,10310,7890
547,3,3,3,3,3,2,3,25630,198605,255921,201144,133649,52335,17146,10125,3351,1595,109465,234720,251191,169970,75167,31805,14119,7572,2305,21433,260236,248940,170597,99328,48470,27185,13650,6326,1744,129258,42133,49811,70859,94960,124553,140250,124073,86712,35300,165360,129307,132170,145095,119954,89939,61503,36144,15279,3158,48,2287,39304,255909,265569,162123,111684,50080,10334,571,40,3477,54233,218949,284109,162446,113860,51485,8636,674,190882,143566,164144,151353,99935,67487,42604,25499,9567,2872,120313,50712,93787,153999,183644,153014,96354,34903,9374,1809,51380,27359,23979,29297,46434,78514,137179,189799,221591,92377,16858,44104,63493,73126,80083,88861,99461,112405,118598,200920,210057,145597,154862,127985,94698,67788,46577,27169,14013,9163
548,3,3,3,3,3,2,20923,179613,300927,304342,198053,96847,43595,23367,16318,13812,25756,208182,369226,268758,145484,74765,46490,29308,17357,12471,54105,377184,317489,173876,99656,64681,45111,34974,20119,10602,58254,45800,59128,81068,100594,150655,185678,212878,194965,108777,141285,163692,213668,218565,149946,113348,84647,61193,36591,14862,3,9847,126025,232871,211976,258469,206259,114058,34216,4073,3,13946,153735,193920,213315,259204,211895,116813,30391,4575,155910,232799,269929,176751,111908,82717,68575,52575,33066,13567,57717,70890,147224,197849,217151,194532,164477,96507,40216,11234,31170,22562,29338,38088,52602,75924,125572,210640,358856,253045,44538,78826,106538,120155,124357,135374,149810,140312,149006,148881,236513,269395,217601,142588,102928,78918,58327,38590,25670,27267
549,3,1,3,1,3,2,154708,367709,432837,302977,237418,164584,87472,54205,31849,16062,139752,300161,336982,311453,251608,181153,152106,102052,59052,15507,175476,301255,310869,277781,210444,189765,149102,133382,87225,14535,133321,120824,110368,125549,143945,199789,238409,305557,311181,160896,117070,170690,206206,197827,200449,223020,239332,234013,190643,70596,3043,42292,127185,176509,197725,308578,393336,388320,200743,12115,2960,53882,136661,153502,191208,309748,402850,406908,176766,15361,135216,218224,204810,223736,211922,201953,212566,213927,176509,50982,126019,181969,214508,201156,206566,206725,244907,224570,211944,31481,27056,59759,85651,115710,151403,196589,255024,317623,351555,289464,286215,295173,266590,221511,177145,143565,125505,122231,108976,102915,159366,222886,218649,222080,234374,235484,218727,168727,106045,63501
550,3,1,3,1,3,2,91114,265879,221270,129049,116967,99326,107656,93217,105112,78685,98309,211978,174406,187009,134428,111141,106928,94992,126536,64780,131954,224434,213342,177681,129329,103927,91201,95721,107427,37620,189794,98997,91060,98647,132613,144656,161822,152472,137657,107112,258030,151592,121207,110198,119269,126142,127227,121669,108443,77298,952,11446,94467,183972,232817,305570,235181,141875,90221,27724,957,18448,112830,153167,234755,300765,246715,147276,77187,32125,269596,171822,148646,125730,127243,111798,105477,102213,97560,58680,165198,143021,176226,142124,132749,126536,115360,143224,127014,44446,130398,73202,87512,86611,94597,115315,147343,187193,209310,180557,126635,159435,141542,122259,107407,97748,94121,86318,91928,277304,267153,172346,145554,131123,122692,113364,101226,82054,66821,106293
551,3,1,3,1,3,2,297335,368768,318010,225711,167543,98963,49584,25657,13689,9059,278975,269087,211465,256590,187750,143928,113350,65444,35374,12356,324860,281779,210117,182452,152794,142341,118594,95137,53213,13032,83348,113170,120311,114060,164807,154722,201868,226318,225870,169845,130109,197939,152989,135347,182718,187844,185016,183987,158874,59496,203,27504,135388,242632,153904,225450,268802,273371,173117,73948,211,45465,166590,186136,161923,217107,282667,281253,154556,78411,195732,236594,169171,145925,161963,165813,169285,172284,125351,32201,143472,187669,211283,165884,171259,173977,173433,196202,126851,24289,39393,39130,70789,93559,110814,130540,162974,204875,273250,448995,226456,248346,240492,227474,193671,140412,99774,69214,55481,72999,232079,238562,171187,150635,148747,149301,148010,129709,98472,107617
552,3,1,3,1,3,2,3,7,6,1,4,5,1,0,1,21,4,0,6,4,5,9,11,13,10,43,5,10,6,8,9,17,15,16,20,41,113,14,3,0,3,0,2,3,10,6,71,28,12,18,5,5,2,5,15,0,0,0,1,15,19,5,7,1,0,0,0,0,0,12,21,9,2,2,6,0,0,10,16,18,28,25,16,27,16,33,72,21,10,3,6,7,7,8,13,42,173,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,5,129,10,0,3,4,16,80,48,12,5,27
553,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,2,1,4,7,2,19,25,10,5,1,1,2,2,2,3,5,3,24,5,6,5,8,7,8,6,5,0,0,0,0,0,0,6,6,29,1,0,0,0,0,0,0,2,13,34,9,0,0,0,2,19,58,18,22,61,86,56,45,8,3,4,12,9,10,56,119,44,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,18,0,0,0,2,4,21,21,12,8,32
554,3,1,3,1,3,2,472323,569357,222214,96723,66483,45411,38167,27542,18418,13064,275486,372064,265824,196475,153058,105443,83826,57901,44815,14810,259528,315474,254563,196295,153829,126210,103197,87133,60148,13325,52775,55123,58469,76784,107342,154354,231360,328204,340167,165124,86223,136910,142124,144169,147724,171764,194228,227263,224131,95166,1598,47921,127018,192339,277147,356348,345951,172902,45377,3101,1531,58845,133350,181924,250931,370655,348885,180357,39289,3935,113892,191196,171046,170430,177304,174931,185598,190572,156525,38208,113786,154482,164882,179206,171059,175790,196411,215052,170287,28747,10467,17590,31901,48989,75197,117976,189119,302082,399399,376982,554513,333771,199989,125031,89472,71561,60861,48633,38881,46990,116808,203562,195257,198558,201406,193095,170610,131385,88936,70085
555,3,1,3,1,3,2,121845,413806,456541,223940,98315,56571,25124,5553,633,100,107577,267285,441195,266853,139775,89112,57822,28325,4390,94,100764,204879,390740,207986,147551,115672,100705,97933,36019,179,174333,248696,240351,192698,162070,130885,102975,76265,50110,24045,86317,269877,249088,197793,154962,139007,131041,113336,54824,6183,2,40330,68697,128808,160266,235910,251389,260168,221115,35743,2,49990,74713,107812,166077,228886,264146,271449,197718,41635,88508,216371,241200,217240,195668,161949,146377,97954,34952,2209,191998,286310,249924,225989,173414,122202,95913,44498,11957,223,32595,101822,118327,128043,138462,153111,183086,222923,210378,113681,153803,119761,114618,123056,129951,142152,164239,205721,193623,55504,112988,193286,173129,162561,159505,153912,150624,134407,97859,64157
556,3,1,3,1,2,2,227,85022,181618,104790,95537,88623,73414,43336,14055,1596,830,53684,141461,100670,90871,99556,87597,75390,36423,1736,7518,66556,105956,62081,59030,75591,102676,113392,89499,5919,137932,117305,85993,74434,63264,61983,56443,47722,31375,11767,36854,94155,73633,58465,70318,82559,89014,87769,69422,26029,11,12282,12861,36487,47489,60895,69917,108372,167849,172055,11,14666,13717,32181,48455,59946,72147,114991,153363,178741,33848,71096,66404,56306,56240,76717,109879,109904,85527,22297,61145,102574,100941,91601,81645,71756,69214,59801,45754,3787,62152,171599,104746,72460,52767,44667,44168,53150,65316,17193,59316,71460,68934,68241,69632,74344,74035,81239,82990,38027,58233,61213,47165,43757,46095,52739,63829,78463,96545,140179
557,3,1,3,1,2,2,186,23524,99733,155212,211817,230086,212091,130197,39981,981,581,19767,79749,136060,176266,211161,201784,178625,98321,1494,3528,16368,57308,87697,122331,167549,214140,232851,197242,4794,317117,264443,172982,116911,81938,61455,41852,28995,14771,3344,28582,102315,159205,197023,194636,162312,127430,91355,32953,7997,96,6194,8997,6904,10385,19613,43124,104867,289224,614404,103,7858,8049,6278,10166,19967,43339,111783,270491,625774,18339,22251,77683,145734,193824,243142,210935,146090,38588,7222,84385,168645,156191,151108,142257,139351,120978,96826,42978,1089,231946,389627,151235,97623,72533,57099,45469,34104,21228,2944,12074,15289,26754,52527,92509,149977,230877,274685,200461,48655,21812,35025,61110,97595,133308,161725,191036,195583,140663,65951
