census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12
549,3,1,3,1,3,2,106050,285081,381008,244331,273315,205864,126945,97656,61810,31951,23219,12591,93314,257325,281480,272066,211452,224319,166800,123251,102535,62557,44722,10005,120407,252475,266628,235958,209489,190868,153752,144301,110794,98198,58506,8458,108847,104698,93023,92395,103754,131290,145396,210933,223385,257963,255810,122345,89173,137414,163045,172833,160111,169666,186001,197155,196669,185393,142155,50231,2271,22372,93678,116454,137271,174708,218028,348410,353559,277215,100822,5058,2238,21998,84458,128123,139195,162201,243665,330824,363084,269452,99754,4854,98077,189624,168482,175720,182550,179455,171162,172530,175271,175235,129295,32444,97100,150424,178852,161019,153294,189529,177454,192195,188627,199125,147417,14809,21661,42116,62016,81620,102761,129405,159787,198906,243724,284201,290860,232777,236313,250383,232880,207047,175040,144971,122078,106002,101958,100117,88684,84353,122100,188081,180938,182462,187965,195809,196230,188242,162089,116926,80446,48551
550,3,1,3,1,3,2,58952,231077,164166,148738,126286,95060,88243,84189,74917,94522,83037,59088,73737,152495,178412,144200,137671,119615,101891,82030,79962,85481,114697,40316,106893,163353,199517,164583,130396,111998,84807,78079,78396,83285,84608,26721,175182,74995,75576,79105,97489,108764,122774,126824,136136,128145,100992,88848,225384,140382,102895,99725,98940,92970,108877,102365,105948,98975,80594,64020,465,6838,46486,110741,142759,216365,225966,247882,153895,92992,60486,19350,488,7073,40608,123173,150999,197816,248223,229892,159559,88299,59563,18532,238009,149003,130961,119448,109219,96397,94031,93226,81900,82635,79634,44302,139440,122592,109770,129088,133625,124803,91384,106203,112208,117313,98937,30535,118695,59234,69305,72878,72104,80104,94215,113438,144246,168314,173037,146468,99931,134831,124104,112298,97330,88784,82264,78984,74772,70622,85133,255644,234188,151610,128983,115120,107652,101315,95108,87677,75482,61011,56194,94286
551,3,1,3,1,3,2,227587,352455,222252,226509,215464,133100,77407,57338,29173,16058,9789,7187,218339,237028,202802,194126,185041,166531,128955,95345,65203,48213,23593,9143,275960,239413,205098,161653,138565,131313,115160,106663,91805,65082,34017,9590,70619,78894,92175,113965,112511,127532,135948,153418,182079,202151,161863,143164,99729,166538,138399,121999,124088,148349,160784,150165,156830,150102,114023,43313,100,12628,83874,156999,160446,145584,153163,247953,246340,198740,111660,56832,107,13992,77930,176057,166406,125833,171130,232240,254271,187614,111357,57382,148152,213198,160549,133840,128278,125368,138044,143681,140706,136242,83414,22847,117006,153148,138266,152247,158132,160768,117008,160484,177580,136551,88284,14845,35630,26284,47940,68588,81296,93947,106669,126989,155470,189816,254142,387548,183113,212050,199913,198413,185942,157008,121744,88736,66535,52099,45552,63214,178863,223114,158217,133612,123437,123967,124363,124979,116582,96082,79392,91711
552,3,1,3,1,3,2,2,4,8,2,1,4,5,1,0,0,1,21,2,2,4,4,3,4,8,7,12,10,9,40,2,9,7,4,9,7,12,14,15,7,28,33,107,17,6,0,1,2,0,1,1,6,10,3,55,42,8,15,11,3,3,3,2,12,7,0,0,0,0,3,16,16,5,6,2,0,0,0,0,0,0,0,14,19,9,2,2,2,4,0,0,8,6,15,18,25,22,14,19,19,16,27,64,27,8,6,3,4,6,6,5,9,11,40,172,1,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,2,6,126,10,0,2,3,2,16,39,84,11,7,7,24
553,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,8,0,0,0,0,0,2,0,3,4,5,5,16,25,9,4,2,2,0,2,2,1,2,3,4,0,25,5,3,6,4,6,9,6,4,5,4,0,0,0,0,0,0,0,0,6,22,14,0,0,0,0,0,0,0,0,0,10,19,23,6,0,0,0,0,3,18,53,16,14,35,50,77,41,54,14,1,2,4,12,6,7,20,47,114,44,0,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,4,10,24,14,9,5,32
554,3,1,3,1,3,2,360654,530203,280811,128887,78120,48425,38431,33558,25756,21495,12404,10958,217632,303777,276261,189269,152411,123557,95134,69914,52599,46530,31869,10749,217961,250581,246313,183864,153618,127352,104995,89704,81622,63658,41203,8831,44453,43479,47220,55300,69292,90749,122421,177567,237597,305042,253921,122661,65198,111658,115553,120787,119772,124182,140769,158049,178254,196660,169905,68915,481,28904,92755,120441,170157,233285,268371,330544,218469,83916,20956,1423,513,29377,82638,130896,162088,221069,297705,322532,216429,84551,20598,1306,84440,158403,149341,142433,142014,147237,145676,154815,155961,156920,107790,24672,88491,126374,133530,139365,143700,151955,140453,160692,173776,176208,118619,16539,9031,11489,21576,31965,45142,64941,94005,139488,208200,296124,336228,311513,481886,312881,206307,134653,94482,72567,60809,52623,44896,36249,32253,40096,82971,171864,163212,163132,166795,167617,161917,148459,124894,92669,69428,56744
555,3,1,3,1,3,2,101569,239146,428373,323776,143062,78521,49958,26225,9372,2114,246,66,88514,146699,354807,313181,201359,118125,80483,53982,31612,12271,1339,56,86402,88764,354867,247246,153662,120979,102268,84179,82778,68031,13178,74,127480,220770,211453,167193,156600,134652,117596,86782,73574,52769,34327,19232,55070,202677,234077,182617,155902,127694,116257,109692,104492,79335,31101,3514,2,23756,58705,59864,104889,150887,165025,237063,225378,212669,144168,20022,1,24503,54850,67940,117485,133815,183213,221661,232851,204569,142846,18694,63322,157041,211011,192826,174055,160732,138371,124725,102052,59538,17819,936,133223,237614,229062,213115,195874,118747,112818,79672,47912,29713,4593,85,25608,70846,96448,101259,108778,116310,125543,146075,171611,192736,161095,86119,130193,105697,94181,97911,104153,109054,117486,130994,154425,186438,132434,39462,82639,160986,151544,138735,135058,132507,128841,126443,120289,99665,75008,50713
556,3,1,3,1,2,2,49,27494,157828,124394,76577,80852,78090,66232,44803,23191,7841,867,126,17621,108764,101512,81726,77767,79342,84201,66060,50949,19584,566,3761,30594,101049,67400,48394,49943,61922,79291,93249,92769,57820,2026,109218,113856,79447,64750,56923,54734,54480,47426,42354,35044,21147,8839,29960,67691,74880,52121,48832,59941,68182,72326,75828,69238,50496,18723,11,6807,13652,13077,31820,43763,43645,61263,76302,114941,142561,140376,11,7328,12769,14616,34999,39307,48276,57351,77707,114712,141958,139184,27163,51910,61535,50790,45245,47251,60665,86179,96378,86665,60598,13839,46839,80097,86828,85462,78730,59950,61143,58163,52396,48008,29295,1307,37165,149401,104759,74347,55138,42914,37302,36322,39973,50135,51504,9258,46954,60463,57986,57171,56720,58289,61967,61963,62490,75845,56291,32079,46723,54242,43396,36645,36889,38568,43260,50354,60764,69639,88597,119141
557,3,1,3,1,2,2,77,7988,56537,107665,139742,178463,199338,181547,138133,75881,18154,283,161,7682,45819,87112,121337,150312,169651,177220,158406,135561,50359,188,1933,8771,33721,60197,77185,105425,138583,169359,191197,195508,121305,624,248908,258755,167284,124966,86941,66537,54083,37930,27338,19517,9360,2189,21874,65880,117651,147236,168065,161055,137931,112543,90871,56843,18035,5824,92,3433,9879,3879,6098,9195,13523,30870,60886,140975,284319,540659,99,3562,9521,4364,6217,8691,15066,29532,60242,142648,284579,539287,16897,12970,38978,93066,129440,166480,198646,188689,151245,83065,20054,4278,61254,137793,135184,128822,126346,113187,113175,107207,91625,67737,21179,299,127786,412973,167241,100927,74671,59366,48596,40083,32257,24594,13939,1375,9542,12178,16718,29612,50839,80264,119724,174959,224378,218381,134992,32221,17705,25069,40642,62829,89522,113083,132512,153452,168027,148318,103027,49622
558,3,1,3,1,2,2,0,0,0,1,1,0,1,1,0,0,1,2,0,0,1,3,3,4,6,10,17,17,22,22,0,0,0,0,3,14,25,44,32,26,54,5,209,29,20,5,5,3,1,1,0,0,0,0,30,144,46,32,20,18,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,76,0,0,0,0,0,0,0,0,0,0,12,84,0,0,0,6,26,48,93,65,52,33,27,0,116,90,28,21,12,19,11,4,15,22,23,3,249,1,0,0,0,0,0,0,0,0,0,100,290,0,0,0,0,0,0,0,0,0,7,128,0,0,4,11,16,37,66,160,31,10,9,51
559,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,7,2,3,3,0,0,0,0,0,11,12,13,20,6,15,0,104,12,5,1,3,0,0,0,1,0,0,0,10,83,27,9,15,11,7,2,2,2,0,0,0,0,0,0,0,0,0,0,3,1,6,52,0,0,4,1,1,4,0,2,4,2,4,52,14,0,6,2,11,23,57,64,25,34,26,25,68,65,28,19,13,8,10,6,11,10,21,28,93,0,0,0,0,0,0,0,0,0,0,70,200,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,50,73,16,2,0,60
560,3,1,3,1,2,2,0,1419,13014,47675,49058,68710,93148,109151,96019,68241,31816,3133,8,2691,5605,17612,29641,36443,44000,75110,94599,149849,123328,2498,341,5219,21328,14308,11707,16107,25241,41119,68341,116289,235530,25854,42703,54908,35065,30420,24641,28118,38286,45991,62657,100470,83226,34899,8438,20978,13250,7318,7444,11112,22645,43883,66667,80254,122287,177108,0,15,3718,6628,19225,16411,12545,14488,18687,47671,171352,270644,0,12,3551,6588,22645,12727,13656,14009,20024,48618,176281,263273,7468,24363,11993,8100,7775,9705,15952,35411,69173,98396,160739,132309,11594,21270,22280,24160,24487,26650,34343,50638,71963,97225,182200,14574,14148,239720,148999,52052,27155,17866,14364,13242,11704,11402,21042,9690,200350,91115,59007,54199,50335,35166,20552,12299,9668,11316,24113,13264,33235,11070,7645,8669,8618,8475,11083,16017,25107,38504,84325,328636
561,3,1,3,1,2,2,326,34416,88553,70711,46739,52243,56432,53875,40493,25563,14101,1179,145,14747,55192,56639,56537,58473,55431,58060,51346,50764,26959,338,148,7840,23747,32322,39331,48070,58264,67456,74475,76623,54504,1851,56070,106844,68815,50719,40770,37422,36773,30751,26047,20049,8894,1477,2388,958,2521,10724,21965,37878,65776,83668,83317,76812,66372,32252,2,146,1356,1003,2706,5406,8292,17132,33749,82211,161613,171015,1,154,1278,1090,2724,5082,9355,16384,34232,82182,162165,169984,1977,1352,7072,10794,16813,32388,51964,83656,95997,89242,72146,21230,14631,58402,66164,62119,55808,42821,42504,39624,36969,36065,28328,1196,4872,126948,86322,65332,54858,44525,34375,25622,17753,12627,9457,1940,106271,64053,59932,72546,77630,57359,28572,10104,3420,1376,793,2575,1824,2734,6455,8033,10200,14051,20654,31181,45748,60766,93667,189318
562,3,3,3,1,3,3,29582,180680,139898,44121,20034,13705,9872,5327,2087,497,172,42,18117,118568,141951,70220,42416,25242,15263,8417,3836,1495,421,71,10440,51893,124759,82025,54292,45163,34336,21781,13275,6389,1567,97,60338,80461,62095,47321,45049,42075,41206,30533,22620,10514,3258,547,2575,5872,14222,35173,69598,82260,75365,56361,43405,34798,21232,5156,2,878,3370,12636,18937,23425,37793,74152,89316,101401,70504,13603,3,912,2799,14656,19583,21158,42793,70772,92155,97606,70364,13216,2623,14545,25176,37955,65970,89018,78733,56603,37801,25685,11012,896,65548,100009,79426,63116,50366,31346,25841,16418,8154,4540,1165,88,1876,9681,19898,27476,34823,43281,53072,64189,69936,63718,48034,10033,95379,77463,94629,78347,49425,26427,12296,5141,2348,1320,770,2472,2328,5284,15586,24334,32324,40974,50077,57218,58903,52344,47697,58947
563,1,3,3,1,2,2,812424,170693,47645,16603,6657,3281,1331,635,320,207,195,258,798783,152850,46362,22843,15374,10134,6467,3787,2062,944,382,261,767976,143859,50603,30067,20713,15879,12207,8614,6009,3326,807,189,66712,125058,149103,136739,127775,112180,98742,88392,66364,50511,28463,10210,302647,384733,121950,61712,38276,31061,25955,24694,24702,23187,16609,4723,0,106316,393540,210677,131127,74668,52209,50317,26069,10093,4575,658,0,104218,364205,241449,121743,82726,58221,46277,25488,10544,4657,721,520400,266705,88982,45510,29940,23937,20289,19191,16946,15739,10863,1747,448796,310881,124037,68941,41033,27532,17817,11229,5949,3052,758,224,22640,2402,4207,6612,9496,12489,16798,22367,31164,52458,172765,706851,92977,60536,66074,77878,90195,105374,118892,134432,124692,89531,56758,42910,357858,298272,121719,75688,49213,34621,26652,21093,17842,14524,14528,28239
564,3,1,3,1,2,2,23310,199938,170923,67757,20863,10342,3526,1672,787,419,266,487,12920,62196,151967,115896,73962,40637,21170,11264,6021,2667,1154,436,9535,23957,65180,101440,85984,70856,53693,40736,27752,16316,4467,374,15541,27122,35700,42943,54011,64202,73619,73047,60595,36077,14222,3211,8159,8461,12859,13505,18441,33731,57425,79452,92076,99224,64367,12590,0,1806,11281,16407,20098,30489,50794,106252,133276,103530,25248,1109,0,1831,9945,18320,19894,28588,57096,101302,132788,104316,25175,1035,7383,13814,16665,21487,37047,62415,74969,78013,79549,70103,35523,3322,17497,35296,63024,78115,80229,64843,65231,46630,29124,16072,3840,389,4070,3831,10712,21155,34363,49357,67296,85200,94293,76224,39689,14100,254769,108138,54490,27726,15276,9675,6630,4956,4115,3709,3354,7452,7476,10616,15123,19795,27867,39602,53244,63886,67520,62615,59061,73485
565,3,1,3,1,3,2,14109,67775,153804,162953,116308,99149,82248,76261,53388,35777,15989,1902,8444,35607,73170,102729,118001,119191,110716,107085,91250,71472,39974,2024,4433,27634,55711,53963,62850,80796,91454,106808,120139,141668,128051,6156,79739,83390,62152,55966,53505,57887,70464,79336,97488,110652,90829,38255,19138,30635,30532,28982,35124,45894,59019,82365,112385,135541,154355,145693,0,1313,9815,14328,35960,36074,40165,70017,123977,216518,224051,107445,14,1261,9315,15839,36701,32726,44105,67282,117126,217252,230625,107417,15908,33551,32425,32105,34596,42807,56638,82351,125038,167672,182306,74266,43335,60675,59019,59343,65571,64689,84011,97720,109910,120347,107155,7888,27828,91166,130534,131838,119239,93241,71215,57365,47989,43995,44565,20688,343056,109954,86124,77558,59917,43125,32342,26720,24559,24983,29333,21992,40181,31323,25395,26249,28955,31988,38644,50939,68857,87485,126882,322765
566,3,1,3,1,2,2,49164,198813,169600,109032,91555,83568,61768,53448,31073,18398,7574,2660,16435,90542,121662,97802,85946,77106,76449,82073,90550,82582,51833,3672,9348,38545,68475,75182,74289,75945,70892,75358,80533,109945,179835,18305,40173,49159,48501,48082,53796,62179,74072,84800,110534,127956,121454,55947,17411,15791,15941,18465,23930,33293,47383,70210,97100,132000,154896,250232,196,6300,6821,7090,16321,33902,55557,117634,185296,235240,168819,43468,241,6421,6084,7429,15296,31893,61288,114937,179865,238482,171568,43140,15891,13188,19803,26725,33656,45187,58765,75455,101531,139013,188129,159309,37645,56382,65257,66399,66790,52654,65150,62894,76211,110200,182737,34347,13178,32675,108127,123435,111844,100675,93728,88375,83113,68444,39541,13517,545039,132717,67432,36732,22015,14856,11465,9707,8469,7570,6027,14622,19120,14062,16403,21127,27970,38026,49897,63906,77620,86548,116281,345691
567,3,1,3,1,2,2,41907,170361,225038,103730,41322,18838,8082,4150,2163,1207,538,259,20717,72704,126149,122593,103379,74245,45238,26215,14956,7984,3095,320,17026,43166,48695,62678,76735,85916,82182,74302,61922,46160,18238,575,22491,32469,40121,48806,59295,69460,80638,86488,81799,60062,29634,6332,12837,23793,22158,21461,25813,35810,46110,59114,78487,107138,117799,67075,0,3159,14825,14202,23043,37508,58618,103666,141497,159449,58786,2842,0,2980,12838,15252,20161,35202,62627,103001,128863,167258,66515,2898,13534,24856,26977,26265,31084,46363,61127,73050,91798,112874,90961,18706,26750,40277,58839,75464,85912,73016,77938,63267,51342,42002,21493,1295,6567,5387,18191,45819,76084,93521,92791,86394,71528,48716,42757,29840,348372,73374,43620,34885,28089,21390,15850,12293,11242,11184,7568,9728,22327,17823,22652,28252,36919,39041,38468,41148,49094,58019,79191,184661
568,3,2,3,1,2,3,512984,203574,89458,33216,13980,7622,3421,1877,1155,801,475,544,420462,191043,99974,58122,40129,25894,14489,9257,5503,2892,1285,442,365318,183911,99256,64242,43787,35306,27558,21543,15429,9781,3349,337,71948,67044,74040,76543,85961,90614,96150,94933,88617,71072,40552,12613,162995,172354,104726,75293,59888,56258,52039,50828,47053,43592,33286,12419,1246,90458,246543,162448,128153,90046,62514,52695,24078,9525,2974,366,1282,91490,229456,182002,124787,86165,68944,49512,24834,9400,2834,340,218567,175543,113980,79719,59532,50819,43621,37965,36705,33165,18765,2090,231149,186701,120596,87313,69749,52716,46569,32929,22281,14156,4705,455,34219,4069,6430,11756,17906,25620,33127,42944,60216,93087,177358,363004,170160,97085,86858,80204,71492,64717,61326,61371,53990,43140,28150,50588,178473,167008,107381,82941,66571,55478,47047,39895,32724,26368,24377,41456
569,1,3,3,1,3,3,273227,104372,13740,3104,1005,679,408,346,275,264,313,279,252556,114456,19234,5236,2602,1269,824,562,414,395,530,295,234543,109598,31492,10174,5063,2797,1715,1096,708,600,694,211,21187,23306,29919,38943,48875,53891,57238,49560,39806,22949,9421,3840,98140,119654,56489,37768,27070,20657,14766,10953,7251,4380,1959,428,1,8183,23988,38961,67850,87105,92495,65859,12857,2003,361,14,0,8212,21158,42243,68034,83789,103809,57706,12281,2042,390,13,162467,100313,56074,32272,19052,11554,7209,4544,3069,1906,747,127,90029,151159,93418,33309,14080,7461,3767,1965,1061,774,557,232,4546,960,1013,1294,1621,2372,3494,6147,11874,29164,82947,253244,31534,32499,33484,34312,35362,38174,41974,45660,41792,30260,18781,14508,138417,93259,53073,35186,24431,17190,11864,8303,5874,3925,3099,4284
570,3,2,3,1,2,2,452286,125091,51185,21292,19460,9744,7176,2738,1950,803,615,245,375314,113952,54911,34122,28467,23447,13816,16208,15532,11476,4781,303,330628,101547,58544,35266,24556,26838,19260,20878,23053,23775,26598,1210,49049,75603,63125,50401,55165,58532,60638,58245,76160,72447,51454,21185,127540,152665,67476,42814,36064,33815,30405,32134,35195,39734,44365,49798,604,101390,151698,79849,60829,51995,48701,69488,60937,50280,15279,495,656,109319,139317,89395,64560,43095,54684,63820,65886,46455,13931,427,181764,136877,58213,46221,39244,35077,30462,27087,31225,38084,45928,21813,206312,128314,96842,58532,47078,20227,32637,26438,21863,29703,29947,2918,14216,2363,13043,22729,25323,27387,30530,33060,44729,62686,99667,315106,209475,80239,71996,61468,55303,44989,38425,34613,29261,23084,15396,20388,141894,127483,69014,48245,39471,35298,32476,30892,29340,27115,30695,72924
571,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,6,4,0,4,10,40,0,0,0,0,6,20,12,6,5,6,30,41,129,19,11,4,8,5,10,6,9,6,4,22,96,45,26,19,13,11,11,27,20,11,8,12,0,0,0,1,7,10,11,21,27,22,1,0,0,0,0,0,6,8,15,24,38,21,0,0,0,7,12,35,45,54,19,35,33,33,63,74,172,20,11,19,10,10,4,9,11,20,38,96,139,3,0,0,0,0,0,0,0,0,0,154,313,0,0,0,0,0,0,0,0,1,6,90,0,4,9,8,13,37,71,91,8,10,5,101
572,3,3,3,3,3,3,14,6,0,0,0,0,0,0,1,1,5,8,16,11,7,3,13,2,1,5,0,0,17,30,2,5,18,15,24,17,17,5,1,9,27,35,167,10,11,13,11,0,5,6,1,0,0,0,120,30,15,20,10,10,18,2,6,0,0,0,0,0,17,17,24,9,1,0,0,0,0,0,0,0,20,18,10,12,8,0,0,0,0,0,17,12,44,29,41,17,3,10,14,25,20,13,172,8,4,8,3,7,6,3,11,4,16,24,196,5,2,1,0,0,0,0,0,0,0,70,182,0,0,1,0,0,0,1,1,1,8,118,0,2,9,11,11,32,63,98,20,6,5,15
573,3,1,3,1,2,2,6436,170257,150460,64638,45961,28068,17745,10313,5683,2728,1645,3269,6805,90261,123005,95936,58283,45408,35762,23864,14610,7386,3476,2367,12771,116612,112333,68975,52419,41095,33218,28141,21293,13800,5065,1404,17270,6853,9342,13305,19248,26117,34744,52759,90731,108460,90201,38045,28238,60635,51538,43533,35434,37106,38359,43140,51598,58863,45005,13410,317,11840,83473,90456,94594,88004,66203,51759,16757,3075,80,1,321,13228,78753,99891,98576,77845,71127,46488,17165,3089,75,1,34763,71605,65653,48135,45324,38873,40723,44519,43658,44465,26191,3036,17806,11491,20016,40769,47521,70135,70904,67537,70865,63839,25256,2548,8168,2144,3286,6345,11732,18832,29042,43669,66375,99800,143406,73997,101440,71354,47829,36377,30009,27923,29341,32748,35414,36079,31857,25175,70134,75346,56772,45957,41062,40307,39422,37419,33268,26842,21509,17516
574,3,1,3,1,2,2,173417,206940,123602,46440,37713,15375,10442,5318,4337,2663,1242,2018,121315,133362,94877,73986,64139,52415,30208,27504,18321,9175,2924,1585,103224,96131,79121,56906,48088,56098,44073,47931,48572,33611,15282,1099,35293,30826,37255,40376,54544,66260,71475,71827,92083,76746,41529,12243,58650,74509,43488,35252,33563,34117,35049,42136,55413,74470,91105,53626,342,34066,78796,56363,66188,75463,77253,111444,87483,42186,2190,31,454,37394,72233,62474,73256,65118,86451,103043,94280,35138,1764,28,79549,67101,45739,43322,42575,42899,44034,46194,61236,81040,68262,9086,61444,77209,97628,69076,63311,35954,56316,50441,46154,51440,26358,2171,13746,3025,8205,25168,48223,61612,65753,62712,70069,76463,84772,109023,265158,70167,46504,37401,32259,29463,27347,25829,22838,20650,17340,26821,85911,60485,39194,34776,33431,33669,36106,39537,43137,45874,57228,113575
575,1,3,3,1,3,3,135106,237085,45936,5528,2385,933,572,411,353,264,190,114,192029,198185,25021,6042,2817,1415,777,664,507,420,494,183,242461,132640,29675,9839,4848,3057,1808,1347,981,694,686,283,21572,33608,36371,35919,43980,49062,51819,47402,53645,36487,14328,3938,113989,134790,60131,37697,27108,19329,12898,9437,6167,3765,1808,529,5,2889,36849,96792,121551,85957,48784,25397,6851,1766,306,30,10,3167,32018,110372,126403,71815,52472,22199,6626,1733,331,31,188232,112924,50431,30559,18636,11101,6770,4055,2722,1519,610,179,90722,126286,124582,53802,23007,5825,4866,2166,1143,1233,1017,228,4660,1596,1400,1551,1870,2402,3466,5304,11087,27068,95688,271086,23115,24542,26411,28628,28908,33253,36714,44787,51656,54532,51732,17714,144526,123208,51463,32284,22220,15313,10969,7413,5017,3388,2602,3950
576,1,3,3,1,2,2,254850,84739,13248,3637,3116,1655,1592,1258,1056,1161,1905,16865,269744,59274,17002,7763,4935,3333,1667,1681,1491,1630,2918,14232,260733,55812,19838,11633,7075,5812,3453,2825,2351,2003,3081,11673,41161,38987,31091,27770,28786,26925,36186,30968,40081,37772,24787,22413,121345,119151,42485,23861,17052,13330,11057,10188,8537,7078,5177,9509,10660,143011,152906,41981,19219,9097,5405,4911,2051,517,72,10,11344,151784,140832,46661,19014,7276,5837,4434,2121,411,67,10,175176,95017,34655,19986,14500,10802,8412,6459,5876,5129,3636,8409,131203,99251,60870,32532,18971,11066,7476,4799,2954,2844,3850,14194,3196,5573,3774,4232,5154,6587,8658,10282,15150,24710,59401,239119,25166,24052,28470,32283,35809,35297,33291,32924,28958,28955,36636,40636,167459,82816,35481,24006,19086,16056,13009,8655,5465,3650,3185,4425
577,3,2,3,3,2,3,43485,239119,151079,63387,40593,19544,10771,6618,4781,3553,2674,9627,59188,112684,130507,85415,67934,51876,30920,22971,13667,7540,4805,7514,76977,134535,94377,65337,49487,45594,35707,32357,28757,18075,8187,5362,37665,28948,26021,24571,26861,30128,41099,41080,60870,87932,95890,93357,49199,69093,52133,37970,35236,44912,49174,53771,59564,63950,55190,22743,1832,73426,98907,63166,70888,71370,64574,69746,45770,28698,3217,8,2040,77890,91544,70205,75367,62602,70822,63542,48913,25562,2780,8,58189,91559,55281,50849,45984,47260,43710,48535,51986,54661,38071,7492,57936,41581,42342,39804,47888,52800,61361,65816,75687,69808,37828,8123,16040,4541,8550,18147,27254,31686,35103,40569,55923,81059,121998,151941,141056,79882,63014,50703,40088,33875,27453,23098,23184,28539,39474,34326,91256,70668,62637,54435,49148,45547,41589,37268,32875,26327,25973,48381
578,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,15,6,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,17,11,11,0,1,18,3,0,0,11,0,109,43,4,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,14
579,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,4,2,2,4,9,6,13,7,1,3,3,2,2,5,8,8,14,8,15,8,74,6,5,3,1,0,0,0,1,1,0,0,33,38,15,9,6,5,3,3,0,0,0,0,0,0,0,0,0,2,2,5,9,9,5,8,0,0,0,3,2,1,0,7,15,6,10,4,6,5,12,15,20,25,38,27,18,16,11,3,107,42,11,9,6,7,7,7,5,5,11,7,92,4,0,0,0,0,0,0,0,0,0,20,82,0,0,0,1,0,0,0,0,0,2,67,0,0,2,7,6,15,23,39,13,4,2,33
581,3,1,3,1,2,2,49433,196179,100066,30296,13702,7207,5294,3384,2238,1737,1230,976,9127,54238,88400,76441,61050,43927,30369,19002,11964,9412,6205,1607,5737,25792,54301,58331,60718,53733,45209,38443,33357,22860,11686,1573,3475,4571,6565,9394,13316,19402,28924,47127,62223,86995,84061,45683,2418,3615,5095,8185,13037,21797,35827,54560,76242,96150,74363,20313,214,2014,5859,13887,32801,57677,82978,116843,74719,21901,2572,46,224,2013,5012,14662,31948,53921,91423,114123,72734,22986,2434,33,1930,4435,9459,17276,27401,41520,50885,64117,73593,73232,42471,5356,4783,12752,16721,21516,26255,33051,41613,54938,68166,82548,46278,3121,1592,2350,4604,7927,13741,23482,38488,58547,80755,90539,66873,22838,241936,89779,36725,17010,8680,4957,3368,2439,1895,1358,1135,2320,2684,8837,16662,26276,37626,50361,59242,62967,57083,41928,30081,17853
