census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7
487,2,1,3,1,2,1,14285,106334,117433,53424,12825,1037,169,28245,99625,97037,55571,20371,4489,169,24822,80448,72347,61443,43861,21870,716,48332,57575,62485,60197,49654,23762,3502,33480,40550,62373,68487,62404,34764,3449,1812,9718,14416,38932,97585,113419,29625,1793,9518,16408,38104,95655,115648,28381,30481,44623,69972,75254,60266,24003,908,52881,65788,73390,55787,39754,17422,485,18170,16622,47039,64425,74116,71183,13952,34527,61709,64032,54804,41403,22934,26098,21941,40788,65838,73591,64334,30902,8113
488,3,3,3,3,3,2,571,30612,183315,181421,106412,55146,13890,2487,70268,209403,156209,87691,36115,9194,3959,89246,169552,146847,104305,50440,7018,154259,126528,99948,91818,67681,26764,4369,56516,135636,153738,116081,78904,29200,1292,21,3786,9827,28734,147537,262791,118671,21,3474,11224,28053,141466,272430,114699,30560,101181,171988,151077,84870,29505,2186,70073,135162,157487,110722,71582,24132,2209,75802,76699,102438,115199,108909,79788,12532,10160,38716,61420,86807,130544,151130,92590,27627,82730,150292,153872,104480,39704,12662
489,2,1,2,1,3,1,38871,101653,37018,11118,942,20,0,60029,77615,28274,15963,6705,1034,2,53068,56660,29393,20660,16605,12900,336,35869,49279,38825,31286,22673,10376,1314,26153,40168,34634,32331,29804,23481,3051,683,8273,26915,49516,57641,40183,6411,656,8266,30945,46715,55495,41496,6049,28614,48004,37791,30896,25637,17924,756,60307,53018,32896,21390,15689,6168,154,454,8730,20613,28206,36513,58763,36343,36729,46064,34617,28048,22926,14841,6397,6876,40134,42317,37390,31898,21462,9545
490,3,3,3,1,3,2,5527,111173,76186,28833,13231,4021,343,13422,127851,64737,21802,9421,1980,101,26947,117417,54872,25492,12184,2339,63,66281,74353,53638,27106,12012,4852,1072,53714,91941,50640,24783,12631,5072,533,0,4188,7665,52688,131776,39907,3090,0,4098,8709,54926,126093,42648,2840,36956,91317,64428,29235,13452,3849,77,72154,109000,40557,10974,4903,1679,47,21632,11025,16469,29885,57060,80606,22637,8007,13259,18257,29378,54655,69145,46613,26282,62463,69792,45506,21760,9722,3789
491,2,3,3,1,3,2,12852,155925,98355,36754,14907,2629,363,29065,170250,73489,34279,12360,2192,150,41600,130350,68048,44116,25593,11777,301,70935,101193,70275,38320,24136,13773,3153,62880,86909,61153,46705,37947,23889,2302,1,5068,13439,75443,141775,76722,9337,0,4862,15231,74792,140476,78025,8399,47419,94035,73970,51755,36322,17825,459,93593,121034,49086,28263,20227,9334,248,19882,12570,28798,50590,81865,106037,22043,29099,43710,39558,43867,60438,62514,42599,28983,70268,81560,66090,44348,22536,7999
492,3,3,3,3,3,3,7325,94021,205668,93389,38057,19903,8803,18966,109936,206370,81201,31813,16713,2167,21551,156370,149494,78512,43997,16458,784,139733,135227,103421,60997,22336,4849,603,49337,175356,126215,63667,38459,13391,741,0,2806,15443,50165,222169,157620,18963,0,2619,17881,50753,210385,168250,17278,29723,143755,148387,86132,46781,11990,398,95959,187663,116879,44932,17549,3940,244,40377,39104,69166,92926,114009,94367,17217,13123,33705,39781,50699,103058,150550,76250,17926,85693,137559,118321,74774,27066,5827
494,3,3,3,3,3,3,0,349,540,904,808,796,437,52,470,536,850,596,862,464,47,563,766,616,566,928,340,1440,440,504,674,558,184,23,1088,400,351,439,701,682,155,0,2,82,160,890,1128,1540,0,0,96,171,844,1210,1481,799,560,373,380,605,881,223,1190,331,315,442,601,787,171,1481,787,507,345,326,322,55,33,228,486,622,694,538,1209,319,602,630,528,598,545,583
495,3,3,3,3,3,2,0,912,2227,1794,1906,936,111,138,2696,1967,1833,948,258,46,395,2923,2385,1570,434,148,31,5650,1968,220,33,10,2,3,3557,2332,1251,564,136,39,7,0,282,1531,1738,3059,1216,60,0,243,1613,1616,3267,1080,67,2728,2024,1604,1073,357,79,21,5210,2162,322,110,34,36,12,2803,697,773,1100,1464,1007,42,14,70,202,408,898,2237,4057,2102,1179,1551,1437,1134,387,96
496,2,3,3,3,3,2,2523,21459,18148,8122,1788,516,269,5650,24586,13737,6445,1801,427,179,5932,18941,12269,8897,5320,1335,131,11721,18363,12217,6064,3034,1222,204,6112,11303,11165,10637,9037,4403,168,0,630,1291,8203,23615,17699,1387,0,655,1507,8441,22827,18224,1171,4573,12325,12631,10729,8595,3824,148,13331,19059,12037,5738,2151,415,94,2328,2858,7693,10806,12862,12764,3514,5627,9936,9399,8387,8028,7270,4178,2239,8024,12041,11851,10153,6011,2506
497,3,1,2,1,2,1,13575,95319,175533,206661,113609,32489,435,20645,89826,191753,152119,119642,62712,924,15298,71287,120683,116473,128095,169334,16451,109662,148523,135734,121286,82297,33425,6694,27907,95709,122351,119634,130921,123280,17819,1158,15179,21772,77557,174527,215999,131429,1106,14985,25321,77795,164538,226344,127532,20015,71540,129867,128501,145520,134854,7324,57107,94942,132139,136625,138663,75420,2725,63052,172384,129070,107702,95112,62945,7356,81249,100251,92352,101797,129137,104554,28281,15910,67185,102878,118287,133919,125522,73920
498,3,1,3,1,3,2,1370,31462,173916,258442,215716,90801,2346,2001,61518,171294,179186,203138,153304,3612,3269,54465,103763,122531,158701,306738,24586,115991,231864,189773,139564,75500,19723,1638,17104,101810,162436,187371,200655,100369,4308,1168,8370,17067,79074,197476,305848,165050,1145,8175,20522,79920,184875,322132,157284,10117,67093,142112,174273,240891,137523,2044,28492,95656,174357,198462,195754,79622,1710,179216,236332,122215,95640,82900,53572,4178,16477,59587,109140,177259,237622,147015,26953,11541,74604,126503,141336,191494,175062,53513
499,3,1,3,3,3,2,8120,236966,514527,303097,160012,41755,2230,20430,450748,372868,213797,147332,59945,1587,27996,397320,293423,205295,182061,154388,6224,118488,231825,262436,276614,215887,116111,45346,88818,405253,317550,206789,165467,79729,3101,1665,29459,80764,307645,440277,322281,84616,1602,29054,95516,301834,426844,332593,79264,55110,398893,336268,227031,177540,71514,351,69989,225562,394903,313272,189401,68386,5194,56162,159478,170203,195146,249854,318108,117756,25129,89472,145287,231913,370033,314152,90721,130306,353914,292564,219311,161753,85325,23534
500,3,1,3,1,2,2,11473,284980,360473,259180,106045,23652,613,18408,279800,312652,235646,139261,58825,1824,14749,178125,239593,237371,209814,154004,12760,138258,205328,200650,209807,177050,95585,19738,44592,196178,277221,253906,182331,87572,4616,3576,12731,24117,119324,320888,433066,132714,3622,12513,28742,121274,310815,444583,124867,20111,160695,300726,294719,198467,71378,320,74801,184242,257908,246359,192823,87052,3231,50308,170848,203561,212422,202138,165863,41276,26547,95016,191774,271115,275609,150766,35589,39643,175358,262708,264755,187226,86704,30022
501,3,1,3,1,2,2,0,1,0,1,1,3,1,0,0,0,1,1,7,5,0,1,0,5,9,6,7,23,2,1,1,1,0,0,22,8,5,3,2,2,0,0,0,0,4,4,4,0,0,0,0,3,3,9,1,0,1,6,38,17,25,18,68,10,9,15,12,9,31,36,0,0,0,0,0,0,40,0,0,0,0,0,18,0,0,3,14,15,1,23
502,1,1,3,1,2,2,0,0,0,0,0,0,0,0,4,2,4,2,1,8,0,2,2,9,7,7,8,28,3,4,0,0,0,0,24,8,2,6,2,0,0,0,0,0,0,2,22,0,0,0,0,0,4,30,4,0,1,28,51,21,38,15,93,8,10,14,7,13,30,44,0,0,0,0,0,10,40,0,0,0,0,0,27,0,0,0,17,24,1,13
503,3,3,3,1,2,2,0,0,0,0,0,0,0,3,3,3,1,2,2,7,4,12,6,7,3,12,12,62,5,2,2,4,2,0,52,15,8,5,9,2,0,0,7,5,8,12,0,0,0,2,11,14,5,4,0,0,13,32,25,24,24,15,84,10,9,6,6,10,29,63,5,2,0,0,0,30,100,1,0,1,1,3,21,0,1,3,20,54,7,22
504,3,3,3,1,2,2,2250,27998,220768,344384,72891,9582,434,5877,96604,373708,153831,40877,7225,185,10033,178415,251833,130486,81873,25367,300,51604,121816,166452,169802,113896,46691,8046,21175,101812,230672,184089,108146,31511,902,994,11809,31172,163582,273939,158258,38553,1014,11606,36233,154471,283484,154636,36863,18212,153678,259065,155189,79772,12348,43,31365,127380,239405,213197,59994,6837,129,15083,38293,85637,135521,193059,181349,29365,14691,71995,118517,162349,188413,97171,25171,22838,126740,202537,163727,106120,46442,9903
505,3,3,3,3,3,3,40,93283,177067,489208,245189,58743,6048,29991,184425,392932,321907,107153,31297,1873,62258,233380,355223,215594,141938,59468,1717,165320,288094,265406,195754,107345,41230,6429,70009,248819,285942,218765,157722,80972,7349,17309,189925,217479,349872,214447,72633,7913,17681,189846,246927,327553,208945,71192,7434,80637,251073,326521,221156,143031,44712,2448,142119,281963,293102,231906,98176,21395,917,40268,76154,178157,253868,258741,225851,36539,31298,107371,149938,191130,263220,245288,81333,43076,185052,270136,243616,192301,105901,29496
506,1,2,3,1,2,2,6379,65711,102142,161014,67570,8142,4802,20735,80334,119020,139280,41868,9089,5434,42537,74509,119427,105804,52752,15189,5542,26063,66003,108540,114874,71307,23497,5476,26286,70611,80430,94163,80754,48559,14957,8630,111600,159702,107849,23250,3810,919,8932,110783,174594,93827,22838,3899,887,45979,71878,99545,93624,62553,33703,8478,34521,71373,117898,122790,52116,12090,4972,13491,11134,49279,106049,111131,77979,46697,36779,69773,77153,75571,80305,58040,18139,24918,72014,80867,89484,75664,43598,29215
507,2,2,3,1,2,1,138531,170439,166848,82958,26957,3469,421,178448,129058,141902,94611,36231,8601,772,178481,95914,115218,111401,66947,20580,1082,40147,117029,167132,147597,85691,28238,3789,76806,115210,68924,94512,118873,92356,22942,4058,166144,195646,173645,45181,4885,64,4153,164401,215344,156078,44551,5041,55,128695,94131,77656,106949,105872,67741,8579,114037,158995,151225,103410,46488,14353,1115,16479,9163,55416,132950,122985,91961,160669,116998,148062,113077,92569,68698,27205,23014,68738,109304,70590,89605,113663,88629,49094
508,2,1,2,1,2,1,719378,482743,206871,91772,29310,6492,6858,873306,325458,179624,104598,39197,12483,8758,871640,275973,165450,127201,69770,23977,9413,59514,184175,343013,451715,340136,135065,29806,452024,423492,177581,156704,165856,134362,33405,101374,704246,365528,292612,68698,10318,648,100842,699130,402310,262082,68328,10105,627,672803,309747,166731,153123,139535,83900,17585,428070,591927,226985,166021,92901,28631,8889,18733,9983,34890,108973,196602,299713,874530,218180,228209,236163,306160,365795,161359,27558,497634,375103,196244,170152,153221,100127,50943
509,2,1,3,1,2,2,6455,315561,343788,408227,116216,15263,4538,80808,352780,419410,270023,65279,16392,5356,187657,346166,354482,207254,83556,25667,5266,73944,139571,235685,317907,292213,133890,16838,74682,265886,279347,289868,192209,88745,19311,424,245290,258131,333300,279706,87682,5515,382,242222,284107,308922,284913,84424,5078,160602,300594,316240,247243,122094,53263,10012,115814,285959,306353,311719,148594,36750,4859,31615,20832,66760,174865,301845,378325,235806,71607,169277,230482,271764,278956,139693,48269,84811,300209,302937,259973,163024,66648,32446
510,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,12,9,14,5,23,0,1,36,45,37,33,58,196,38,16,2,0,0,0,154,48,17,47,7,0,0,0,0,0,0,4,22,54,0,0,0,0,4,29,47,1,5,63,86,53,47,32,161,30,18,12,5,30,38,265,1,0,0,0,0,60,300,0,0,0,0,0,80,1,1,7,77,207,21,32
511,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,9,8,15,40,4,2,5,1,3,1,11,15,9,4,6,4,0,0,0,0,0,1,7,8,0,0,0,0,2,12,2,0,0,6,20,8,15,14,28,4,1,4,5,5,16,43,0,0,0,0,0,30,70,0,0,0,0,0,20,10,0,2,9,44,6,0
513,2,1,3,1,2,2,8877,110793,217431,216959,102739,17249,952,9529,97590,199596,198323,126050,42837,1075,8305,68053,138533,160956,172022,122572,4559,161435,208185,142861,87961,48402,21271,4885,18228,90031,231174,199302,102197,33426,642,250,8064,2966,12237,71359,197648,382476,253,8047,3315,12518,70268,201275,379324,13054,48567,183885,223755,160921,44613,205,44427,149419,214931,158689,84467,22590,477,87248,201566,123469,93854,90944,65591,12328,3527,33996,94674,172527,224576,119790,25910,15612,65151,134387,162420,177115,96656,23659
514,1,1,3,1,2,2,2572,310953,287060,152951,64961,11352,408,6352,291062,262650,146111,89848,33469,765,6841,200346,236895,158276,127747,96424,3728,76929,166529,188576,194337,141127,55123,7636,32130,216427,278136,171999,92166,38236,1163,5080,6968,15742,123662,289097,302638,87070,5132,6898,20006,126654,273557,319253,78757,16051,164828,296293,191673,117455,43743,214,46504,167102,267488,200559,115809,32020,775,31392,110495,125077,144550,193770,191144,33829,4673,37492,106252,230369,281810,140446,29215,34270,210605,258490,171512,98078,43891,13411
515,3,1,3,1,3,2,14155,339511,373980,214588,110109,27813,2094,29798,363258,314837,182230,129278,60607,2242,30126,268340,285653,186126,155260,147470,9275,108417,191940,223784,241625,199034,98985,18465,57217,291986,326087,189908,130968,82338,3746,12543,21569,49611,228341,366244,328448,75494,12849,20917,59047,223528,359442,335834,70633,38664,237707,354834,213125,158199,79145,576,69948,193658,324825,244109,164558,81110,4042,50290,143258,165390,180681,232258,249773,60600,19001,70920,129412,260436,362727,187617,52137,73796,279888,291211,203873,140244,71935,21303
516,3,1,3,3,3,2,19818,258644,555771,454283,305682,69833,2834,34844,251170,433881,415864,358291,170628,2187,39670,180269,301324,319353,367602,442043,16604,254361,418723,383951,303055,199982,87612,19181,105950,288522,337553,330179,332577,241738,30346,13972,36848,61828,224990,483572,639548,206107,13507,36381,70474,211610,503719,625149,206025,58981,190200,363205,385563,415465,247550,5901,135296,290044,390282,369530,321844,153544,6325,147046,407123,383632,310969,241202,153590,23303,116893,197711,225013,285911,385982,337187,118168,59597,215004,318676,346871,356569,277793,92354
517,3,3,3,3,3,3,31785,266469,324767,253002,117203,20413,2389,95257,385513,281695,164258,68824,19393,1088,122707,308034,233286,167523,111237,68583,4658,306155,327056,179534,97446,64290,34734,6813,153517,182086,180720,176381,162552,130695,30077,469,15310,72038,198224,361748,305209,63030,459,13936,84418,192490,354697,310411,59617,143534,196533,195854,186482,166594,120498,6533,280898,363582,190844,91644,56235,30398,2427,72558,118123,174615,186081,189217,196968,78466,160125,181698,155275,137937,135018,123184,122791,79445,138410,153829,171210,174718,147976,150439
518,3,3,3,3,3,3,2117,8215,7896,8535,11156,8979,1246,5709,13310,10519,9319,6598,2267,422,7919,16830,8975,8528,4489,1198,205,36978,5674,2464,1325,1003,494,206,23799,14399,6323,2581,808,218,16,0,942,8364,13399,14773,8246,2420,0,659,9475,13010,14436,8265,2299,17508,11537,9170,5471,3415,964,79,31472,11340,3214,1194,563,280,81,17933,7720,4396,3962,4388,5538,4207,50,336,1115,2318,4810,9430,30085,11735,9237,8538,8323,5368,2949,1994
519,3,3,3,3,3,3,0,34,654,3209,6284,5307,379,8,980,5190,7175,1855,589,70,150,7927,4164,2355,1013,228,30,15405,237,95,53,50,20,7,11646,2717,1018,315,111,48,12,0,578,7829,1365,3191,2493,411,0,215,8299,1317,3154,2508,374,9312,1824,2278,1571,711,153,18,13980,1316,325,126,81,29,10,12943,1529,567,341,303,154,30,14,37,49,118,272,1280,14097,8821,607,1171,1813,1585,1057,813
520,3,3,3,3,3,3,10,1,1,0,1,1,0,42,3,2,7,2,7,0,42,28,3,11,7,7,0,140,0,0,0,0,0,0,165,10,0,0,0,0,0,0,8,50,0,0,0,0,0,4,64,0,0,0,0,117,63,39,34,20,0,0,283,18,0,0,0,0,0,82,1,0,0,0,0,60,160,0,0,0,1,0,61,0,0,5,23,90,5,55
521,3,3,3,3,3,3,0,0,0,0,0,0,0,20,9,9,10,8,8,6,0,20,13,22,13,18,19,104,8,3,5,7,1,5,79,30,11,9,15,10,0,0,6,0,4,18,14,8,0,4,2,9,25,10,6,0,3,53,52,34,28,40,108,17,13,13,12,11,50,111,10,10,4,0,0,40,126,3,3,5,10,11,52,0,0,11,36,87,17,43
522,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0,3,3,3,1,11,0,2,1,6,11,5,24,43,2,0,1,1,6,3,37,5,7,13,3,9,3,0,0,8,4,6,4,4,0,3,13,4,4,2,4,2,14,29,19,15,17,23,82,10,8,11,4,15,38,62,0,0,0,0,0,10,80,0,0,0,0,3,24,1,2,1,11,47,4,33
523,3,1,3,1,2,2,0,0,0,0,0,0,0,1,3,6,6,0,1,11,0,2,10,16,4,15,9,64,2,4,0,0,0,0,54,25,9,3,0,0,0,0,0,0,0,4,22,4,0,0,0,0,4,10,22,0,1,25,51,28,26,2,74,14,10,8,6,21,7,72,0,0,0,0,0,20,90,0,0,0,0,0,36,0,0,12,29,47,1,30
524,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,0,0,3,7,12,13,31,5,2,0,3,0,1,18,12,8,5,6,0,0,0,0,0,0,0,3,15,0,0,0,0,0,6,14,0,0,2,19,19,25,12,28,5,0,12,12,8,19,45,0,0,0,0,0,10,50,0,0,0,0,0,18,0,0,6,11,28,5,10
525,3,1,2,1,2,2,24,5,1,0,0,1,4,12,10,2,8,2,4,11,3,10,11,7,3,12,10,59,1,1,4,3,1,1,51,14,4,1,5,2,0,0,0,2,17,5,0,0,0,0,6,14,8,0,0,1,19,27,25,18,14,8,78,5,8,6,5,5,12,65,1,0,0,0,0,20,42,1,2,1,1,3,53,1,5,10,23,42,6,10
526,3,1,2,1,3,2,972,287442,572371,351256,260133,99431,2268,17984,299128,495444,316654,248136,189036,7491,23938,344421,359998,244084,253366,316223,31843,409330,412979,307309,209650,132765,76820,25020,215186,517018,306991,222216,200294,109939,2229,3708,28744,80043,217060,314439,524672,405207,3427,28844,91993,207188,315502,526776,400143,84315,445310,390921,294444,266425,92111,347,208643,360059,376500,295251,237236,94199,1985,271756,339425,238367,209117,219757,239663,55788,4061,43333,118229,192380,322111,586702,307057,165258,319687,319688,279209,246482,183393,60156
527,3,2,3,3,3,2,237824,282909,208412,182601,147055,47982,1956,174566,284404,200996,185154,164322,96539,2758,117084,258670,185531,142540,164975,229882,10057,260664,323375,221822,149412,83828,47637,22001,175921,230410,174629,178141,207204,127284,15150,27368,97275,87917,203454,251750,274766,166209,26292,97664,99761,197434,239932,286391,161265,120178,235230,202531,206772,241822,100098,2108,237132,251724,214949,194174,151240,56509,3011,143668,208325,150622,151750,182038,181125,91211,111508,116942,140508,172136,221635,238437,107573,114685,187290,178632,166858,177455,184262,99557
528,3,3,3,1,3,2,330235,424666,93458,19062,2257,215,89,363927,400457,88611,15227,1373,331,56,287766,334922,144005,72606,26007,4473,203,198027,265415,149632,102878,68179,50213,35638,156412,187427,144580,126391,133917,105622,15633,2292,34480,117562,263541,264993,156544,30570,2065,33415,135089,256830,245656,169288,27639,206985,221961,139827,124466,108070,66589,2084,377319,289759,122178,48205,21995,9962,564,17228,36708,55744,90602,149599,268942,251159,262374,157782,129104,111583,94205,67963,46971,136656,183426,132771,107968,93511,76873,138777
529,1,3,3,1,3,2,368644,105476,5510,1469,830,819,4330,321832,137687,17975,3449,1202,1117,3992,280720,139406,45841,12821,3761,1754,3232,64177,59807,69701,86340,95081,73353,39431,112986,130407,88291,76060,60631,17269,3287,12048,139114,137549,118433,68153,13200,1018,10688,126626,154309,112078,71212,13566,952,177560,134305,80402,62937,25190,6596,1591,167072,170866,87470,38424,17381,7413,4265,6720,11206,15912,20909,36467,100779,294774,100689,98894,87042,71913,58933,38686,26332,153795,123835,76930,49604,28152,17769,33067
530,3,3,3,3,3,3,278429,286074,154993,51454,20269,2572,4410,239285,359518,118408,52258,19724,4192,4243,163705,335324,143129,78412,49544,22799,4101,204994,229975,146599,98039,64066,35598,17112,160689,234153,143073,106819,84402,53913,11500,29437,124003,137158,239733,181644,73652,8081,27800,124060,155275,226872,177193,74936,7483,137932,248334,165771,115288,81375,42965,3562,279656,301877,129125,52602,22990,9118,3879,22349,48871,86177,122926,174340,192637,148972,119862,105942,97583,101128,134058,168541,66851,120974,156165,159700,129179,100744,72233,54931
531,3,3,3,3,3,2,21755,203782,239131,210382,177929,46684,1267,20887,200458,179514,173040,183837,139207,3987,17321,183442,134135,118175,150339,274702,22816,181197,258198,204756,140098,78182,32182,6317,84459,194736,155650,156293,182693,118110,8989,2771,16799,32180,111248,191796,366866,179270,2524,16832,37404,106871,196135,361460,179704,34141,176963,175291,180493,231306,101179,1557,106218,176953,183813,187968,173757,70459,1762,169139,226165,131133,104814,115763,124221,29695,29880,75188,117088,160119,212896,229747,76012,49382,146363,146777,141332,163403,173541,80132
532,2,1,3,1,3,2,111730,649426,483086,293356,129325,34374,6821,221882,581837,456586,261391,126136,51752,8534,228111,509554,413938,284980,178091,82376,11068,141717,238278,322418,351293,360950,243833,49629,125323,265264,389559,411110,302036,175289,39537,4997,130539,230113,424900,508295,349608,59666,4797,128216,262047,406235,491895,359332,55596,164667,396176,445274,347112,216972,115288,22629,186888,339501,365688,370786,287297,142098,15860,49361,48957,138731,260316,395816,562276,252661,187619,361795,396438,339215,228550,104065,90436,112036,347456,422128,371922,260587,133020,60969
533,3,1,3,1,3,2,0,3,1,4,0,4,9,0,0,1,7,15,21,40,0,0,5,23,42,35,42,127,17,10,4,2,1,0,89,34,14,22,16,0,0,0,0,0,0,0,2,52,0,0,0,0,0,3,59,0,2,36,82,48,49,21,164,30,25,10,9,26,23,180,0,0,0,0,0,20,130,0,0,0,0,0,108,0,2,7,38,129,24,24
534,3,1,3,1,3,2,0,0,0,0,0,0,0,1,6,7,5,12,0,25,4,11,18,17,12,14,29,135,5,12,4,6,4,2,127,37,14,16,29,8,0,0,2,13,41,28,4,0,0,0,31,31,33,11,0,12,42,93,81,47,59,79,265,30,18,27,20,14,95,114,6,3,3,1,1,90,250,1,0,0,1,1,69,3,2,2,56,105,13,109
535,3,1,3,1,3,2,0,0,0,0,0,0,0,5,6,6,4,4,7,17,0,8,22,31,19,28,39,165,22,7,7,2,0,0,94,50,17,24,15,3,0,0,0,0,0,0,10,48,0,0,0,0,0,17,47,0,3,98,75,56,58,25,229,31,22,19,19,40,25,181,1,0,0,0,0,80,220,0,0,1,1,4,56,0,0,1,23,161,50,16
536,3,3,3,3,3,3,54,1254,1937,2163,3153,7410,2790,133,1635,1889,2335,3409,8353,1007,227,1958,2026,2390,4600,7195,365,12707,3736,1100,527,261,189,241,1377,3498,5773,5047,2271,666,129,71,523,297,3030,11605,3165,70,61,531,351,3281,10830,3644,63,786,1031,1975,4025,6176,4468,300,2955,4840,4467,3521,1934,880,164,10429,3648,1758,1195,900,567,264,163,474,824,1169,2418,7162,6551,874,478,1144,3233,6294,5577,1161
537,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,4,6,9,7,32,4,2,2,2,0,0,23,16,7,4,3,3,0,0,0,0,0,0,16,12,0,0,0,0,0,17,23,0,2,18,52,34,39,9,83,18,20,8,5,17,31,33,0,0,0,0,0,20,70,0,0,0,0,0,9,0,0,1,15,28,3,21
538,3,1,3,1,3,2,0,0,0,3,1,0,3,1,0,1,2,3,6,8,3,0,2,11,9,7,10,39,3,0,0,0,2,5,37,7,9,1,1,5,3,0,0,2,14,2,2,0,0,0,4,11,5,2,0,2,9,21,14,6,14,11,48,2,1,7,8,5,13,51,1,0,0,0,0,10,60,0,0,0,0,2,25,0,1,1,14,37,3,20
539,3,1,3,1,3,2,17398,152368,469951,470937,261518,92036,17889,26144,160958,360497,409474,325273,172805,26946,40553,170580,292496,324987,327580,281602,44299,85795,100035,152191,274531,431526,362783,75236,164841,114334,122394,170879,263411,414802,231436,31,52360,234305,289491,451231,386000,68679,28,48662,254814,274356,453167,384353,66717,145877,153814,173124,210385,281988,388923,127986,64909,86130,203179,308884,366077,372736,80182,47005,104329,284001,375048,373528,253330,44856,480374,318197,172863,112553,96958,104897,196255,167780,152777,174605,212361,262450,265309,246815
540,3,1,3,1,2,2,0,0,0,0,0,0,0,0,1,3,5,6,6,28,0,1,7,14,13,9,47,68,9,4,7,11,2,11,61,17,17,11,16,13,5,0,0,0,0,20,22,4,0,0,0,1,15,26,4,0,1,38,30,19,31,42,72,11,3,10,10,19,43,109,1,0,0,0,0,30,130,0,0,0,0,0,62,0,0,7,54,71,2,43
541,3,3,3,1,3,2,0,1,1,1,0,2,9,0,0,2,3,2,4,24,0,0,1,8,8,6,19,39,4,1,4,7,1,7,35,9,12,4,12,11,1,0,0,0,15,9,6,0,0,0,0,18,10,6,0,0,0,15,35,21,21,41,58,11,8,10,6,9,45,52,1,0,0,0,0,30,70,0,0,0,1,1,43,2,2,3,24,47,1,31
542,2,1,3,1,3,2,0,0,0,0,0,0,0,3,4,3,1,5,1,11,0,6,7,6,10,8,19,59,4,4,7,8,0,2,48,12,13,1,18,6,0,0,0,0,16,12,4,0,0,0,2,19,11,4,0,0,4,34,33,19,23,27,71,8,7,8,12,7,34,68,0,0,1,0,1,40,101,0,0,1,0,3,31,1,3,5,20,56,10,29
543,2,1,3,1,3,2,3,0,1,0,0,2,1,13,10,1,0,8,3,21,4,12,20,13,12,23,21,185,6,22,7,3,1,0,139,44,15,19,27,1,0,0,0,11,60,9,0,0,0,0,34,53,1,0,0,2,43,87,60,54,43,47,208,20,31,16,17,13,59,121,5,0,1,0,1,170,270,0,1,1,1,1,64,4,4,9,52,156,26,50
544,3,3,3,3,3,2,524575,297681,226537,97210,42106,13085,6788,481078,382828,196572,96481,33711,12329,4983,420748,403689,219226,107317,42132,11402,3468,209190,259340,232385,211161,149850,103726,42330,207696,251476,230684,219175,176200,108437,14314,102865,229474,192947,313028,254801,102302,12565,103162,225541,217906,297913,246368,105502,11590,260591,307876,236828,184848,136645,75087,6107,354634,344942,293898,146909,53871,11070,2658,24774,20276,55743,126282,227408,343142,410357,327210,190774,162368,148555,150238,134524,94313,186179,269163,214345,185292,150233,106580,96190
545,3,3,3,1,3,2,326450,289382,272727,129891,60307,31537,31113,352584,411951,196890,95621,43014,18723,22624,483773,390819,143178,63985,28788,13060,17804,164945,138771,154459,173912,182165,183232,143923,468637,241848,163304,126576,87523,39146,14373,116158,246786,309103,260267,149767,51982,7344,116234,236877,342505,237023,149483,52401,6884,562284,246152,138682,93750,61478,25220,13841,299816,244247,240790,184825,115327,38184,18218,67510,20601,30213,58284,127297,275908,561594,103180,162143,139925,119304,113886,133158,369811,527687,234877,140017,106050,73543,35391,23842
