census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
373,2,1,1,1,1,1,189,14885,34795,26970,25546,25097,31545,31087,34305,34434,26187,17354,987,3981,40584,41764,31717,23321,26020,24830,30505,29708,24489,13303,8381,4778,8637,62298,42720,27737,23132,20509,25891,26024,26278,24100,14139,1895,21,29388,20629,27285,35721,44055,43168,40121,28254,16853,9240,5386,2731,550,36025,44258,34536,23438,19005,18793,19532,21814,24358,25485,23047,11594,1496,0,24687,70981,59277,59843,45590,25545,11752,4782,842,78,4,0,0,34380,69062,66674,48760,37683,29277,12491,3890,1074,87,3,0,47730,55195,29847,19835,17816,17805,21392,22494,24070,22279,17823,6558,537,25144,38631,36396,37317,33205,36388,31016,25481,21664,11919,5537,674,9,23626,3086,6833,15380,23289,26545,25611,23908,22613,26565,41906,54773,9246,6764,17902,22746,23665,22790,21228,21337,22326,24608,27622,29437,30866,32090,23175,48440,41605,23077,17568,16959,18426,20452,22178,21562,18326,16634,14979
374,2,1,2,1,1,1,3458,63421,158518,122971,99467,102268,111674,125415,115795,85659,44804,17999,2322,25223,191126,171007,110565,84487,83320,90043,85123,84167,73739,42919,10152,1900,39898,213981,156150,92047,76729,68983,74731,77607,84746,89827,61636,15367,2069,99961,208636,194139,159568,128257,93982,72865,47669,26863,13447,5506,2057,821,71539,180845,131883,88007,70914,65340,65938,68939,75158,85065,88349,52600,9194,2,109398,210491,220634,221351,160931,83245,32909,11298,2600,699,185,28,1,131611,211989,250484,179951,134999,96201,35019,9537,3056,754,139,30,86953,184049,110733,80547,66991,66371,70172,73516,82706,90522,91549,42938,6724,102669,228113,169055,124836,95285,74497,67373,58590,56587,42056,26214,6815,1681,15964,28030,76529,114196,112909,96359,81559,74324,77422,96738,134177,129953,15611,33907,84010,88636,80156,72991,69504,71632,80783,95392,106585,110909,109652,49614,10491,99161,135669,92583,74856,71161,72814,77259,81731,84192,80311,86823,86720
375,2,1,1,1,1,1,814,31092,98513,133027,107313,79276,96467,81315,99039,89153,55303,23426,2211,8667,95486,145470,105244,65003,77169,73203,89007,90268,80672,49992,15335,1433,12372,150222,132335,77682,64913,54121,72681,72200,85335,94422,65365,13923,1378,65366,82946,99045,117387,122077,112864,107908,82958,55561,28674,13701,5717,2745,39588,121519,96881,67970,56827,55074,54471,58000,68463,83698,106908,77758,9792,11,63973,169244,167263,193988,154186,86418,39641,17409,3842,808,164,2,8,83938,172834,195971,160424,125716,97171,41287,14024,4590,890,94,2,64634,130778,87501,63058,54526,53144,61883,65178,76304,87912,101863,46840,3328,58946,116173,117370,111072,83901,88109,73116,69920,75267,56821,37451,7431,1372,11308,11556,43630,99036,111892,97437,80197,71963,68915,78625,106075,96231,20084,42983,94041,92807,81431,69686,61387,58776,60713,65654,74658,81051,86696,27066,12371,102403,80486,62328,55326,55511,57794,63376,69642,74549,76189,91376,95598
376,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,4,1,6,8,0,0,2,2,0,3,10,7,10,6,6,11,13,71,5,7,1,2,3,1,3,2,1,2,0,0,20,40,13,9,7,6,9,3,4,4,4,0,0,0,3,9,2,11,5,7,1,0,2,0,0,0,0,5,11,6,5,9,4,2,0,4,0,0,0,0,5,2,6,6,5,28,38,6,19,18,23,19,40,33,19,10,4,2,1,7,9,4,8,28,24,78,2,0,0,0,0,0,0,0,0,0,0,40,130,0,0,0,0,0,0,0,0,0,0,5,31,3,3,1,1,3,4,10,48,26,13,3,0,36
377,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,7,13,11,21,0,0,0,4,3,2,5,5,13,18,8,24,23,79,9,7,4,3,6,7,6,3,7,7,0,9,4,53,31,13,4,15,7,13,17,13,1,8,3,0,0,0,0,2,12,10,17,11,8,0,0,0,0,0,0,2,0,10,5,30,9,8,0,0,0,0,0,0,0,1,6,28,53,20,28,27,43,32,27,54,26,10,5,4,8,5,9,10,13,28,53,124,5,0,1,2,0,0,1,0,0,0,0,60,170,0,0,0,0,0,0,0,1,0,2,7,69,0,0,0,1,2,4,39,92,26,5,1,1,52
378,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,3,17,24,0,0,0,2,5,1,6,1,5,11,16,21,23,57,13,3,2,3,3,4,4,1,1,4,2,1,3,16,26,14,5,11,0,5,11,7,5,2,0,0,0,0,13,8,1,6,6,0,0,0,0,0,0,0,3,17,8,2,4,2,0,2,0,0,0,0,0,0,0,0,0,4,11,39,19,23,23,21,25,21,18,21,24,6,7,5,2,12,13,28,35,110,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,1,0,1,3,56,0,0,0,1,1,2,10,57,28,9,7,3,15
379,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,0,5,2,2,11,0,0,0,0,3,2,2,7,6,8,2,11,15,70,16,6,2,2,4,4,6,8,3,4,5,3,8,66,18,16,13,13,4,7,13,18,5,1,0,0,0,0,2,13,18,7,13,1,0,0,0,0,0,0,1,4,5,20,11,13,2,0,0,0,0,1,1,1,1,9,12,24,46,9,24,21,30,17,24,56,21,4,2,5,4,6,13,7,8,24,36,68,1,1,0,1,0,0,0,1,0,0,0,110,220,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,6,8,9,19,89,21,2,2,0,72
380,2,1,2,2,1,2,0,0,0,5,546,4271,14799,31824,44724,47062,34149,6094,2739,0,40,426,2498,6916,18971,19334,33226,43035,43790,12506,3455,2016,0,1226,6818,13122,18225,16463,24171,29892,35555,27367,8868,2793,1713,17894,9014,13480,18647,22838,20037,24932,20636,17847,11440,6018,2239,1191,14695,5873,8523,11045,11574,11581,14763,19623,28693,32305,20037,4935,2566,0,55,2393,20156,42713,45461,38504,20940,8840,4267,2145,725,14,0,95,3603,31015,36835,36686,40555,22587,7107,4813,2442,464,11,12450,5855,10472,12531,13757,16065,18871,22648,26142,25254,15213,3941,3014,12837,4660,7057,6771,16064,20378,37693,28924,30588,13145,4380,1972,1744,14016,5813,14227,25536,27981,24839,19486,16108,14325,13640,8433,1760,49,604,4186,11531,20464,22815,20923,17550,15302,13923,13715,14393,11975,18832,10269,7068,11322,11554,11443,12434,14601,18023,21125,21874,17944,15303,13253
381,2,1,2,2,1,2,0,5909,26683,23080,25881,27040,38986,53242,57918,63347,57450,19824,23329,79,14016,29825,30742,24337,33290,43864,57727,63359,60990,32053,10569,21838,548,30128,46473,28312,35306,38991,49561,50568,52776,41912,19513,7798,20803,19103,13907,20728,31959,51261,47484,56042,47737,44652,31401,21564,15296,21555,19551,26703,30852,33350,32560,35826,42146,44472,48685,46380,29968,9271,22925,0,27867,57853,67807,85595,68757,47164,27232,17286,12888,6195,3906,139,0,35728,54719,84289,70498,56952,52233,29526,14335,13911,6836,3527,135,23531,44682,37982,30237,32185,36542,42113,41859,41355,36665,23931,7916,23691,12917,9081,15971,27395,35885,54547,61818,63968,54457,41782,18111,6648,20109,22256,21882,15557,32805,43396,46378,44567,40796,35955,31889,31875,42969,12364,1472,12585,27857,35967,40159,41485,42466,44060,43406,42033,36741,30292,24166,15936,47235,36280,28025,29341,33732,39183,42309,41513,35865,25784,18399,29087
382,2,1,2,2,1,1,0,1159,6509,6254,7049,9426,23483,41348,57229,60114,52891,32944,13006,239,4980,8133,8912,10161,18641,24183,40604,50956,62218,47708,30074,4603,812,8131,11093,13918,20461,22610,32213,37748,45727,49980,41161,23832,3726,11356,15612,21434,29956,36366,34777,40483,35598,31861,23707,17977,8419,3866,8070,9833,13343,15230,16728,18492,23253,29137,42267,48824,43979,30608,11648,11,2807,9837,19680,45935,65165,67687,51307,33054,11708,3178,1014,29,9,3542,10315,27670,42153,53870,74778,54275,26900,13608,3558,708,26,7642,12738,15740,16591,17789,20752,24905,29584,37679,43796,44783,30259,9154,4383,8109,11364,14595,26646,31306,42531,38232,44711,37599,30020,18081,3835,8490,17340,43442,48981,40839,32909,27680,25183,22091,17976,13390,10263,2828,4511,16488,31076,39699,37783,34410,30144,26299,23730,20901,19345,15667,11359,3941,12205,16424,15867,17103,19879,23076,26941,30895,33951,34036,38717,38377
383,1,1,2,1,1,1,1,5307,35758,40276,50062,53392,63513,66796,62620,50836,34708,11715,5672,276,21135,47257,56752,52889,59436,59330,58719,52280,39420,20008,8090,5064,1163,47085,71926,46101,49168,52446,53136,49545,46042,34822,19005,6210,4007,13372,28116,53237,74444,91077,68419,58623,36777,23727,12748,8870,6383,4863,17973,60603,50519,41868,39810,43116,46394,46687,45979,40654,30108,12246,4699,0,32269,78293,98915,115900,80869,41071,18153,10338,3455,1070,294,29,0,40112,78543,120799,94002,66960,47137,19254,8213,4182,1192,234,28,33802,78445,46760,37908,41623,44067,48783,44397,39240,31396,22102,7554,4579,5839,19929,39042,75772,73290,85846,59279,51168,32347,22238,9859,2581,3466,10216,7301,17260,38967,54517,56729,54113,46939,38934,40389,54341,51615,9335,3945,18252,28606,33761,36877,39452,42466,46278,47938,51114,51107,58643,22217,11591,72170,45950,29077,30542,37560,43739,48050,46804,40614,30159,24287,20113
384,1,1,2,1,1,1,335,19114,53711,65045,68187,62798,79519,93229,98370,82502,39057,19948,2551,5202,61975,98036,78259,60720,77061,74241,80837,65898,40311,20237,14418,7171,14624,138228,98874,61556,64594,64713,69400,58598,48397,37350,21991,4815,1226,38736,50503,69654,90182,110246,94566,89351,59826,37092,21013,13797,7269,2131,50813,119075,82778,58436,50361,52403,53034,53464,54432,51118,39147,16050,3255,9,84412,143995,113709,125594,104689,61728,30123,14469,3812,1220,494,112,10,104455,138166,130472,104967,86814,69518,31854,11734,4523,1352,391,110,81083,141939,68931,50849,52070,51301,56371,53181,49218,39951,27654,9602,2216,28668,82174,85427,107772,85274,100824,66071,54437,37482,22245,10477,2522,993,23406,7496,14443,34990,53963,65632,68310,62424,54442,58696,91072,125234,24258,5666,24989,39761,45053,46439,45721,48745,54613,61005,73188,88771,103367,47048,32035,131882,83745,47266,42205,45341,50483,54471,54810,50381,39215,31555,20977
385,2,1,2,1,1,1,11,14077,73045,82665,66707,51238,54116,37963,19800,8590,2799,1476,4045,2786,54070,88297,64798,35970,36469,46709,39345,23127,13507,5608,1841,4005,12272,105066,82011,32482,31052,32855,37989,32034,24647,14285,6503,1531,3805,9287,16575,27487,45507,70670,54447,57772,38381,29173,19205,17872,15261,14895,28327,71139,50162,37040,31398,34821,40361,40372,35762,26071,14099,2843,4137,0,68094,98395,57550,61157,59643,41606,19323,6512,2941,1013,280,18,1,83657,90240,64565,51872,50054,46926,19785,4769,3255,1118,271,19,50014,97595,51691,28369,24746,25839,34207,36210,30230,20244,10987,2059,4341,15812,32815,36516,57917,47246,77618,50541,46582,19631,18839,7452,1964,3599,5524,3923,5019,15462,26550,32647,33857,31406,28647,32221,55488,105356,40432,2181,10113,21339,30400,36531,39122,40627,41815,38711,42404,44453,47951,20885,24078,104853,55640,27417,22924,24166,28590,34330,35148,27346,16589,9110,6341
386,1,1,2,3,2,2,0,1420,14650,18322,18171,20875,31877,38203,43187,47233,41980,17031,1203,142,12865,20616,20551,19573,27741,33480,39663,41014,42805,29500,5972,230,1304,28456,25716,19130,22040,25205,30407,34370,40076,39526,24613,3175,134,6851,14467,29061,41553,52007,40803,38728,25123,17020,9804,7008,5292,6435,8177,15037,21887,23720,22589,25467,29493,33620,40228,40172,26975,6363,424,4,8893,38200,51718,66614,55935,38123,21229,10222,2812,378,24,0,3,12339,38445,63438,55216,46527,43329,22703,8512,3197,432,11,0,10390,31193,26052,19687,20217,22132,28851,33948,36735,33496,24655,6383,413,4198,6827,10283,24730,34832,48515,47143,45795,32237,26659,10829,1952,152,2309,7252,29371,43218,39985,32486,26858,21583,17869,16726,16694,22291,17510,1490,8264,16696,25891,32453,33701,32653,32298,31466,29867,23513,15858,10002,8141,27873,21169,16811,17098,19272,23594,28170,32912,33255,29150,24275,12432
387,2,1,2,2,1,1,0,0,0,302,2922,8973,27013,45349,65469,83716,88316,49261,8407,0,242,9109,21238,26120,44764,43094,55527,57666,60535,42270,17296,1867,0,10060,46297,51439,47176,42287,44416,40895,41327,34601,17022,3233,975,121918,34648,28832,31376,34840,30261,32323,25556,20290,11965,5600,1603,516,122487,31986,24170,22113,20879,21867,25553,27598,30231,26726,18428,6212,1478,0,20547,80968,90192,77256,49322,30350,17315,8979,3587,989,223,0,0,24305,85978,103418,60404,40929,33495,18500,7479,4005,1071,144,0,115903,32415,29913,26771,23990,24467,26177,26699,25462,22662,17153,6149,1967,94923,27974,25924,25774,32867,36033,44620,34447,30198,17105,6892,2141,830,87256,17487,31916,40044,37479,32804,29087,27790,27083,25865,18118,4760,39,475,3329,9035,14760,18642,20948,22535,24851,25552,26337,27858,40171,145235,107073,28795,25570,23835,23203,23828,24571,25971,26073,24154,19642,16337,10676
388,2,1,2,1,1,1,2464,60752,106556,115507,106327,119528,135335,130629,80459,32461,8958,4966,835,8686,97282,137000,114472,100347,124388,118759,106727,57139,26486,9818,3074,599,29966,183807,142415,93797,104461,104284,91948,68372,48370,25223,8929,2650,555,24562,20807,33925,55992,91236,101011,130084,124627,112310,79203,56306,39369,35345,40473,99507,88535,90743,92580,97029,98775,96092,84251,65371,37711,11851,1859,18,51200,124749,132338,180616,170929,118921,68423,40208,13233,3331,770,41,14,65255,123318,158146,152211,144292,135225,73433,33011,15362,3839,629,42,70913,149684,113513,88514,86984,82242,86160,80814,65819,47256,25092,6079,1707,30880,45699,58379,99855,120446,171188,132959,112753,59572,46486,21026,4908,626,15408,4493,5440,16216,38434,59608,75500,88827,99687,103150,108350,172711,116953,9656,37154,62856,81567,91058,90914,91099,91888,90556,85399,74003,61902,36725,46822,162752,119047,91839,82337,75120,74662,74358,68839,52640,31956,17721,6684
389,1,1,2,1,1,1,33690,199969,104424,40001,20213,14767,9200,6042,2446,685,189,133,56,52037,182079,102746,35300,22164,16579,10032,6120,3080,1139,300,181,58,75391,182492,80463,33259,20928,14710,10445,6824,4305,2076,645,205,72,9159,25095,26533,28936,29409,36130,40047,45223,48475,47716,42224,30839,22029,27359,64845,56148,56080,54434,49122,39909,31215,22977,16561,9340,3431,394,99,53788,102766,87857,79230,52168,29675,15337,7664,2444,541,203,43,103,68528,100200,97790,62003,43323,33352,16430,6487,2751,645,164,39,45997,95060,83880,61479,43247,30845,24079,18401,13215,8866,5180,1396,170,34987,67964,62630,60521,51043,47878,39238,31432,18341,11933,4967,802,79,1255,273,251,513,1568,3558,6488,11249,18385,32808,65591,152041,137835,29195,45574,50347,49010,44409,39282,35441,32656,29955,26611,22514,20306,6515,25247,96429,83919,62601,47258,36146,26977,19701,13824,9080,5257,3450,1926
390,1,1,1,1,1,1,179251,468680,128529,43269,18293,11780,6589,3123,1154,316,184,75,32,225662,379584,133813,52415,25106,19290,11596,7367,3885,1700,541,101,215,268592,304191,113645,55999,37595,28174,21117,14638,9773,5299,1838,404,10,9362,41488,60662,84883,96260,106858,111487,96985,82500,64691,53784,35756,16559,78712,175615,140222,103764,79561,67120,56684,48283,42718,35733,24654,7881,328,13,116703,235491,163056,130451,96111,63192,34322,17510,3850,500,76,0,13,148238,224545,175498,104397,80508,71698,36991,13900,4854,580,53,0,140908,223769,136510,83562,60801,48636,43649,37992,34159,28224,18413,4597,55,67572,179384,180482,165097,95770,69556,45401,28589,16569,9261,3201,374,19,534,454,533,1672,5062,11273,20043,30201,43123,61446,97722,232293,356919,82882,96853,92257,85424,77878,71056,67180,64364,61455,56584,51635,43371,10336,72831,256485,140453,84237,63468,53274,47538,41569,36023,28597,19814,12628,4358
391,2,1,1,1,1,1,1245,47261,51387,36683,27541,30247,34154,36544,33424,22732,7871,3130,2498,14995,68380,47289,29318,22055,26754,34084,33075,29140,16542,6656,3954,2475,30242,77042,35132,21101,23137,28297,32556,31182,25640,16354,7485,3803,2746,14251,18463,19535,27287,39520,51932,58400,43980,27372,15643,10655,5876,1803,33488,54963,33958,22289,17355,18490,22616,26612,31141,32251,26570,10384,4600,1,28869,56291,40744,39430,41359,43339,38285,32988,9551,2307,1380,173,0,36376,53860,44947,32578,34592,47967,41956,27013,11469,2654,1138,167,53059,59466,27032,17596,18592,21025,25431,27742,29482,26793,18302,5767,4430,22850,39888,35444,40087,35873,42331,40772,30851,22036,13425,5932,3080,2148,10417,4932,2703,7905,18074,29180,34638,34190,28140,23963,32303,73572,34700,7081,26496,33587,31398,27033,24681,24106,25054,26991,28693,30520,30951,18126,20379,75109,33859,18149,16769,19087,22844,26412,28025,26452,20606,15218,11808
392,2,1,1,1,1,1,2,961,7469,19844,23841,32138,39482,51094,41401,24589,8576,3137,1014,233,8051,19659,24744,28870,34080,42454,32998,30166,18992,7738,4205,1358,540,14073,20455,26238,31828,33237,33228,32685,27575,19152,8827,4063,1647,9171,6356,16354,36564,48020,51274,41138,24134,11208,4936,2323,1490,580,9003,33492,21478,14935,12939,15042,20274,24358,29443,31685,26453,10977,3469,0,1277,20962,42534,37693,45870,42793,30936,22872,5839,1765,990,17,0,2088,25778,46595,31497,38931,47634,33011,17810,7349,2119,722,14,11523,35762,22449,16267,16040,19541,23342,26490,28893,26657,17734,5398,3452,7170,9623,23366,36927,41294,36571,36576,24471,17793,10262,5278,2897,1320,8422,4925,4744,14465,26681,34900,38438,36325,30448,22479,17772,12604,1345,4373,21224,28061,28621,25860,22089,18176,15192,13524,13782,17663,28137,16846,4882,27860,25795,16020,13432,14823,18260,22162,25869,26716,23410,20485,13834
393,2,1,1,1,1,1,907,18729,62554,85510,87741,123721,123047,107072,60299,24085,6457,3280,1287,3365,46693,79514,83418,93835,104858,111797,75223,53144,30309,13790,6297,2446,5960,55581,59777,65641,82043,97406,96134,85670,68514,46989,27566,10138,3270,10353,14207,33387,72810,102718,126433,128758,97675,62802,32294,14756,6046,2450,10437,22906,36662,37481,39387,49962,66383,81462,97669,106277,94843,50423,10797,0,819,10288,24259,47944,93485,141800,139184,138939,76055,23465,8021,430,0,1479,12078,30843,43748,76576,153661,151759,118551,83446,26154,6004,390,13041,40839,42161,40653,51437,63746,79279,87460,92257,88047,69050,30109,6610,9198,18500,52603,102493,111507,105771,97222,68864,58598,41344,25559,10005,3025,5322,7850,9309,25997,57034,92957,116011,114477,90799,62940,51901,57408,12684,70608,122439,115221,94738,74029,57951,47436,39623,31110,21415,12441,8677,9001,4847,28446,39621,35787,37975,47116,61576,77607,91016,93853,79942,67264,39639
394,2,1,1,1,1,1,9888,78361,55267,50179,49723,66936,51347,33025,13888,4019,1048,709,122,20323,78302,51963,41996,52926,48554,47682,31038,23143,12207,4468,1615,295,16302,62311,48765,37867,39188,46043,41181,41409,36059,27323,14306,3278,480,18332,47304,46875,53096,55481,53209,49335,35600,25440,15060,8309,4541,1930,9350,29072,28701,25264,25076,27870,32689,38101,44280,49332,54388,40575,9814,0,342,8397,19506,35118,48661,56295,60094,77165,62208,32823,13115,788,0,750,9800,25457,31510,40320,61384,66119,63711,67932,37211,9613,705,13413,34646,36806,28626,29073,30932,34764,40169,42030,45248,47977,26978,3850,28240,61671,43928,50218,45356,49390,39738,33921,26851,20492,10994,3276,437,3788,2968,4677,17213,38240,54335,59154,53443,44273,38027,40711,43773,13910,91040,75560,56709,44970,35105,26991,21445,17034,13722,10198,7958,7361,6419,3299,13499,30064,27969,24412,24963,29208,34756,39807,42282,40324,44585,59344
395,2,1,1,1,1,1,29424,212848,113223,90415,91423,111772,90996,62269,28503,9157,2051,1607,506,61644,181871,114114,106168,94991,89763,80196,50748,35057,18068,7516,3337,721,105616,141983,94669,87173,84290,83558,75708,64617,50804,34253,16044,4326,1153,20731,37792,54466,82903,97881,119126,124257,105020,77032,51533,34002,23747,15704,35935,103984,81781,63852,59351,64601,72599,78683,84025,84670,72812,35964,5937,0,34463,96221,79858,90940,104352,121544,121729,117469,54664,16315,5778,861,0,49200,92581,90755,76373,85814,133759,132479,98427,61298,18035,4625,848,64683,131627,90490,62447,59779,64988,73497,76643,76471,70024,52509,17484,3552,31588,74782,103481,132800,115075,109602,96719,68005,54260,34961,17465,4509,947,8721,5454,6410,19409,43678,67893,84854,91525,87564,80128,79926,116552,152080,92128,111384,106610,94183,79679,65853,56491,49821,44703,41351,39631,43324,19036,29502,135935,93502,59191,49888,53272,62142,71053,76828,72749,58239,48269,33624
396,2,1,1,1,1,1,100082,323183,177380,87089,40570,26593,15149,8178,3797,1513,594,399,139,102643,281950,183836,85855,48000,30788,21832,13580,8619,4687,1893,824,159,133695,232402,129014,80460,58059,44747,35394,27764,20934,14038,6432,1532,195,26800,59919,61390,71463,76465,89076,91021,87140,74771,59208,42674,28560,16179,46423,93359,85945,80004,75221,73257,69140,63215,58983,56887,50374,28585,3273,24,61253,134519,111677,114459,107239,87965,65648,54246,28081,12058,5971,1526,27,79605,130702,124247,94394,89679,97606,71355,45840,31566,12756,5339,1550,73102,133346,115484,89278,72194,61587,54629,48774,45062,42828,36021,11563,798,73124,127546,129587,127386,89435,78309,56431,44200,30158,18428,8347,1519,196,2171,2010,3404,7425,14612,24681,35738,48536,63992,87402,124720,196141,173834,145688,102819,91155,79158,66340,56298,49438,45751,41964,36911,30683,26323,12138,28053,122304,106845,85000,73756,66225,60942,54498,48490,41257,32852,30007,34437
397,2,1,1,1,1,1,5802,101355,95969,100516,76616,75448,47277,33100,17095,8668,2816,550,68,12984,79358,61680,55497,61748,58552,65041,52349,48361,37822,24584,7078,226,11672,53888,41049,34451,37136,46051,49004,58612,66734,72351,69682,24297,353,7632,21320,39734,57078,63932,74644,83422,81143,67032,43771,18378,5500,1694,6111,21209,24458,20852,20304,21173,25471,32094,45953,66023,100775,128334,52523,0,3087,11224,22125,33700,45963,63248,83276,125038,105116,55353,16667,483,0,4042,12229,27998,29445,38199,69416,92951,101417,116394,61208,11538,443,7807,29642,28679,22571,21811,23808,28243,38119,48920,67280,107714,124796,15890,10149,41411,50372,54357,50811,59044,56602,60058,60200,61967,45550,14301,458,4491,8043,34277,63621,78048,75017,64974,53035,43191,37333,39952,49711,13587,274853,105971,52871,32551,22901,18022,15772,14341,10687,6071,3354,2620,5266,4139,13632,27694,22897,20169,21325,25166,30487,38013,46208,52684,76425,186441
398,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,2,2,5,7,3,3,2,0,0,0,0,5,5,0,5,41,1,0,0,1,0,0,2,1,2,1,0,0,40,4,11,3,1,1,1,1,2,5,1,0,0,0,4,13,15,4,2,0,0,0,0,0,0,0,0,4,19,24,7,4,0,0,0,0,0,0,0,2,43,31,15,30,2,1,13,31,11,3,18,10,129,8,12,14,10,2,4,1,0,1,1,10,18,43,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,28,19,3,2,0,30
399,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,5,10,10,3,12,38,7,2,8,5,9,13,6,19,7,11,6,18,29,103,17,6,2,6,3,0,2,6,5,2,1,8,45,47,16,6,13,6,2,9,12,5,3,3,1,0,0,2,6,13,9,2,6,9,3,0,0,0,0,0,5,7,2,3,13,15,6,1,0,0,0,4,2,6,6,25,18,33,10,17,12,9,32,8,106,26,7,4,13,11,7,7,7,5,2,34,37,124,13,4,1,1,1,0,3,1,0,2,1,31,100,0,0,0,0,0,1,0,0,1,1,4,115,7,4,5,9,10,13,26,62,16,10,7,10,29
400,2,1,2,1,2,1,35537,174835,145772,73012,46780,46027,45841,46815,48770,39424,19885,3733,594,41804,186660,122815,61608,45246,39989,34611,37462,40917,43625,47769,23417,1102,30790,146383,106316,66293,47704,40871,37846,39686,42169,50979,65702,50227,2059,13209,48115,68550,89107,95749,97140,90485,77933,62038,47797,26237,9044,1621,17266,66476,72774,60837,52551,47017,43459,44108,47298,55613,70919,85550,63157,8,20177,89052,99382,107058,105221,95221,79032,71288,40045,15096,4628,817,8,28015,92807,112622,88491,87328,105002,85338,61713,44967,16501,3427,806,19416,67278,84523,69616,55466,45810,42636,41841,43845,54044,76558,93666,32326,35903,128677,128390,83249,52968,47365,38704,38658,39715,47159,49599,34238,2400,2586,10290,47477,65013,61091,54403,49633,49645,57716,73719,104084,122791,28577,166788,117746,83238,66604,56876,50471,45713,40909,34983,26947,18570,12576,5604,5033,49686,75145,66325,55782,48358,44444,42424,42934,44632,45923,61503,144836
401,2,1,2,1,2,1,64270,178678,223831,210905,180255,193911,184664,176520,148324,98501,48492,11297,1664,68577,198275,238464,168588,131446,127768,126106,142068,147436,145616,150939,72083,3946,50399,162990,180909,140206,113524,105811,112554,125352,143381,172890,228485,177619,7192,36554,122122,146956,170904,185124,186285,202910,203958,185596,155943,89821,30201,4938,46340,109882,101730,91706,86556,86574,93844,110518,133794,170146,219471,273781,196970,1073,112232,165631,180245,222797,239084,234640,204886,195398,120781,37617,6801,127,1023,130631,163806,209081,187942,198409,257956,225436,167582,134175,40845,4297,129,50290,109854,121168,104882,95921,89092,96988,105320,125096,161346,232934,310829,117592,72820,170752,200938,171619,134400,124152,119182,124915,136064,158307,179439,121130,7594,6690,33120,171665,240997,212185,173453,142749,129342,133246,144120,153679,137536,42530,463483,318294,207404,143992,109332,87986,77577,73312,70485,62650,51701,39677,15419,17591,89734,102707,96088,92090,91461,96056,103505,117203,131242,141925,195252,446458
