census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
341,2,2,3,2,2,2,0,139,17343,112969,26940,0,25204,93228,35254,3705,4806,102543,41870,7904,268,71748,50629,25549,8314,1151,90505,44084,18953,3765,84,12066,88140,49157,7510,518,16319,83493,49632,7471,476,77345,56331,20133,3312,270,46941,75021,28698,5996,735,13589,18075,53775,65617,6335,42,1661,7602,24336,123750,53861,65437,28002,9057,1034
342,3,3,3,3,3,3,0,0,2,3634,6303,0,132,4599,5084,124,14,2078,7030,793,24,9554,260,90,33,2,6679,2853,263,115,29,42,370,1588,7416,523,50,365,1573,7502,449,963,5251,3370,310,45,8648,993,232,63,3,7812,1469,510,144,4,20,44,99,240,9536,387,1385,3913,3787,467
343,2,2,2,2,1,1,0,217,61519,246846,296076,8,62801,187981,283093,70775,42832,209456,193959,152947,5464,383916,181978,30980,7032,752,292158,139911,113227,59011,351,60173,435479,100610,8277,119,67224,425789,103036,8509,100,226480,168304,116438,90083,3353,128765,278367,176002,21287,237,119405,210994,150112,103946,20201,7,1260,29387,122242,451762,163530,180908,124366,104911,30943
344,2,2,2,2,1,1,0,0,0,0,0,5,4,1,2,9,5,10,3,11,6,51,4,1,0,0,63,8,12,1,0,24,4,0,0,0,26,8,0,0,0,10,41,42,28,19,103,13,11,5,29,37,0,0,0,30,90,0,0,0,25,0,2,21,38,45
346,2,1,1,1,1,1,32208,74205,141557,154766,48700,47546,104103,130217,124815,44755,37094,84399,146376,126882,56685,100091,131237,126624,81003,12481,26929,35941,80431,171784,136351,37677,99725,134377,136476,43181,42296,94794,133632,140136,40578,26520,41852,84891,161989,136184,89676,101676,106640,114012,39432,47036,153485,143582,80763,26570,216847,116543,63440,39570,15036,19272,43089,68368,98556,222151
347,1,1,1,1,1,1,484,65206,156363,149666,41451,5459,118699,110524,118807,59681,5129,63740,126763,137193,80345,112190,101605,107416,80676,11283,5489,17866,58757,159579,171479,15191,92762,126785,135950,42482,19989,87657,125942,140802,38780,3867,19118,62906,150622,176657,80216,91251,81853,103930,55920,57068,210047,113081,31364,1610,263718,98358,33089,13489,4516,1597,10753,34019,86735,280066
348,1,1,2,1,2,2,54,11905,85520,104977,74979,246,48981,60161,75626,92421,1227,54152,62569,92945,66542,53484,59874,77875,73932,12270,13865,30125,52072,94068,87305,7926,64452,95029,87824,22204,11962,59371,94827,91276,19999,15685,32724,49337,88819,90870,28167,57880,50749,98368,42271,36889,132089,71316,36237,904,68518,84348,56241,42451,25877,8415,30176,48418,68258,122168
349,1,1,1,2,2,1,1982,12781,88174,327888,120766,2542,20015,60453,179126,289455,3540,27516,55672,193621,271242,17946,68609,197448,221703,45885,12250,34280,72943,183869,248249,5739,85572,289016,169968,1296,7256,83283,291484,168720,848,11483,41101,75538,184335,239134,6305,32340,82967,251674,178305,120815,310720,86656,29559,3841,118045,194530,133370,76033,29613,7781,37665,92594,176240,237311
350,2,1,2,2,1,1,0,0,0,1,20,0,0,0,2,117,0,0,0,31,116,76,12,12,13,41,30,40,37,31,30,0,5,27,24,0,0,5,36,23,0,0,0,27,89,129,50,36,20,27,119,184,0,0,0,10,70,0,0,0,150,1,8,124,58,20
351,2,1,1,2,1,1,582,9760,22754,56124,158511,10959,26999,50036,106515,53222,23830,35269,62672,109129,16831,60589,106615,57749,21368,1410,37485,64040,67079,58947,20180,196706,48855,2107,61,2,207098,38326,2230,76,1,40765,64134,69764,57968,15100,49799,77298,64258,45247,11129,30496,114945,54847,31410,16033,15124,31569,42088,65337,93613,27896,53799,61544,58631,45861
352,2,1,1,2,1,1,284,12977,32766,72740,124251,14535,47137,64818,92791,23737,37509,62243,73163,66838,3265,82333,95248,40271,19238,5928,56749,84869,58817,36677,5906,221545,20401,1012,58,2,227845,14021,1087,64,1,65685,77857,57941,37179,4356,75555,83702,58951,22605,2205,33640,77759,51801,44757,35061,2320,18371,41893,80568,99866,45466,67714,60363,47641,21834
353,2,1,1,2,1,1,547,12996,33188,102209,51350,10886,39123,75135,65286,9860,19361,41063,53636,80298,5932,82241,88487,22864,5642,1056,23759,53561,58493,57650,6827,135452,63145,1681,12,0,155987,42424,1864,15,0,21218,54386,62956,57893,3837,57346,69689,48922,23393,940,35518,87879,39370,25595,11928,6646,41911,55210,59718,36805,10070,35785,46319,64021,44095
354,1,1,3,2,2,2,5,3923,36786,135174,57966,479,14523,75067,106067,37718,1683,28212,79984,104813,19162,95958,67433,44308,22809,3346,27615,48205,61442,71913,24679,19068,121298,80651,12175,662,22340,117707,80688,12549,570,15583,45129,72702,75730,24710,37947,59938,67799,56645,11525,52074,132565,37122,10861,1232,14449,44376,52973,61163,60893,9958,24645,59164,80362,59725
355,1,1,2,2,2,2,1909,19476,89361,175934,20031,5668,37890,101169,126133,35851,7280,43638,92080,136941,26772,139030,112607,42985,11348,741,50653,60982,78547,88922,27607,30378,168556,88614,18430,733,41154,153644,91876,19535,502,35148,57270,80975,96656,36662,57641,89146,89915,60533,9476,76438,174970,41205,12357,1741,12306,54085,77678,83433,79209,16036,39037,70405,104178,77055
356,1,1,1,1,1,1,51421,31932,50909,28596,1112,50771,20949,31439,51212,9599,46234,16407,21764,55126,24439,19055,34298,49790,54719,6108,32677,16449,16443,39163,59238,56358,78227,28243,1134,8,61209,73776,27830,1148,7,34798,15840,16743,41519,55070,40046,25897,24325,51681,22021,3077,58601,38130,20821,43341,83897,33467,18976,17873,9757,30960,17112,18628,34838,62432
357,2,3,3,3,2,2,0,0,0,0,0,0,1,1,6,6,0,2,4,11,18,39,4,2,4,0,39,15,10,5,1,1,15,8,4,0,5,15,9,5,0,0,3,37,48,38,49,25,16,10,40,44,0,0,0,20,80,0,0,0,18,5,4,36,13,35
358,2,1,1,1,1,1,247,27483,132031,242839,83898,6979,97054,135165,171145,76155,3691,66213,155954,173260,87380,133381,108355,135371,96560,12831,4555,17705,72230,212727,179281,4936,66594,148843,201494,64631,6827,63567,148130,208272,59702,2894,18732,72505,195452,196915,84744,94012,109426,142712,55604,82025,230969,129872,41642,1990,257338,142335,56185,24385,6255,2962,18025,52194,102983,310334
360,1,1,2,2,2,2,1926,67551,124235,158903,43397,8889,78835,93766,134838,79684,14386,77256,84106,139072,81192,58802,95989,113798,108134,19289,30447,46263,65950,119252,134100,42542,127128,111132,97965,17245,53206,115327,111421,100695,15363,28278,51874,66363,115205,134292,43488,80704,84362,125412,62046,38138,166345,114061,71934,5534,133775,109150,65261,50639,37187,16120,46787,69908,104688,158509
362,2,1,1,1,1,1,0,2,9,14,52,0,0,3,28,88,0,2,15,60,70,120,11,19,8,3,79,38,28,29,8,8,33,13,0,0,7,33,16,0,0,0,4,61,68,77,84,26,18,19,63,169,0,0,0,30,100,0,0,0,151,0,8,63,93,57
364,1,1,2,1,2,2,8891,113377,200212,195587,21697,20113,101192,136985,216869,64605,22669,84934,116350,224163,91648,68869,162573,169675,127717,10930,39256,59710,92022,168835,179941,94782,312928,115541,15974,539,120300,284115,117825,17093,431,37498,65000,91693,174475,171098,50227,104563,123965,195568,65441,38721,263872,153377,72091,11703,191545,153804,84272,68264,41879,20329,56755,93883,148483,220314
366,1,1,1,1,1,1,174402,152732,176435,77007,4276,160335,113526,142609,142761,25621,127266,85346,100888,184379,86973,75801,155165,193645,141782,18459,74116,61637,71615,141357,236127,152557,296697,126430,9059,109,174942,273129,127289,9401,91,76038,64722,75588,147431,221073,130301,117927,114689,159466,62469,17849,215555,147268,92560,111620,378780,94214,52202,41365,18291,62540,58972,66129,113022,284189
368,2,1,2,1,2,1,29657,242547,230588,228657,52680,123765,266687,155392,191122,47163,190199,227345,137564,191927,37094,195336,345167,188261,49739,5626,240519,155545,128153,160821,99091,252322,407470,105543,18578,216,296692,360070,107526,19706,135,270250,147893,127434,161755,76797,209973,250477,193094,118572,12013,44726,216674,163185,228206,131338,89723,155809,133072,180543,224982,185839,166687,126980,133895,170728
370,2,1,2,1,1,1,39076,124978,257384,190276,12928,76121,162835,240644,133732,11310,86228,162777,214327,144972,16338,91107,231308,236345,58487,7395,133646,93961,111245,187402,98388,32036,231178,248458,106408,6562,37410,226212,247257,108128,5635,154386,98539,133851,180135,57731,91490,216522,211294,95946,9390,30656,126803,258046,150193,58944,174234,161217,93079,69822,126290,108275,104983,103830,155319,152235
371,2,1,2,1,1,2,4400,52932,98267,68648,4711,42083,78930,61741,40563,5641,64701,51477,51007,50420,11353,137361,64787,23317,3232,261,75309,35917,39919,51583,26230,40248,82488,89485,16273,464,41746,83984,87232,15531,465,66243,35364,44004,59443,23904,113322,56194,33945,22739,2758,68864,85750,37910,25094,11340,36761,49668,36993,38111,67425,47179,25563,31319,49820,75077
372,2,1,2,1,1,1,114389,257004,231270,116391,7172,233335,253384,158901,73492,7114,291400,196815,135825,88293,13893,222438,314000,145522,38518,5748,291262,145052,109176,124000,56736,137546,405041,170662,12745,232,167268,376764,169455,12522,217,314664,133855,114387,124304,39016,302596,261637,110739,46639,4615,39723,122255,158766,185255,220227,107259,122648,110556,176233,209530,227633,157390,106402,116387,118413
373,2,1,1,1,1,1,37357,70113,78081,86112,31718,71237,78546,68337,65189,20072,97802,70201,63731,62521,9126,64705,99567,99112,33972,6025,102550,58505,51421,64747,26158,70000,161880,64771,6699,31,81770,150415,64280,6892,24,123442,50707,53415,59188,16629,84159,93258,82528,40481,2955,29978,47548,66235,67750,91870,37988,60118,56082,68283,80910,99659,57645,48046,55770,42261
374,2,1,2,1,1,1,165857,306907,289472,249692,41843,329586,274343,220111,196272,33459,358261,233475,192862,218975,50198,426932,383632,187194,50545,5468,340066,216912,171712,210570,114511,232210,586377,217132,17514,538,267414,554350,213949,17580,478,343759,198735,181994,226219,103064,431505,301380,176830,122915,21141,83543,284794,216928,237381,231125,171805,202003,190879,262766,226318,196623,230297,191005,214427,221419
375,2,1,1,1,1,1,91416,288772,236034,228814,51913,193662,253388,197068,207231,45600,250238,197250,175125,225228,49108,201239,304819,269154,106989,14748,222381,172449,141935,206142,154042,164194,495484,211980,24751,540,206828,451192,213228,25264,437,255156,156942,155144,220014,109693,239690,263762,204347,162942,26208,42532,255602,215059,199220,184536,194069,199651,156394,183116,163719,165714,158083,152462,187857,232833
376,2,1,1,1,1,1,0,0,0,0,0,0,0,6,7,15,1,4,17,19,29,81,6,6,4,1,68,25,14,8,4,10,16,12,2,0,12,18,12,4,0,6,14,62,43,50,86,20,10,14,59,80,0,0,0,40,130,0,0,0,36,7,5,45,57,37
377,2,1,2,2,1,1,0,0,0,0,0,0,2,5,16,40,0,7,11,34,53,94,8,18,15,12,80,26,30,34,12,0,4,33,23,0,0,5,31,28,0,0,1,78,68,91,99,25,14,26,88,129,3,1,0,60,170,0,0,1,78,0,3,124,43,53
378,2,1,2,2,1,1,0,0,0,0,0,0,2,1,3,43,0,7,8,24,52,73,6,10,3,6,36,30,14,19,6,0,22,12,0,0,0,30,6,2,0,0,0,10,72,58,58,51,18,20,70,110,0,0,0,10,80,0,0,2,59,0,2,60,48,23
379,2,1,2,2,1,1,0,0,0,0,0,1,2,5,6,14,0,4,8,17,27,91,6,10,17,9,91,33,19,35,4,0,18,34,2,0,0,17,37,2,0,3,11,75,48,59,97,10,14,25,64,70,1,0,1,110,220,0,0,0,34,0,16,102,38,72
380,2,1,2,2,1,2,0,1039,40027,120205,24942,203,14925,54204,106778,10103,5046,36233,64360,72714,7860,34702,50533,58811,35686,6481,25610,27796,39945,75123,17739,696,84320,83197,16134,1866,1103,82852,84198,16498,1562,24283,33857,49361,64375,14337,21833,27806,82331,48709,5534,26384,66450,52266,35221,5892,10617,53558,46543,36148,39347,23911,30085,38967,54564,38686
381,2,1,2,2,1,2,21006,62787,107080,156322,75494,33044,72212,111605,158702,47126,63324,83068,125329,113415,37553,45172,97437,136416,94569,49095,63636,85931,107070,118576,47476,63727,201783,113516,36771,6892,71641,193441,113895,37310,6402,91462,84348,105164,97298,44417,29734,81946,153048,123082,34879,51649,93561,114674,87648,75157,29657,96638,110734,109628,76032,87212,75940,100407,97479,61651
382,2,1,2,2,1,1,4799,17346,62254,151173,75840,10272,26451,66661,146979,61049,15764,41842,82953,120158,50695,39033,81930,98037,70500,21912,25766,40540,61026,116221,67859,8147,90903,157843,51986,2533,9648,90010,157090,52473,2191,29612,44925,64861,106037,65977,18711,50695,102206,101972,37828,50049,116099,73962,50657,20645,37792,99033,78719,57594,38274,26029,43235,60458,84351,97339
383,1,1,2,1,1,1,24599,112846,166599,141519,35093,50073,141152,152483,114060,22888,93231,131277,137473,99169,19506,71509,198142,147421,47363,16221,109668,109749,118012,109923,33304,77249,282129,104787,15628,863,89955,268405,105151,16356,789,142571,105319,119755,88726,24285,43867,191888,161766,72730,10405,25435,114367,137483,107566,95805,38567,90543,110302,129045,112199,115301,80735,112917,110576,61127
384,1,1,2,1,1,1,47900,166006,217415,213399,39646,129066,194771,198919,129647,31963,217098,170883,172899,106113,17373,129534,242822,219433,75535,17042,222952,149487,136740,134437,40750,178115,331112,152507,21379,1253,202886,305518,152837,21958,1167,268529,137260,139821,112216,26540,156119,260327,182764,77115,8041,37759,109158,171953,154307,211189,53470,117396,128321,179048,206131,221912,123940,130144,133769,74601
385,2,1,2,1,1,1,50274,188380,139434,31697,6747,115677,134943,106812,50436,8664,175218,91411,94874,46720,8309,42406,130508,139356,63071,41191,130083,95051,100539,77136,13723,134538,176986,93645,10676,687,152477,154950,96915,11680,510,181637,76144,84617,61901,12233,66489,144027,136671,59962,9383,11515,51352,85254,84215,184196,23886,84380,104903,107039,96324,168351,71132,75208,77699,24142
386,1,1,2,3,2,2,7974,46210,83075,114786,42107,26524,53614,83166,109246,21602,46448,53927,80264,98440,15073,38225,110980,94861,34274,15812,35247,60835,76786,100780,20504,29717,155112,93953,15211,159,36791,148241,93399,15601,120,57893,53951,73810,87994,20504,15768,72227,120569,78437,7151,24387,104890,69705,45230,49940,18647,72799,85425,78138,39143,49613,45042,61526,84502,53469
387,2,1,2,2,1,1,0,4440,69302,195929,110057,4245,64196,114231,155223,41833,36332,125044,114807,91633,11912,174464,81927,78981,39407,4949,169468,55945,65699,71143,17473,58228,229675,76001,15144,680,75418,213258,75279,15137,636,166351,67519,67127,61062,17669,138293,74814,103327,57229,6065,122068,99068,77195,67038,14359,8312,41888,59409,67643,202476,151478,61746,64382,63921,38201
388,2,1,2,1,1,1,124451,286754,348998,133775,10799,193189,286506,302175,115206,7701,309139,265650,233472,89428,7088,65150,172975,316738,242673,107241,192307,239632,254170,185789,32879,125949,422176,292951,61253,2448,149947,397508,291843,63150,2329,292482,234662,216343,140827,20463,106408,280463,351968,150254,15684,22749,67708,194498,262269,357553,81837,218597,237428,225449,141466,286331,231837,194089,151359,41161
389,1,1,2,1,1,1,310722,91551,25315,3944,283,308091,89341,28776,5208,399,316057,80018,27130,8059,551,50284,76887,104145,122701,77798,126586,142988,104187,49415,8639,117589,226554,75044,12116,512,138138,206094,74796,12303,484,195070,141780,62640,28132,4193,139909,144725,104200,39745,3236,1656,2753,18054,74225,335127,104687,122234,92614,72441,39839,174960,148562,71361,28755,8177
390,1,1,1,1,1,1,743315,97849,17966,1909,236,704301,117572,31794,7054,554,652959,133543,54836,18750,1187,86339,226635,276352,188227,83722,340905,251760,148011,99192,21407,265838,413789,156811,24579,258,302850,377425,155707,25090,203,455181,201110,112255,78206,14523,353592,354815,118000,33148,1720,1285,8658,52825,144059,654448,235725,214603,175181,151954,83812,423818,204943,122992,81776,27746
391,2,1,1,1,1,1,81839,87974,88195,68166,8543,116619,72713,81359,54340,9686,131710,60265,80209,52265,10268,44569,83399,137903,55156,13690,110190,55529,58312,81000,29686,64752,114039,105787,47424,2715,74097,104284,105273,48518,2545,130779,49049,64607,70258,20024,83341,102105,97254,44051,7966,16685,32409,86440,69160,130023,53666,76973,63785,72760,67533,119307,48529,59137,69166,38578
392,2,1,1,1,1,1,4354,55930,104340,81043,7881,20834,71397,94794,57391,9132,27093,72928,84993,58582,9952,23503,104324,101450,20960,3311,56787,37926,51566,78125,29144,9929,109823,100972,30755,2069,14068,103568,101656,32432,1824,62215,43416,60314,69348,18255,28589,98175,86220,33803,6761,15458,50472,96129,66906,24583,42091,70979,47601,36519,56358,49767,41004,47668,67457,47652
393,2,1,1,1,1,1,54257,232191,305232,105741,7268,100671,237850,252039,98718,15411,98165,190651,241397,146861,27615,41589,216813,311593,118766,15928,54659,101197,171144,262399,115290,5324,102168,330390,246884,19923,8026,99503,331930,247243,17987,80379,119146,201529,228565,75070,52849,267630,236100,121561,26549,17611,103931,286066,195711,101370,264197,225744,124969,65616,24163,57712,97280,161120,235757,152820
394,2,1,1,1,1,1,127411,133281,129147,23299,1374,133387,121725,114373,41164,3863,109017,105159,110280,79446,10610,92378,138793,121769,50747,10825,56368,66168,85719,123056,83201,3848,76339,140117,162759,31449,6113,73339,140548,166632,27880,71186,76991,92427,115467,58441,115076,125093,106965,58080,9298,8829,67978,146969,107820,82916,202525,106994,56170,30456,18367,34335,69715,76527,106088,127847
395,2,1,1,1,1,1,315354,248378,230432,46985,3045,316203,268470,190370,61707,7444,305137,226169,192679,107070,13139,89514,229313,304903,162131,58333,191371,166112,186903,216407,83401,96225,238946,299144,195462,14417,117384,217401,298331,197920,13158,256984,164429,187561,185845,49375,163637,323529,235742,107537,13749,17274,78197,214384,217186,317153,268478,230298,148328,110490,86600,227956,150236,161353,189838,114811
396,2,1,1,1,1,1,548263,187730,40924,6917,832,510154,199586,56918,16148,1860,453975,188988,92975,44052,4676,123538,192763,230121,169641,68603,191360,204381,178181,149738,61006,144415,309881,219468,97392,13510,167581,290183,216043,97402,13457,279338,217249,142351,113144,32584,275638,292845,150065,60528,5590,5963,27822,93872,206032,450977,304619,192846,130443,100368,56390,217909,211845,157568,114201,83143
397,2,1,1,1,1,1,166222,233984,130177,32947,1950,130254,151849,159221,104228,19728,91934,95231,132141,181331,64643,50128,154298,206537,138590,15727,42398,54368,68066,153954,246494,8669,76511,167557,266109,46434,11079,73903,166025,274100,40173,55808,59022,77685,163033,209732,80107,138428,154050,152825,39870,29672,174123,168088,105336,88061,416065,77056,41273,21158,9728,34627,57887,66264,111076,295426
398,2,1,1,1,1,1,0,0,0,0,0,7,1,0,0,6,15,5,0,8,7,42,1,2,3,1,51,8,2,9,0,11,27,0,0,0,18,38,2,0,0,59,62,10,49,30,146,27,7,1,29,43,0,0,0,20,80,0,0,0,18,0,0,28,28,30
399,2,1,1,1,1,1,0,0,0,0,0,2,7,16,21,52,13,19,33,24,51,124,10,5,11,11,104,24,14,19,7,1,24,13,12,0,2,14,26,10,0,8,38,56,35,45,136,23,22,14,71,140,3,3,4,32,100,0,1,1,120,13,24,81,46,44
400,2,1,2,1,2,1,310602,172916,121695,108362,13450,313163,150740,98656,110727,53739,249451,156593,102185,125264,93532,97510,240955,225094,139466,24000,128332,151284,116052,137342,194015,68925,280871,232734,131717,12778,86498,263450,231230,134484,11363,136614,169220,112525,133723,174943,244312,196513,105487,112676,68037,37194,160586,131860,179534,217851,337466,164190,119006,78071,28292,100275,161893,116393,114225,234239
401,2,1,2,1,2,1,380020,512171,487058,306244,35819,416446,411303,339269,389519,164775,330396,338028,298972,423932,329984,242496,460317,506557,431369,80573,219293,233826,250058,408381,609754,211227,537251,579460,369226,24148,234680,519629,572214,375287,19502,232738,267183,251898,389264,580229,361465,414622,313403,391240,240582,125715,576573,382005,364916,272103,915944,345215,205726,169656,84771,169803,246842,250868,325685,728114
402,2,1,2,1,2,1,243849,190005,151496,45197,2085,223001,139695,153751,102356,13829,175737,93823,121560,173580,67932,91008,188414,206805,127380,19025,99877,78845,84192,154274,215444,150642,272872,177496,31330,292,170277,250591,178955,32585,224,108170,81333,91138,163525,188466,166815,154895,134873,132423,43626,18142,205619,149905,97035,161931,395000,105247,65417,48974,17994,93340,70696,73108,116404,279084
403,2,1,3,1,1,1,142842,225420,230648,156755,12641,205500,189268,208832,146532,18174,190660,165410,190347,183604,38285,203477,270518,208893,75688,9730,156233,137468,144538,203235,126832,52085,338903,274239,96241,6838,65651,324165,275430,97000,6060,161389,139832,147005,207987,112093,213184,238974,185020,109508,21620,47560,224613,207548,149445,139140,227791,189499,136155,127010,87851,94162,139486,137860,182023,214775
404,2,1,3,1,2,1,149946,203276,173085,170521,19261,218469,167643,157033,136392,36552,226567,146277,135880,153236,54129,144909,257467,209064,93699,10950,161346,131869,112148,171241,139485,40834,222495,260031,179989,12740,46011,222393,255031,180702,11952,179758,131696,111417,170676,122542,220799,219901,137372,103684,34333,53828,172630,152645,153006,183980,222305,165389,122968,127906,77521,128452,130179,105822,139928,211708
405,2,1,3,1,1,1,1254,12823,123638,259929,21320,2675,32561,172002,181158,30568,5778,46827,129865,187354,49140,45544,163920,159703,39731,10066,21685,28764,69846,165563,133106,1387,118870,190375,92031,16301,2296,118263,190269,92621,15515,17328,30026,78886,165835,126889,21459,89727,176092,107587,24099,43254,201803,136306,34269,3332,164031,134790,58868,32756,28519,13143,23580,59098,127994,195149
406,2,1,3,1,1,1,202219,198445,274483,218264,12424,215851,204644,282631,170005,32704,205691,203620,241509,191086,63929,127751,311623,319017,133231,14213,126775,141124,216275,251618,170043,40270,303161,333285,205848,23271,54038,290312,333093,207426,20966,145255,159373,224146,227714,149347,195056,278801,249964,142127,39887,43333,198744,271020,198412,194326,300210,286958,181523,95675,41469,86797,161078,202421,230756,224783
407,2,1,3,1,1,1,299213,129320,25675,3358,85,232229,166158,42720,14547,1997,165661,181631,70144,32885,7330,116750,149015,115066,63859,12961,72113,133193,128888,82156,41301,21344,110011,185494,130786,10016,25182,107487,184868,131293,8821,80896,140696,134594,69600,31865,188649,157668,73210,32121,6003,5484,30996,95501,169746,155924,180050,149353,93172,26645,8431,39792,136864,137005,86264,57726
408,2,1,3,1,2,1,402373,382196,73725,8601,434,346286,372738,111434,33493,3378,285235,331431,162108,77123,11432,171306,330939,244462,105257,15365,158699,219759,237352,177010,74509,24314,313317,377600,142626,9472,30104,318203,372766,137492,8764,195541,215728,245913,155528,54619,338317,348507,123437,48477,8591,23370,71295,221108,287489,264067,279365,272683,212025,74842,28414,129002,185730,247639,188171,116787
409,2,1,3,1,2,2,147494,422179,272098,82448,2659,136494,441764,271893,71277,5450,110632,416724,274637,108736,16149,229185,394571,230470,66736,5916,92989,240793,341662,194564,56870,6048,278246,404428,213828,24328,8065,278403,405022,213359,22029,92881,244084,364175,170912,54826,213917,459017,192470,53707,7767,56188,154462,317884,304638,93706,161891,288342,273711,138930,64004,64761,167642,331174,246918,116383
410,2,1,3,1,2,2,282432,252908,385847,390607,28438,346117,245219,436543,270814,41539,317993,266540,367000,315436,73263,355396,556727,321182,89645,17282,265226,213824,242621,387028,231533,6198,335210,513095,390148,95581,10544,328396,513419,398067,89806,276224,213414,271248,367028,212318,397967,394916,347139,163124,37086,131716,329467,391998,238167,248884,413060,344787,244209,224413,113763,137883,234547,230231,329246,408325
411,2,1,3,1,1,1,18977,122584,225096,134445,8960,42140,128853,185114,133782,20173,42848,106642,144580,170519,45473,62966,182253,195659,63382,5802,45490,63859,78255,158922,163536,2068,66652,198254,203976,39112,2569,65910,197780,206338,37465,48938,73746,90478,169080,127820,53946,151174,167551,115339,22052,32335,172224,179540,97515,28448,258188,111441,56764,45530,38139,27490,63818,74026,118588,226140
412,2,1,3,1,2,1,156782,145975,105089,20803,6935,187686,109821,100711,27251,10115,179199,119320,82223,41079,13763,104725,197442,92887,31234,9296,162792,94493,66221,69915,42163,9450,198961,137671,75256,14246,14073,192712,138691,76934,13174,180790,92457,65384,62164,34789,183532,123656,85203,31699,11494,26120,38617,102351,118448,150048,94214,73818,84260,117396,65896,110240,123603,72649,64970,64122
413,2,1,2,1,2,1,421275,212759,78908,13454,1662,408626,199602,90912,24372,4546,348252,186617,127384,57369,8436,77384,261694,256915,114182,17883,219303,130740,134553,168487,74975,85885,292434,254495,91728,3516,107875,272824,253199,91159,3001,259182,130222,149835,143974,44845,301701,245927,122025,49190,9215,8284,30121,144239,215796,329618,287474,155174,135977,123941,25492,205450,128074,138608,153589,102337
414,2,1,2,1,2,1,477953,362100,188087,70260,4429,445262,246815,220884,153438,36430,342805,190052,193435,267798,108739,196114,409856,354418,133437,9004,153107,182095,140176,238871,388580,38646,269505,298716,339340,156622,49779,257947,296317,358507,140279,197108,180126,137177,241041,347377,389272,262276,214500,190453,46328,87567,271272,238321,204156,301513,691357,197948,147533,53273,12718,87432,210743,130914,161542,512198
416,2,1,1,1,2,1,0,0,0,0,0,3,0,1,1,2,4,5,3,4,5,22,2,3,1,0,31,1,8,2,0,0,11,3,0,0,0,10,6,0,0,4,15,18,5,14,46,3,4,1,16,21,4,0,1,10,51,0,0,1,7,2,5,23,5,20
418,2,1,2,1,1,1,4,2,8,8,34,3,4,3,24,78,1,4,10,52,80,115,17,10,6,20,97,32,36,25,13,4,2,4,12,44,4,0,10,10,44,0,1,76,72,96,99,26,13,21,93,181,1,0,0,30,130,0,1,1,140,0,2,121,81,56
419,2,1,1,2,2,1,6,1,0,0,0,15,3,3,0,0,9,10,5,6,5,47,3,4,0,2,43,13,5,8,1,2,6,6,8,2,4,3,5,10,4,8,13,17,31,29,40,18,8,10,36,24,5,2,0,34,81,2,3,1,10,5,7,23,16,39
420,2,1,1,2,2,1,54,3287,30516,299607,167432,245,5783,23176,194106,277586,727,7113,25737,250812,216507,9512,45783,114930,239234,91437,4131,13294,54261,292385,136825,3,1717,10793,53920,434463,4,1647,10778,59171,429296,4425,17250,42911,200547,235763,2127,6160,45440,225336,221833,86919,262394,129448,20424,1711,6767,148267,262599,70439,12824,5998,31010,143414,250032,70442
421,2,3,3,3,3,3,4698,64401,148701,276491,88861,6940,49552,111657,246412,168591,6070,43769,107564,240946,184803,57275,100887,127849,174561,122580,11866,43733,99335,215836,212382,750,19052,60387,141945,361018,992,18477,60689,149001,353993,11886,46173,89291,203952,231850,13671,64413,120830,229777,154461,115134,242901,133341,71864,19912,167333,176229,135346,67556,36688,37896,53292,94375,171511,226078
422,2,1,2,2,2,2,881,15787,61614,113153,19026,1230,10842,38032,102593,57764,1090,7719,28435,123534,49683,16552,36951,45100,71619,40239,1930,9991,36463,109620,52457,0,35,4091,47097,159238,0,42,3843,51692,154884,3326,11921,30659,96675,67880,1806,25546,51394,92272,39443,32325,92812,59999,20897,4428,24946,81359,76128,22941,5087,7345,19442,44912,81354,57408
423,2,1,2,1,2,1,0,0,0,0,0,0,2,6,6,14,0,1,12,14,15,50,6,5,2,0,46,15,16,7,0,0,0,42,28,0,0,0,44,28,0,0,3,110,75,71,124,42,14,11,75,48,0,0,0,30,80,0,0,0,33,0,2,39,32,34
424,2,1,2,1,2,1,1358,18117,144338,330630,66994,1918,22073,150300,287181,99965,3177,24689,121480,279944,132147,31434,51769,117170,267893,93171,14583,11448,64538,229530,241338,507,6387,26389,222547,305607,659,6121,27030,230372,297255,13058,17799,73326,240847,216407,16110,34873,122332,274584,113538,42025,222105,223025,72312,1970,253813,182163,84492,22626,18343,10875,28078,111254,205588,205642
