census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
352,2,1,1,2,1,1,1,1281,5986,15479,24006,48650,94499,53116,1071,23603,36410,28368,37941,64486,46291,4848,4682,50108,35646,35539,61676,46395,7472,1500,47733,65669,52612,35305,20019,11625,8455,1600,31083,47159,51980,45392,30842,23525,11941,1096,98675,136214,6398,1371,301,55,4,0,117837,116676,6960,1189,305,48,3,0,32856,57213,44570,40113,33612,24658,8325,1671,43490,51348,48858,41831,42104,11166,3060,1161,19676,30316,52511,39568,26153,26281,37319,11194,409,4566,12262,20543,32349,48337,65921,58631,19505,44674,41257,38337,36924,31064,19789,11468
353,2,1,1,2,1,1,1,1838,6456,13503,25140,74968,65646,12738,1002,18253,29056,33020,43969,51569,22216,1205,2224,27103,25013,25962,46120,52136,21573,159,40117,76554,45847,23217,9174,3442,1685,254,9802,25865,32693,38232,37154,36999,19250,295,30367,144633,21432,3611,235,12,0,0,38319,136433,22496,2816,219,7,0,0,7623,29496,31317,37329,42737,39332,12103,353,29379,44623,41110,33957,35767,11522,3865,67,6902,55477,54312,30831,18478,15652,15542,3096,1226,12985,28249,32563,36396,38272,31917,18682,2108,15770,22924,26329,32387,40058,38320,22394
354,1,1,3,2,2,2,0,78,2916,7838,42188,90235,69146,21453,12,1398,9557,32136,61023,67072,54048,8608,36,4819,19384,40695,59083,66440,41812,1585,60739,55534,40282,31179,23913,15783,5652,772,13824,24313,31449,35441,41264,45636,35393,6534,3048,39571,77846,70642,31181,9983,1389,194,3483,35534,85080,66178,33166,8949,1277,187,8567,14789,30014,41786,47592,48829,36452,5825,20234,31873,39530,41456,40762,36499,22347,1153,21761,66817,85663,35970,13514,7217,2758,154,4151,19619,28866,31886,34445,38234,41530,35123,6520,6963,16197,29782,44187,51416,44632,34157
355,1,1,2,2,2,2,94,4991,12462,27454,81733,128764,48450,2763,764,9566,25638,50034,75752,79856,61220,3881,762,12653,31517,46438,71467,87432,54458,1984,78722,101039,62888,37547,17622,7051,1773,69,24490,40056,40271,42798,54747,56843,40193,7313,3735,75562,94770,77369,37523,15492,2207,53,4626,69228,105172,70478,41202,14040,1919,46,16074,32429,34567,47037,54995,60784,50622,10203,29015,49116,61458,56196,48278,43512,18309,827,18990,122880,100002,35337,17944,7839,3593,126,3293,18327,36009,46518,50125,51997,56677,43765,6442,18499,24201,35803,52062,65897,62042,41765
356,1,1,1,1,1,1,33791,25394,20782,27961,32982,19329,3580,151,35515,20988,12768,15161,24832,32464,21566,676,33422,17393,9809,11023,16876,32300,41603,1544,9084,17207,21481,27037,34869,38838,14452,1002,20611,17103,9554,9010,12189,22253,42780,30470,25612,56529,44706,28083,8105,915,18,2,27798,51204,49065,26494,8703,685,19,2,22678,17297,9051,8690,12979,23257,49134,20884,25665,21865,15952,13974,16612,29567,38460,1875,1011,9013,43523,31561,17694,12535,18450,30183,58863,36510,19133,12775,11330,11499,9281,4579,16256,20447,9673,9587,14013,21216,28172,44606
357,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,0,0,1,2,5,9,9,9,36,4,3,2,1,3,0,0,21,22,9,3,9,4,2,0,0,8,7,1,8,4,0,0,0,7,12,3,8,4,0,0,0,0,2,11,36,30,32,15,26,35,13,8,8,9,13,28,44,0,0,0,0,0,0,20,80,0,0,0,0,0,0,18,3,3,3,7,32,8,3,34
358,2,1,1,1,1,1,0,2071,19065,59655,106389,153689,122367,23262,65,22776,66433,76617,92185,107532,97712,23178,77,10723,44293,87173,104506,109503,103805,26418,76139,84525,65635,80051,89141,65168,21187,4652,2504,4303,11378,28774,64305,129384,162443,83407,455,15149,40288,75228,100693,154561,81585,18539,514,13775,44530,69506,109242,147575,85026,16330,1435,3608,12549,29114,63126,115348,165618,95700,31881,84477,54163,55775,74159,97836,70619,17588,16724,126506,144970,103758,60013,28405,5988,134,154148,153309,81374,44137,27487,16131,6695,3217,1222,4085,11945,24397,41406,62816,82332,258295
360,1,1,2,2,2,2,11,6365,46601,76525,80215,103821,73875,8599,942,21246,53236,58507,59287,78552,109737,14505,1837,29169,51206,50921,56530,82078,109863,14408,29377,51749,61041,68491,73774,72345,35590,3645,14257,26595,29777,35264,47847,70898,103359,68015,5760,77058,69756,71737,62207,75593,29587,4314,6711,72623,75856,66277,69214,73069,28049,4213,12206,28311,32968,36415,46688,67683,110071,61670,19011,43737,54392,48394,54634,75977,89489,10378,10656,64640,109732,84346,60210,49579,16459,390,71348,96872,64595,45348,36833,31837,29947,19232,5765,20737,29705,37627,49980,65388,73595,113215
362,2,1,1,1,1,1,0,0,1,4,8,8,12,44,0,0,0,0,3,16,25,75,0,1,1,2,19,40,29,55,114,7,8,15,7,7,2,1,16,73,24,19,16,25,9,0,0,16,23,13,2,0,0,0,0,10,26,15,5,0,0,0,0,0,4,9,60,37,51,49,55,34,16,15,9,9,22,50,168,1,0,0,0,0,0,30,100,0,0,0,0,0,0,151,0,0,7,10,84,58,10,52
364,1,1,2,1,2,2,685,24411,78771,105563,142664,130795,53791,3084,3173,39147,65690,74709,97736,129701,124019,5589,3759,37441,56658,65171,83231,128548,157644,7312,28890,80163,99770,111128,103753,86256,28560,1244,19389,32519,39350,47878,67237,97371,160818,75202,11378,190165,171641,106964,44279,13929,1363,45,12770,178313,187823,99243,48604,11727,1250,34,18281,34371,40129,51105,65472,99524,173709,57173,21893,52606,69879,71921,78434,122074,117660,5297,8668,84004,179171,123471,72803,47388,21993,2266,107850,133221,90812,59112,47710,43714,36286,21059,6971,25485,36137,49330,68689,91181,110376,151595
366,1,1,1,1,1,1,99782,113038,102868,105093,103288,50846,8691,1246,99920,91144,72106,76017,97534,91075,53598,3458,77359,72501,52184,55752,72571,112249,131489,10747,31739,77764,96919,116062,122224,98453,38362,3329,43365,46968,37291,40164,50890,81522,152144,132508,49505,197847,167229,120261,42075,7581,342,12,54518,182890,183057,112346,45482,6228,320,11,43542,50234,39539,41098,55227,84192,168176,102844,79122,84638,72302,69424,73271,96438,99809,9848,4236,49231,152664,113095,74535,57227,65058,68806,303739,107302,53920,36171,29591,26851,19476,7802,29814,50016,34991,36044,47616,68200,93983,224188
368,2,1,2,1,2,1,2259,64523,169281,163085,129284,140013,112192,3492,31276,170283,161409,105388,99721,121032,91847,3173,59815,209250,130565,86815,91102,118422,86675,1485,83405,201944,216994,159497,79660,31217,10089,1323,138872,149854,91878,78059,83660,96621,117976,27209,44779,382015,198292,102030,39555,16300,1155,3,48206,363787,219471,93640,43523,14511,988,3,172362,142389,86157,80672,81868,95837,109953,14891,102260,179256,159204,124328,107992,81525,28501,1063,5478,95741,137563,104041,104183,137507,163202,36414,35445,96184,96789,83113,84991,107720,156845,123042,56112,184441,95220,80479,79691,83816,84253,120117
370,2,1,2,1,1,1,9670,57986,77650,116583,197935,128760,34684,1374,20659,92728,95997,155689,137778,91831,27857,2103,38382,77895,104905,139026,126461,100292,35283,2398,53382,75126,154015,182489,108341,38214,10489,2586,69645,92001,55246,58756,82669,115405,121978,28942,395,115899,118124,154419,132430,87866,14669,840,522,106698,130243,147011,145422,79602,14420,724,84655,98531,57371,71964,95895,113958,90272,11996,51929,79888,141774,152563,109808,67029,19773,1878,22169,21317,86954,154638,158704,96890,58750,25220,90857,132962,96779,65411,52209,44900,41436,100088,43890,99197,59921,55536,75892,98189,96000,96017
371,2,1,2,1,1,2,66,13341,33533,51369,74003,44627,10978,1041,3672,68712,40509,40203,35050,28295,11581,936,26690,53087,30245,31067,32395,32661,21751,1062,100568,58434,37197,21463,8695,2152,296,153,57586,27432,21801,22735,27598,31843,33018,6945,102,58051,54602,66655,36236,12196,1068,48,213,54250,58593,63440,40299,10913,1201,49,51777,23628,21768,24739,30160,37072,35209,4605,81050,51602,31803,23261,19345,15486,5944,467,46848,47763,52579,29759,18968,15283,16079,1679,15080,35550,30494,24693,21857,23543,24620,53121,38556,15306,15816,17080,22397,30667,36650,52486
372,2,1,2,1,1,1,23294,163748,151344,147511,145593,73487,20620,629,84322,242321,132845,117611,80710,51490,16152,775,127537,226203,114292,94435,74799,59311,28489,1160,111471,199324,193665,125584,60441,25057,9135,1549,171647,168428,82236,67860,70219,77571,71141,17124,3761,287329,212403,157976,54409,9825,494,29,5217,271033,232326,149790,59118,8162,549,31,213380,143964,77639,70190,73608,78166,62422,6857,153975,247163,142793,86469,54415,30518,10521,372,22715,38870,81416,99077,97595,104401,194053,88099,55369,85521,75239,66919,73294,103611,157443,108830,92435,191721,86965,66257,68192,73379,69372,77904
373,2,1,1,1,1,1,6032,52625,41171,43793,52655,53498,41998,11609,27226,70525,42085,41301,44780,44982,21431,11051,45699,77154,37089,36796,43795,41198,21278,372,40940,42920,67874,71328,48238,21435,8826,1820,64563,57560,32746,30239,35359,40666,35185,7063,4155,120600,90033,60611,22276,5536,168,2,5178,114834,97843,56366,24241,4784,133,2,87100,51025,29916,31340,36236,37585,26934,3245,49206,61994,57038,51630,50031,26039,7225,218,25474,11149,32438,42790,39236,38765,71202,42327,17198,36222,37666,34710,35901,42316,47798,51570,48960,71113,31713,28016,32538,35985,29585,25471
374,2,1,2,1,1,1,31469,234470,174919,162365,203726,165054,72406,9362,134077,288743,150618,137395,138841,132094,65643,6360,169948,267792,128358,118301,125869,144101,92060,7342,229529,312753,231853,151453,83904,33455,8986,1838,189893,221158,123365,106277,111800,128894,138110,34274,39010,386762,336104,210766,66319,13512,1208,90,45721,357229,367225,197656,72932,11687,1232,89,213120,189785,118329,110396,118695,138891,139549,25006,249169,289406,169806,118875,102700,80989,38107,4719,29794,117848,186775,151678,122974,138029,219388,87285,84281,143202,123551,113158,128109,164308,178705,118457,56620,214765,132419,115854,124310,134991,131624,143188
375,2,1,1,1,1,1,15209,146244,204245,140908,142669,147658,87826,12190,55386,235438,124795,120613,132411,141842,80001,6463,90832,231305,100738,100879,124163,144517,99937,4578,112210,156252,204563,187573,139667,68963,22118,5603,117147,160820,97247,86992,96517,122197,166807,49222,18907,292609,282963,204867,75378,20739,1453,33,22823,278033,309550,186387,80942,17816,1379,19,154567,144909,93634,94132,104348,129434,153622,22303,126138,198938,159345,119900,133648,104364,50775,3841,17648,69676,176978,152115,119274,117400,171076,72782,100473,150566,121644,99388,96798,114041,133861,80178,75416,136746,94178,90513,101160,116747,125762,156427
376,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,13,0,2,2,10,11,14,13,18,76,7,2,4,4,3,2,0,49,24,16,9,10,7,4,0,0,14,11,9,4,1,1,0,0,17,10,12,3,3,1,0,3,5,9,21,53,20,30,34,70,25,11,3,8,12,11,49,80,0,0,0,0,0,0,40,130,0,0,0,0,0,0,36,5,3,2,9,61,30,5,36
377,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,9,16,30,0,0,7,5,7,29,19,38,88,9,4,9,11,9,8,9,35,54,16,18,20,26,6,7,0,0,2,14,25,19,0,0,0,0,2,10,36,14,2,0,0,0,1,13,78,36,40,70,66,44,9,11,9,14,26,73,127,2,3,0,1,0,0,60,170,0,0,0,0,1,3,75,0,0,3,15,124,26,3,52
378,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,11,33,0,1,5,6,3,13,27,36,66,9,3,5,7,1,4,3,13,36,15,11,8,14,7,1,0,6,15,3,10,0,0,0,0,4,24,2,6,2,0,0,0,0,0,2,17,50,33,38,41,31,36,11,8,7,28,55,110,0,0,0,0,0,0,10,80,0,0,0,0,1,1,59,0,1,1,5,72,27,10,17
379,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,4,2,2,5,13,0,0,2,5,8,13,4,24,82,10,4,4,13,6,7,7,52,41,28,15,9,27,10,0,0,0,15,22,16,1,0,0,0,2,8,27,17,2,0,0,2,2,7,23,62,22,33,45,65,37,5,9,6,19,13,56,69,1,0,1,0,1,0,110,220,0,0,0,0,0,1,33,0,1,13,18,104,17,3,72
380,2,1,2,2,1,2,0,0,373,10424,44107,82682,43561,5066,1,809,7761,26806,50397,71077,25151,4211,157,10847,23739,31426,49660,52327,14593,3464,23588,21296,35159,36548,33810,23725,9765,2322,18281,13419,17985,20234,31146,49134,31597,4417,0,9331,55986,65233,39672,12139,3706,146,2,8140,63088,57678,42513,11148,3529,115,15372,17486,21404,25351,36828,41668,23124,4980,15684,10339,20012,38509,54131,37429,7044,3065,17714,21969,44431,38891,26787,22968,12842,611,2650,18211,36316,32122,26011,22135,22945,25823,13943,17680,18656,20820,28173,35246,28834,22861
381,2,1,2,2,1,2,1309,38454,35091,52670,80034,102346,80322,32463,3607,47737,42842,59307,86044,101805,53744,27603,9869,74454,49236,67868,87876,76803,30984,25599,27622,33917,66201,85989,81511,61132,35552,30765,36554,48275,55222,60267,71394,77253,47026,26698,6638,108333,124151,94754,48399,26715,11811,1888,8575,98563,137078,87161,52957,25119,11402,1834,53500,60347,50843,63038,67132,63715,36876,27238,17627,26249,54714,81410,107310,82104,29061,24214,40519,25838,63877,75151,66897,55526,55017,39864,7257,43120,62496,67744,70459,70362,59120,42131,43060,63625,46246,56776,67979,63497,41529,39977
382,2,1,2,2,1,1,465,8855,10988,19742,63415,98876,78332,30739,2490,13180,14968,30109,61806,88807,77833,22219,5010,18177,26388,41912,61438,77693,65163,15631,20678,34606,55453,61133,58891,44639,28103,7909,13856,21130,25560,31674,46942,73479,71131,27640,955,19020,58295,99730,84429,42745,5940,298,1036,16984,64785,93757,90768,38106,5728,248,15301,25508,28057,34384,47582,65082,70487,25011,9117,17970,36095,52104,67633,68289,45789,14415,16504,65439,72548,51972,41359,32949,21747,8894,13232,48392,63502,54256,44195,36411,30844,20580,10327,26218,26787,33219,42518,52610,55557,64176
383,1,1,2,1,1,1,1262,51196,70506,95090,107565,91915,52350,10772,6373,77533,85188,102722,89628,76570,32411,10231,20185,113589,74246,83958,86378,65564,29906,6830,28445,83811,136255,113336,65951,29758,14510,8590,56181,83517,67759,69707,75936,70671,47012,9873,9274,144687,171416,105323,34770,13216,1844,126,11124,132414,188491,96870,38018,11814,1809,116,89751,77842,65206,76903,71381,58197,33701,7675,15516,68203,126686,113060,92237,45194,14967,4793,15020,27575,78328,91921,78251,63195,87957,38409,13592,45317,57741,65094,73174,81281,83910,60547,52999,84366,47783,62983,76954,71786,48722,35063
384,1,1,2,1,1,1,8200,82966,104847,114043,153689,141964,63467,15190,33401,157090,106044,128610,119262,88546,33562,17851,88414,182302,94732,108749,105081,68881,32973,3234,67905,111266,165280,159213,104805,47761,22091,6045,128510,139708,88638,83418,87365,86310,59913,10504,26186,257239,184294,140495,56045,17703,2121,283,32156,241629,202347,129756,60661,15429,2113,275,187395,116809,83352,89716,85519,72942,42239,6394,75218,151885,158722,129517,104553,47715,14508,2248,28210,23935,74782,107924,102820,89987,158797,97911,19149,62220,74499,75979,85698,108297,145962,112562,108640,152271,70864,75373,87500,86278,63260,40180
385,2,1,2,1,1,1,4734,115192,92642,105288,67128,21978,4579,4991,23396,135799,78521,73095,58391,32383,9865,5082,67889,141848,46793,55532,60109,29651,9997,4713,18747,46955,88631,99390,70450,38810,28979,24570,75961,82306,58718,56715,64574,50688,22465,5105,22886,172704,89606,83521,37051,8483,2106,175,26564,163553,99873,77541,39618,7378,1821,184,124329,81763,43305,47511,55390,42230,16931,5073,32797,65778,90909,94739,81768,33732,12304,4505,8979,8269,35229,54529,50634,48528,100247,110117,7289,33150,55315,64593,65819,66426,72732,51208,90942,101556,39473,40659,54325,51791,26430,11356
386,1,1,2,3,2,2,219,24935,20285,44000,60152,74321,61503,8737,3031,33996,33554,47666,59582,67783,46629,1911,16706,43721,32384,42255,58220,63718,36277,871,14497,46278,74645,70285,45544,21543,11706,9654,16864,33532,39270,41889,53167,65417,41698,2315,1950,68114,95365,77215,38072,12644,790,2,2481,61146,104895,72208,41579,11053,788,2,31394,40993,32450,39721,52713,57163,37202,2516,7565,17545,53206,71258,75897,50236,17701,744,5277,44060,68119,51692,36177,28297,27665,32865,5803,26211,48490,54546,52105,50646,37187,19164,25816,35725,27293,32703,44663,53959,46911,27082
387,2,1,2,2,1,1,0,1,2314,20431,66605,127060,128938,34379,0,12498,41570,64579,87947,94260,69145,9729,1639,68838,75382,71995,70850,62735,25642,2647,145207,48668,53487,52751,43555,25804,9005,1251,144550,39593,34952,36973,44467,46447,28973,3773,3508,142803,122652,66362,30625,11980,1764,34,3933,132254,136732,61285,33048,10732,1716,28,137242,48526,40627,40658,43093,38795,26189,4598,112818,41887,50243,58970,62321,40394,11034,2061,97304,49245,63207,52363,45008,43632,27541,1428,2046,13969,27729,34272,39578,42278,46540,173316,125497,42130,37868,39016,41624,41248,31600,20745
388,2,1,2,1,1,1,35437,168046,163167,217287,207880,93862,16601,2497,56632,211554,176842,193294,173465,73627,16782,2581,135211,247389,155487,164410,127112,58457,14684,2027,36458,56707,116401,180728,207262,157545,90932,58744,103181,146469,153779,156310,156510,121882,60005,6641,13159,220997,254765,237618,120655,51398,5945,240,15765,205045,275712,223722,132597,45481,6201,254,172724,183608,141434,141555,127925,94008,39378,4145,56274,98245,187043,237698,201264,88242,33604,2407,18083,9681,46034,102600,138901,165930,187800,235748,29462,99023,142040,148186,148686,144285,118744,74351,149057,203937,139901,122590,120918,101104,50627,16643
389,1,1,2,1,1,1,164645,185972,44333,23756,10048,2589,342,130,167780,180980,43828,23368,11718,3463,498,180,201464,148597,40692,22078,12283,5385,1133,183,24106,43639,49115,57358,73564,76848,67994,39191,67530,94894,90687,75639,53709,32857,14637,1862,16157,183709,123874,69162,28018,9748,1025,122,20134,172805,134624,64046,30247,8767,1076,116,105081,138780,81060,49397,30410,18317,8138,632,78734,98779,91838,74227,55488,24336,8107,306,1416,444,1725,6553,16745,39409,119509,246014,56813,80962,75915,61998,54070,46367,36719,18971,84376,138498,87419,56012,33944,19068,8541,3957
390,1,1,1,1,1,1,531356,261514,43700,17075,6036,1276,274,44,491101,264407,58440,28636,12880,4670,871,270,489799,213356,71559,44855,25887,12596,2990,233,32454,97918,151758,170671,165983,121922,82816,37753,194105,228030,147372,105196,81087,64359,37775,3351,32129,405117,208468,131810,61815,20821,1093,22,39686,380346,230572,123924,67808,17960,964,15,295254,229803,114011,78625,62723,51125,28162,1572,175639,298890,199929,106710,53098,21966,4953,90,810,975,5557,20913,45975,82651,175227,529167,143984,150146,131566,114787,105079,96638,82745,36330,244862,249183,116234,84726,69724,53385,31562,11599
391,2,1,1,1,1,1,25012,87516,49083,49227,56748,50802,11771,4558,56007,83263,40176,47981,52912,38402,10810,5166,82887,65141,34012,49307,50920,35226,12232,4992,25617,32479,55290,85980,78138,35462,16723,5028,71100,57332,31722,31144,42432,51418,40571,8998,10150,95642,59543,63215,59768,41135,4525,739,11572,89966,65701,59413,66442,36550,4437,636,97304,46589,29416,36482,44000,46151,27898,6877,48054,59757,60850,67857,53748,31165,9220,4066,14683,4672,21851,48929,55813,42087,59638,87044,21856,53421,47175,39827,40341,45242,49184,37671,71263,63213,27573,32157,41854,44843,33053,20761
392,2,1,1,1,1,1,198,12487,37322,53087,75486,58980,13237,2751,2973,30978,44257,62724,54785,41210,12539,4082,6747,33436,46962,56372,51665,40090,14282,3994,12542,26315,71615,79900,44259,13625,3853,1439,30376,38065,21802,25933,39082,49511,40597,8182,135,43710,58621,68439,51160,27788,3341,354,186,40339,64856,65045,55408,24295,3150,269,35292,38751,26258,33313,41755,45543,26848,5788,11014,37132,62695,64997,42308,24189,8194,3019,12391,8162,34754,57966,59881,43985,28836,7573,16174,44679,44249,34683,25440,22049,29971,36303,20343,42727,23200,25272,34882,42702,37919,26503
393,2,1,1,1,1,1,7885,96899,144498,191856,173919,75806,10487,3339,22986,127122,146335,183096,128591,68561,21730,6268,34940,100049,118997,161946,140819,97254,42864,7820,17760,53007,150289,202777,171257,80446,23352,5801,22550,56884,62069,86118,128439,165728,147617,35284,68,20883,62359,161084,213385,202212,41583,3115,94,19128,67516,152636,235607,184855,42134,2719,37151,67993,75971,110979,138843,147081,106162,20509,18345,81468,173158,179053,120169,85589,39315,7592,11067,15769,69558,158416,187164,127046,88447,47222,146727,187263,134928,90889,66467,43934,20112,14369,19307,62750,59423,81214,121267,150865,129088,80775
394,2,1,1,1,1,1,61660,95154,83325,95249,62818,13965,1779,562,73791,85309,78077,82055,59275,27701,7035,1269,55763,78943,65876,70844,65743,53536,22065,1742,46104,79532,88712,86539,61714,33860,13572,4479,26689,46848,40093,46881,61005,76060,85441,31495,2,16569,46792,76207,88843,125000,56014,5085,3,14977,51909,71091,98787,118156,55227,4362,34482,57559,45812,53304,61979,71106,73783,16487,71011,75980,78584,72734,58320,39033,17063,1787,5711,8345,46941,89888,88951,67008,67272,40396,140657,95138,63838,41987,29153,19657,13080,11002,8654,45738,41775,41799,54991,66816,65979,88760
395,2,1,1,1,1,1,160302,218697,150135,169545,106925,33508,3478,1604,179640,204125,163118,150782,88623,43069,12143,2694,206735,157833,135738,136877,106560,72170,25182,3099,41815,88246,153663,190357,178190,108284,53413,30226,102151,136305,98507,107306,127217,137179,112950,22579,6072,162404,133006,163523,184102,162871,29068,3148,8389,154462,144822,152767,203751,148097,28896,3010,151978,151208,98673,109879,122193,120064,79446,10753,76236,163202,195865,183242,119518,76943,26337,2851,12460,11171,53143,115731,146749,136409,134162,234369,161453,173548,139820,104424,82806,69890,65685,46568,114240,161667,85853,89317,112890,122987,93774,63466
396,2,1,1,1,1,1,302998,327192,94156,39132,15471,4344,1017,356,278489,315335,102950,48704,24441,11017,3030,700,292986,227461,106501,69977,47513,29295,10029,904,63915,101221,123561,140349,143509,111970,66743,33398,105434,140552,126999,115700,105113,95400,78379,17089,17125,233773,171034,153919,106933,77700,20072,4110,21724,219051,185819,144810,117573,70437,21066,4186,158825,187267,130466,97853,79442,71057,55083,4673,152820,206959,175406,118570,76031,41613,12477,790,3204,5707,18424,43137,75170,119744,213501,305779,211470,149134,117010,89080,75470,64610,49623,28269,101973,177789,127514,105981,90617,73975,53173,53644
397,2,1,1,1,1,1,70271,159533,143877,106754,59574,20387,4605,279,63595,101967,94587,101203,95810,68348,36891,2879,44668,69756,60583,72972,91473,113602,104485,7741,17769,63946,101191,122516,129894,95573,30148,4243,17459,39888,32649,35923,50357,89487,167465,132052,283,23163,46690,75121,117366,205210,92703,4744,411,21209,51704,70359,132176,195381,90073,3967,25832,46250,35488,40451,57511,92077,179822,87849,33978,82360,85501,91183,98222,98480,70058,5498,6714,53511,118357,118982,89879,65480,67460,44897,350554,92599,43387,28683,23545,14074,5564,6874,10001,41717,34330,35740,48138,67649,88018,239687
398,2,1,1,1,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,4,10,5,5,0,0,1,9,5,42,0,1,0,2,3,1,0,40,17,2,1,2,5,3,0,2,21,13,2,0,0,0,0,2,26,26,4,0,0,0,0,20,66,35,3,16,36,7,27,135,19,18,7,1,1,4,25,43,0,0,0,0,0,0,20,80,0,0,0,0,0,0,18,0,0,0,3,32,18,3,30
399,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,13,7,16,8,48,8,11,11,19,20,15,16,40,119,7,8,3,3,10,2,9,85,25,16,8,14,13,4,3,0,2,19,10,7,12,0,0,0,6,8,12,19,7,0,0,5,8,23,45,24,26,21,30,131,9,15,19,9,7,12,64,135,7,1,1,3,1,2,32,100,0,0,0,1,1,2,118,9,11,13,26,79,20,16,34
400,2,1,2,1,2,1,136575,240798,93912,72954,78006,74138,28680,1962,147223,221717,85091,60106,62368,66634,73479,10407,117760,185411,88928,65953,62871,74801,107238,24063,39255,114873,150445,154724,129509,91627,40906,5686,56579,116447,91004,74919,71366,81952,118102,116656,4160,152758,158759,154421,125053,104251,25212,2411,5047,142369,173196,143364,136622,98612,25578,2237,56662,132973,100348,74011,67497,78066,127049,90419,114420,199382,110693,70601,64431,68301,80716,18481,6378,70203,102594,86908,80885,103978,171778,104301,245763,139728,99156,80393,68159,51057,29968,12801,29318,118380,97812,77332,69687,70900,76434,187162
401,2,1,2,1,2,1,169110,355259,316088,300619,294005,208303,71489,6439,171924,378239,243689,197487,229539,234858,231124,34452,140449,292862,200617,175813,199878,251420,375364,84909,105601,246882,280784,316167,329713,284913,138860,18392,116395,165805,142450,144593,173520,241885,367649,369015,54480,307983,319515,358563,320047,292609,66553,1562,60315,281643,346524,334828,354563,278584,63570,1285,116024,191950,162429,148870,169231,226836,390475,315497,174988,310217,248098,198209,202973,232942,289064,64821,18113,253653,368391,271644,214974,223777,246303,124457,679062,350524,200737,139759,120105,109652,83010,38463,69017,165731,152369,149336,166517,200494,236162,581686
402,2,1,2,1,2,1,149658,146175,124619,103984,74789,28635,4138,634,145209,114378,88549,91169,94913,66813,29575,2026,115795,83866,57821,67050,84720,109144,105239,8997,35637,96946,117989,132562,122091,87553,35887,3967,56618,65531,46555,48053,59155,90398,151426,114896,49139,180953,154729,143042,76651,26932,1176,10,54010,168427,169139,133303,82979,23668,1096,10,60322,71281,48954,49807,65982,94993,163310,77983,100004,109540,95471,88478,79162,82251,69888,7838,3138,50828,143200,113566,76161,59240,73315,113184,320871,108779,60820,44582,37681,32339,20426,7134,46471,68756,41208,40559,51717,70789,92690,220442
403,2,1,3,1,1,1,28611,183202,129833,130409,161179,104030,26876,4166,82625,177271,111793,125345,129883,101084,35267,5038,87309,149825,99151,111075,123821,121042,69835,6248,118752,146668,169645,159741,103489,51218,15428,3365,84059,111059,82595,83351,99364,124741,136991,46146,2924,125816,208359,214603,122170,78187,15249,998,3864,114816,226243,202596,133639,71058,15161,929,84072,118922,82094,85109,101173,126407,140151,30378,117090,164460,140767,130714,102465,72297,35126,5387,19604,69516,151140,147475,111772,91109,111070,66620,129827,155088,113482,88399,83171,81311,67576,49452,34716,97727,85476,80395,93474,113817,117643,145058
404,2,1,3,1,2,1,42771,177872,115224,91948,127569,117955,37906,4844,84792,191400,96161,88536,105196,86906,54973,8125,107164,167367,83110,78838,90980,97379,80742,10509,72864,133751,161862,150561,113269,61424,19499,2859,85951,116496,77190,67196,76013,103158,130454,59631,1600,91850,145420,152065,153453,141058,28655,1988,2116,82823,154983,141145,168888,133782,30431,1921,98831,122777,76376,65412,75897,102327,132673,41796,105394,184429,127861,94319,81048,65795,49041,8202,27627,61408,114638,105499,86588,89803,141343,89183,129892,143528,97994,77359,77911,81998,65275,42132,55872,112253,77205,64641,69555,86320,101066,149177
