,district name,district code,1. Under-Developed_BF,2. Moderately-Developed_BF,3. Developed_BF,1. Under-Developed_FC,2. Moderately-Developed_FC,3. Developed_FC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,ASSET_TV,ASSET_COMPUTER,ASSET_MOBILE,ASSET_NONE,ASSET_VEHICLE,EMP_F,LIT%,MSL,MSW,CHH,FC,BF,EMP_AG_NONAG,Asset,EMP_FEMALE,LIT
575,Bangalore,572,0.16,0.39,0.44,0.27,0.01,0.73,0,0,0,0,0,0,4,7,9,14,14,23,17,31,49,43,51,42,51,61,53,41,39,42,38,34,34,38,38,34,40,34,30,29,29,25,27,23,27,25,22,30,27,23,26,25,15,26,31,30,14,20,25,25,31,12,24,32,35,37,53,44,89,826,0,0,0,0,0,8.247058824,2,8,73.32156863,4,17.8745098,4,2993.070588,1200.121569,4701.67451,0,0,6674733,23888282,3.931482293,12.0399567,83.40274465,78.71195152,20.15043021,1.138134289,4.964162312,16.3351303,78.03925853,1.470407131,98.30351878,4.135057792,16.03815419,79.8147639,1.18421241,43.67497838,50.72026527,0.867968915,0.347791737,0.673257601,0.023117769,0.635760103,13.10792882,88.3028633,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,2. Moderate Female Emp,3. High Literacy
576,Ramanagara,584,0.72,0.19,0.08,0.85,0.02,0.13,206,0,0,0,2,126,305,485,651,644,468,285,235,130,64,95,67,66,24,24,20,24,25,17,15,15,12,10,8,9,10,11,9,4,10,13,10,12,9,10,1,3,4,6,7,3,0,6,3,0,11,4,5,4,6,2,1,2,4,4,5,2,0,0,0,0,0,0,8,164.2,0,0,1061.090196,37.38823529,29.01176471,1,4303.070588,59,8841.701961,0,0,321327,1211797,48.89886813,25.6939199,22.57358485,54.82596389,39.75294451,5.424064893,64.4902968,11.13930077,23.98954243,6.573356736,93.09869105,1.459602523,15.51605623,83.03580869,22.7609905,22.90317603,47.37682962,0.581156299,0.07921368,0.538500412,0.191134726,0.230824478,17.7564394,71.63113954,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
577,Anantapur,553,0.79,0.04,0.17,0.83,0.00,0.17,4345,0,0,0,1144,1166,5879,4459,2350,1206,690,438,275,178,125,110,92,73,56,57,53,41,34,32,27,28,22,16,21,21,13,19,13,14,10,8,10,7,6,10,6,7,13,10,10,8,5,6,13,9,7,6,6,9,3,3,1,9,6,3,6,1,4,10,21.16862745,0,0,0,2,166,23.01568627,1131.14902,161.2666667,5,105.2,2,68988.90588,395.027451,8871.356863,0,17,1428089,5378151,49.46974439,11.28753075,35.88332212,76.84781796,21.1034675,2.041407153,59.46657813,5.126164406,35.03495566,4.544541482,95.16377439,2.816181134,9.810307341,87.35688028,19.95672862,23.32801738,48.74309033,0.655919126,0.062255559,0.603699763,0.17772967,0.213035412,18.85181357,68.04385001,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
578,Chitradurga,566,0.82,0.14,0.04,0.85,0.02,0.13,555,0,0,0,136,2325,3134,1843,933,452,235,140,92,43,33,31,17,17,15,12,9,6,9,9,6,12,5,8,10,1,4,4,7,3,4,4,5,6,3,2,4,4,2,6,4,3,3,0,3,2,3,5,3,2,0,1,2,0,1,1,2,4,0,2,50.82352941,0,0,0,1,9,63.73333333,374.4588235,220.8,31,206.3882353,11,27665.2,116,6298.968627,0,16,461043,1894997,59.19836978,21.37189373,17.24339313,56.02301325,39.59626065,4.378578354,66.72343643,6.188833146,26.7591177,10.41432534,88.85633965,2.722692244,26.96231089,70.30340641,24.14473479,19.10989833,45.56081091,0.554877291,0.096234761,0.507996308,0.197386756,0.216378743,20.38214309,76.54708688,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
579,Davanagere,567,0.66,0.25,0.09,0.79,0.06,0.15,508,0,0,0,4,1559,2289,1340,542,316,122,73,53,35,36,29,17,21,9,16,13,17,13,4,7,6,9,9,8,11,5,11,5,3,0,2,4,3,3,4,5,0,0,2,2,5,5,2,2,3,1,3,1,3,0,3,4,3,2,5,1,7,9,1,37,0,0,0,2.529411765,224.6039216,13,56.24705882,834.7294118,25.97647059,81.81960784,34.23529412,20409.17255,154.4784314,2823.011765,0,6,561305,2355545,44.38651535,16.44794007,36.91779799,57.44392336,38.25650155,4.283208594,56.74552071,8.437428493,34.35396407,6.34882408,93.27302144,3.576930546,22.59824926,73.79759186,18.9964955,20.1060901,51.65250505,0.676882554,0.116180134,0.608932062,0.125552363,0.292250105,15.00875594,77.98827872,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
580,Bellary,565,0.79,0.07,0.14,0.78,0.01,0.21,1251,0,0,0,7,1902,2220,1424,968,574,415,222,148,122,98,93,63,56,40,44,41,32,32,30,24,29,23,26,14,17,13,19,11,14,9,11,11,5,8,18,10,8,6,6,4,3,7,9,8,7,3,8,5,10,5,7,7,6,12,7,11,9,24,6,451.4431373,1,0,0,5,159.3254902,105.0313725,820.7372549,241.5882353,27,180.6941176,22.76470588,30189.63137,234.2039216,2737.062745,0,11.1254902,682649,2905965,58.78735001,8.255797782,31.95681529,62.27927017,33.65954656,4.080288113,60.89762821,7.531661513,31.08014792,6.8572111,92.5700502,3.864609338,11.55684781,84.59086954,21.18005551,22.75058371,49.84213506,0.651177054,0.099653405,0.616806039,0.143485605,0.300233127,17.06620692,69.95820665,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
581,Kurnool,552,0.74,0.03,0.23,0.81,0.01,0.18,8848,0,0,0,9,4587,3606,205,2212,133,517,337,306,24,96,76,66,55,46,43,32,24,29,25,19,22,18,21,14,15,8,7,13,5,9,17,13,2,7,10,11,13,4,5,4,5,7,4,3,3,14,1,4,8,7,5,4,3,1,10,1,8,1,14,562.0313725,0,2,0,742.6980392,3680.254902,143.6588235,2527.701961,4129.768627,43,421.8745098,135.8666667,50240.73333,375.9686275,11386.37647,0,21,1503584,6058143,45.67283903,5.177358964,47.98570176,74.63804343,23.20799656,2.172777843,56.57517119,7.514947486,35.41808459,4.49805804,95.12925463,3.687837992,10.38987014,85.91744405,20.7933025,23.64718033,48.61057258,0.686841422,0.090584712,0.631622053,0.131550588,0.214962109,19.61662179,65.94387092,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,3. Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,1. Low Literacy
582,Mahbubnagar,538,0.90,0.01,0.09,0.93,0.00,0.07,3132,0,0,0,0,344,1943,3356,3381,3048,2156,1384,871,636,390,313,230,147,138,110,109,76,59,51,51,46,43,32,31,36,22,17,21,18,24,23,12,13,14,12,5,10,8,7,13,9,6,6,5,3,7,4,2,7,3,2,2,3,6,2,0,1,5,1,514.4823529,0,1,0,79.0627451,1789.854902,123.2392157,256.5568627,3753.678431,32,275.1686275,36.11764706,63498.39608,236.3254902,6505.858824,0,23.44313725,1038937,4253540,64.67181417,4.492169304,29.10727388,67.59962202,27.4883941,4.91013382,71.36348364,4.04358272,24.14216704,10.41077467,88.74957731,3.076627264,17.05201278,79.86020586,31.69421235,17.33189296,43.8995519,0.472956786,0.078702018,0.62544295,0.21792768,0.196933197,24.32341062,59.08165904,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,1. Low Literacy
583,Raichur,559,0.91,0.01,0.09,0.91,0.01,0.08,1562,0,0,0,2183,706,3170,528,744,429,207,156,97,68,56,31,20,30,17,16,30,20,12,15,13,8,13,7,8,11,6,10,7,6,6,8,4,1,7,5,0,4,7,4,2,3,2,1,4,6,1,4,3,0,1,2,2,2,3,0,2,2,4,1,55.56470588,0,1,0,0,0,19.74901961,1182.639216,6.37254902,1,54.77647059,2,32642.93333,127,1271.721569,0,12.95294118,460119,2071484,73.09157544,1.880654353,23.60847281,56.43121345,37.96828386,5.600601366,73.70690669,4.860352648,20.80257216,10.48967354,88.70876121,14.56352748,18.18529837,67.2551277,25.28168212,17.03421315,47.87200867,0.504608056,0.10493224,0.603314414,0.180190407,0.259730428,20.28149867,62.76118956,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,1. Low Literacy
584,Koppal,560,0.91,0.01,0.08,0.93,0.00,0.07,920,0,0,0,8,1562,1775,898,753,12,153,110,144,2,53,31,26,25,25,29,23,27,13,13,15,13,13,17,7,6,7,8,7,5,5,4,3,6,5,4,0,4,3,3,3,3,0,2,3,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,357.3686275,0,0,0,0,4.670588235,54.65490196,1084.635294,14,8,122.9490196,12.23529412,20807.75294,63.95294118,717.5882353,0,8.874509804,332503,1480854,75.55962202,3.031350394,21.18801575,60.18945694,35.19120309,4.619746589,79.04501313,3.427825614,17.18880822,12.12326656,87.09617176,5.019454862,20.20197412,74.77536534,23.37239188,18.13284767,47.29824817,0.488300767,0.065318496,0.590272052,0.190062384,0.226742592,20.21428176,69.89223786,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
585,Bagalkot,556,0.86,0.00,0.14,0.87,0.01,0.13,762,0,0,0,30,1152,1374,936,1338,517,54,376,463,24,193,154,114,89,60,89,8,20,20,24,21,10,17,9,11,13,9,8,9,9,5,8,3,6,9,6,4,2,3,2,4,1,2,3,0,4,2,3,1,3,5,0,2,1,0,2,0,0,0,0,610.2627451,0,0,0,0,6,175.2862745,1140.686275,77.95294118,1,34.41568627,57.98431373,22263.31373,311.7176471,2816.956863,0,30.73333333,479260,2136018,75.29003651,0.918385845,23.2978567,57.62432897,37.93363873,4.449911113,76.72106769,3.508405876,19.42423591,12.97110712,86.36721612,7.693420899,26.71962818,65.58852231,20.52992999,20.07660984,51.29980178,0.49715535,0.081388994,0.584385642,0.17581326,0.239994839,17.26712977,71.18193761,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
586,Gadag,561,0.88,0.01,0.12,0.86,0.03,0.11,1867,0,0,0,22,1862,895,369,157,90,75,45,28,26,15,19,21,7,16,6,4,10,11,9,7,7,2,6,3,5,3,3,2,1,2,2,2,1,2,2,1,0,3,1,1,1,1,2,2,0,3,1,1,1,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,21.76470588,697.1647059,34.57647059,0,67.92156863,0,16572.72549,101.8431373,1887.054902,0,0,298410,1266345,73.1330505,2.285096679,24.08090278,57.20988171,38.57717704,4.215876479,73.22755672,5.742190945,20.67468315,7.785093998,91.94037097,11.06328374,11.61637144,77.30853356,24.82988443,18.76897686,49.08267494,0.529538099,0.082360642,0.520538551,0.202174817,0.195122244,18.02747277,76.65217614,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
587,Belgaum,555,0.76,0.01,0.23,0.71,0.06,0.23,1925,0,0,0,741,1519,2454,1871,1827,769,809,790,682,426,386,348,380,347,238,140,108,80,56,52,17,23,25,14,21,23,10,12,8,12,10,11,10,5,7,4,12,6,2,7,5,6,9,2,4,6,2,3,5,2,3,4,3,7,1,6,5,6,14,14,269,0,641.6196078,0,11,349.1686275,89.68627451,1081.890196,6439.188235,231.0705882,61.03137255,31.70980392,35479.9451,412.9843137,10972.18824,0,25,1376305,5730614,54.34042636,1.205577107,43.77211076,64.43387846,32.21332176,3.35311468,51.49963656,8.95806758,38.99273017,11.77504405,87.56043203,16.47887874,21.8242864,61.67927204,20.15515266,19.87019192,52.30671617,0.562213836,0.10345675,0.57871478,0.127029977,0.330134041,15.13713888,77.09880652,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
588,Dharwad,562,0.75,0.04,0.22,0.75,0.09,0.16,963,0,0,0,335,881,1312,223,404,301,43,165,44,16,45,23,23,19,20,22,16,12,14,31,6,11,11,8,6,7,9,7,10,4,9,8,6,8,5,5,6,4,6,5,8,8,5,9,5,2,8,2,9,2,5,5,6,6,4,7,6,8,20,7,0,0,0,0,32.40392157,363.9294118,3,649.772549,1138.980392,74.67058824,14.98431373,0,13251.64706,150,2156.356863,0,4,604724,2557835,33.60160586,2.746879568,63.21348731,65.54786283,31.96960299,2.484459191,41.49964777,10.33587984,47.44101078,5.359007415,94.38846664,6.256194231,9.526624543,84.14808193,14.19778836,26.03963899,54.55359709,0.680566511,0.157252064,0.580245287,0.118343095,0.349352056,12.72611408,82.15436101,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
589,Haveri,564,0.69,0.10,0.20,0.72,0.18,0.10,207,0,0,0,16,1494,2034,902,451,209,89,66,66,29,26,19,27,16,11,11,15,8,8,10,8,4,3,3,5,5,4,4,5,4,4,6,4,1,1,1,2,4,1,2,3,1,2,2,2,4,1,3,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0.466666667,0,5.047058824,49.91372549,5.780392157,44.10588235,676.9686275,57.9254902,43.32156863,0,16201.43922,102.6941176,2823.819608,0,0,403353,1713470,56.64478534,12.00947408,30.68611266,56.39809869,39.39470439,4.206501005,66.67139057,14.34880217,18.75513285,8.09842892,91.52727561,3.545775537,19.70117118,76.738056,25.75160347,15.93240617,49.78242981,0.510428124,0.063214686,0.547188728,0.200016643,0.187405571,15.7139022,78.49276614,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
590,Uttara Kannada,563,0.40,0.17,0.44,0.75,0.00,0.25,8587,0,0,0,105,1656,736,359,222,134,91,68,39,40,31,32,27,22,18,17,10,11,10,6,11,5,8,16,6,4,4,2,3,8,4,2,3,3,4,2,0,1,2,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350.1098039,0,12428.07059,1.219607843,133.227451,3010.8,43.75686275,28.71372549,19663.78431,1442.066667,155.6901961,426.1764706,1437.329412,64.23137255,3199.4,0,23.50588235,446819,1761311,34.69078687,9.548317551,55.53087581,52.71079766,42.49349222,4.796555876,57.43350372,2.444602401,39.71879732,7.257991491,92.53660945,63.03231532,7.210321182,29.76089737,10.6987352,26.81275482,54.98075013,0.586789284,0.0813401,0.495454551,0.13714911,0.31064623,12.28846013,85.94359542,3. Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
591,Shimoga,568,0.17,0.72,0.11,0.81,0.01,0.18,4709,0,0,0,182,2079,1346,590,309,220,99,87,79,46,31,27,37,19,23,13,16,19,13,11,14,12,11,9,7,14,5,9,4,13,5,7,4,8,2,2,4,5,1,6,5,1,4,4,3,3,3,2,3,3,4,1,4,6,4,3,4,7,13,0,308.7803922,0,2275.878431,1,37.46666667,1422.976471,59.76470588,7,14145.2902,1282.4,19,879.9176471,4725.364706,149.8117647,9706.376471,0,4.047058824,554174,2130675,24.36486627,41.12922061,33.87731128,56.30317933,38.57934042,5.137491835,49.68579363,7.567346357,42.35898093,7.535541545,92.12807638,19.50399062,8.737653336,71.78620397,18.1553733,22.00218241,52.74610159,0.69465747,0.103873011,0.608224736,0.096176934,0.366626971,13.75789363,82.37816654,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
592,South Goa,586,0.08,0.04,0.88,0.21,0.00,0.79,679,0,0,0,49,400,261,150,76,56,41,37,40,32,44,40,25,26,27,30,23,21,13,17,19,8,14,11,7,11,12,12,9,15,6,6,5,9,7,5,8,5,9,5,2,5,9,5,3,7,7,6,3,7,1,2,7,2,6,5,6,6,1,0,84.28235294,0.592156863,2040.929412,2.68627451,64,249.2941176,42.34117647,9.498039216,3822.458824,244,51.27843137,119.2980392,632.1176471,58.04313725,703.227451,0,1.133333333,250186,943737,17.31703293,3.720489156,77.27186733,73.94968224,24.45454822,1.591230924,17.25078222,6.761114131,75.29708057,2.287063625,97.23165205,9.630955369,0.355756517,90.00936503,2.217778894,34.22362374,56.53450061,0.823882415,0.323249822,0.530916502,0.036004896,0.837195499,11.69022726,88.18240675,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
593,North Goa,585,0.12,0.02,0.87,0.17,0.00,0.83,202,0,0,0,15,131,107,144,93,85,78,58,48,50,71,68,59,50,50,50,52,61,49,42,27,25,30,32,16,23,19,22,26,20,10,8,13,11,15,14,9,13,17,11,4,10,7,7,8,8,9,8,10,6,6,5,5,6,3,4,3,5,2,0,53.63529412,0,728.4196078,0.250980392,35,137.7254902,40.81960784,7.560784314,3975.698039,291.6156863,43.85490196,188.0823529,466.8196078,19.34901961,1017.72549,1,9.011764706,318986,1223271,18.35853737,4.112905896,76.84760616,78.3955694,20.29134288,1.304863223,16.10393998,4.810970701,78.2490915,2.085878064,97.54175575,14.09844915,0.243032296,85.64455587,1.65915811,35.89441751,55.37889805,0.835847551,0.342145317,0.553833413,0.03973217,0.861497285,12.09282326,90.09826931,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
594,Kolhapur,530,0.07,0.17,0.75,0.46,0.11,0.43,2312,0,0,0,157,903,1257,892,604,507,362,319,233,174,169,147,172,138,143,107,81,63,51,46,37,35,25,33,27,24,10,30,11,14,9,19,17,16,5,10,10,10,5,15,13,7,5,7,9,5,6,3,2,6,9,8,3,5,5,7,12,10,12,16,89.47843137,0,795.6901961,0,17.79607843,335.7803922,43.01568627,102.9098039,13961.82745,583.7254902,20.96862745,262.8196078,11199.75686,589.7686275,4168.121569,0,2,1111961,4568082,25.35740102,6.505730417,67.33714456,75.18361606,23.19490513,1.626913354,26.03113616,14.55826994,58.38318511,4.854170965,94.68840166,5.601599607,6.876605385,87.5334831,18.06033692,23.86421697,53.13457596,0.662660181,0.105670805,0.559686796,0.110370234,0.44717663,14.66046363,83.13819673,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
595,Sindhudurg,529,0.07,0.18,0.75,0.82,0.01,0.17,2213,0,0,0,232,2330,818,215,145,84,35,17,19,16,9,10,9,5,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1333333,0,718.4980392,1.776470588,111.745098,252.5058824,33.9254902,10.43529412,12454.13333,2020.917647,96.83529412,116.3764706,2680.211765,16,2604.372549,0,3.145098039,236404,875700,22.64150099,13.29715233,63.95490897,68.93023891,26.80102156,4.271152349,66.19016937,5.273842236,27.80438783,4.399984349,95.19547089,65.08613348,3.778399266,31.13429934,13.80061665,15.70880439,56.00525294,0.516179883,0.087299948,0.471746413,0.23227467,0.26137903,14.4272011,86.2853717,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
596,Ratnagiri,528,0.17,0.21,0.63,0.83,0.00,0.17,2402,0,0,0,705,4169,1574,497,183,118,97,59,29,29,35,26,18,14,19,14,8,10,7,7,9,6,6,8,5,5,4,6,4,6,5,3,1,1,1,0,2,2,1,3,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,186.6078431,0,42.22745098,2.776470588,237.5254902,1016.980392,114.1137255,22.0627451,23668.0549,2201.427451,79.52941176,216.2313725,2649.34902,37.43529412,4305.164706,0,17.95686275,458902,1696715,28.71393587,13.07001822,57.94802071,71.15557875,25.30667354,3.535297515,62.60508584,3.212416594,33.5318726,5.591291169,93.93437401,33.00717147,5.49101355,61.49142322,19.63641507,17.65040092,52.85566521,0.467150936,0.09601071,0.384013471,0.24563147,0.241403711,19.23334208,83.65600587,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,3. Developed,1. High Unemployement,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
597,Sangli,531,0.21,0.33,0.46,0.52,0.07,0.42,1158,0,0,0,1261,1302,1659,1100,718,488,401,356,286,271,268,186,156,153,141,82,71,59,47,30,15,18,23,15,15,9,5,5,10,7,3,7,4,7,7,6,6,7,4,0,2,3,3,4,6,7,6,2,2,4,4,3,4,5,3,5,10,7,13,9,14.50980392,0,106.145098,0,1,55.76078431,17,941.4117647,1010.701961,40.37254902,16.96862745,85.43921569,29928.41569,719.9294118,3097.854902,0,2,754336,3158229,32.43650243,13.90466556,52.06276924,69.46273796,26.54358283,3.993542931,38.37528992,13.42539306,47.22144005,13.53783341,85.65651977,13.26934536,15.10007676,71.62111526,22.57638696,18.71466572,53.57470912,0.573743931,0.097919684,0.559528738,0.118878502,0.403199667,15.03947307,82.4462064,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
598,Solapur,526,0.68,0.17,0.15,0.77,0.03,0.20,266,0,0,0,712,1686,4620,1341,1994,1688,1194,822,1332,460,227,454,287,177,125,118,75,76,60,53,47,38,32,32,27,20,20,28,18,13,11,16,11,7,11,13,4,7,4,10,4,6,8,7,5,3,6,7,6,4,7,4,9,11,6,7,2,11,22,17,382.9058824,0,1,1,2,14,90.56862745,481.5921569,3,4.262745098,2.031372549,235.0117647,58814.95686,1294.980392,1577.784314,0,48.32156863,1152774,5016269,53.77244508,10.9207915,34.17243406,65.01087802,30.11097856,4.878660084,48.88494857,12.74804558,37.6429641,23.36036951,75.24699152,16.32382288,18.6376641,65.04031224,22.93355879,21.50243538,52.12246393,0.504288866,0.083283363,0.590860006,0.158094478,0.319497934,16.53109114,78.51580527,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
599,Satara,527,0.10,0.54,0.36,0.61,0.01,0.38,1148,0,0,0,104,2225,2624,1874,1180,664,584,672,468,313,171,152,126,82,70,55,37,34,10,27,24,24,19,19,16,15,13,12,7,6,6,11,5,3,5,3,3,8,5,2,4,8,6,2,3,3,1,5,3,2,3,4,1,2,3,2,3,3,0,0,182.5333333,1,339.8313725,0,32,601.8470588,126.9490196,277.6666667,7541.062745,219.6078431,9,384.6862745,26942.70588,424.8901961,7230.921569,0,34.55686275,778883,3196916,28.09296428,24.22723644,47.33393655,70.04449308,25.50967539,4.44458911,44.74422076,4.928598262,49.41315153,9.987326723,89.18680906,11.12421737,13.28753433,75.58188855,24.66633468,18.1084833,51.35333553,0.620250103,0.107385641,0.599713591,0.142894059,0.397942429,17.54678571,83.85074866,3. Developed,3. Developed,1. Under-Developed,3. Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
600,Pune,521,0.29,0.28,0.44,0.50,0.02,0.48,988,0,0,0,161,3030,0,2166,3167,1,2113,17,920,1574,33,650,482,413,344,256,388,6,155,235,114,87,1,160,62,1,57,57,60,49,46,41,39,51,78,0,39,42,30,34,29,30,36,22,69,1,42,29,30,26,31,31,31,33,36,21,55,46,116,432,595.4196078,2,8,1,159.1254902,1614.239216,282.6745098,77.74901961,7284.058824,427.9686275,32.3254902,477.7803922,47697.14902,1570.101961,6107.392157,0,80.4627451,3517629,13387551,23.43499024,5.357024007,69.68574938,76.44761071,21.4979545,2.056059323,13.39034048,10.83653646,74.02117873,4.644098425,94.84855404,7.161306494,5.955488967,86.91358355,9.257085183,34.19558215,53.23655536,0.785838047,0.268797127,0.70258022,0.055572623,0.65587141,13.12829359,87.39986126,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,2. Moderate Female Emp,3. High Literacy
601,Raigarh,520,0.41,0.18,0.41,0.54,0.01,0.45,681,0,0,0,109,1508,1398,1016,677,502,382,285,438,29,163,119,104,140,76,68,65,10,46,52,88,10,32,29,37,30,32,24,22,50,4,23,24,20,30,15,6,20,26,21,16,19,19,20,17,22,30,4,16,16,20,17,15,23,7,17,21,27,51,27,1099.321569,0,12.29411765,5,331.8196078,1697.619608,195.4941176,70.49803922,11668.53333,2370.905882,32.54509804,446.6941176,4996.8,289.2941176,7003.552941,0,129.4470588,841778,3189103,32.47771645,8.010386111,58.75769787,75.45351043,22.40351043,2.153911245,27.23904153,7.975485223,63.59371141,5.816315822,93.65442266,11.44214484,8.878067495,79.67035549,9.083714135,27.83958373,55.15362784,0.688044438,0.202446655,0.527276815,0.130066191,0.388257844,12.35024394,85.133155,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,2. Moderate Female Emp,3. High Literacy
602,Ahmadnagar,522,0.61,0.17,0.22,0.73,0.01,0.26,748,0,0,0,248,3423,4297,3133,2290,1745,1248,981,709,461,343,261,197,140,115,80,72,53,44,46,41,32,26,18,24,19,8,21,15,8,8,19,10,3,16,10,12,11,4,5,9,9,11,11,4,5,9,5,6,9,5,5,7,8,9,11,7,13,7,0,507.8980392,0,5,0,16.98039216,174.8235294,110.3647059,42.87058824,393.6666667,20.14117647,7,78.99215686,67259.92549,1110.623529,2844.623529,0,43.60784314,1120965,4794221,49.03832314,11.89606892,38.25115682,66.32431369,27.97593921,5.701972408,50.31458618,7.89834134,40.79719991,19.77264304,78.82563702,28.9403232,14.38819267,56.68252925,31.54881679,17.23560512,47.15800544,0.573859534,0.091595415,0.609014688,0.140795733,0.430309616,20.55197289,80.48508819,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
